energy_eV_rel_EF,spin,dos,projection,system,state
0.44184,up,-1.7595e-05,Oads p,Al16,*OH
0.55284,down,-0.0027415,Oads p,Al16,*OH
0.55284,up,-2.387e-06,Oads p,Al16,*OH
0.66284,down,-0.00015371999999999999,Oads p,Al16,*OH
0.66284,up,-1.7727e-07,Oads p,Al16,*OH
0.77284,down,-4.4921e-06,Oads p,Al16,*OH
0.77284,up,-7.0898e-09,Oads p,Al16,*OH
0.88384,down,-4.5376e-06,Oads p,Al16,*OH
0.88384,up,-1.52515e-10,Oads p,Al16,*OH
0.99384,down,-0.00010672000000000001,Oads p,Al16,*OH
0.99384,up,-1.76967e-12,Oads p,Al16,*OH
-2.42516,down,0.012202000000000001,Obridge p,Al16,*OH
-2.42516,up,0.047854999999999995,Obridge p,Al16,*OH
-2.31516,down,0.019331,Obridge p,Al16,*OH
-2.31516,up,0.061582000000000005,Obridge p,Al16,*OH
-2.20516,down,0.050030000000000005,Obridge p,Al16,*OH
-2.20516,up,0.084755,Obridge p,Al16,*OH
-2.09516,down,0.08048,Obridge p,Al16,*OH
-2.09516,up,0.10848,Obridge p,Al16,*OH
-1.98416,down,0.09084,Obridge p,Al16,*OH
-1.98416,up,0.1753,Obridge p,Al16,*OH
-1.87416,down,0.08763,Obridge p,Al16,*OH
-1.87416,up,0.25869000000000003,Obridge p,Al16,*OH
-1.76416,down,0.07101,Obridge p,Al16,*OH
-1.76416,up,0.24214,Obridge p,Al16,*OH
-1.65316,down,0.036097,Obridge p,Al16,*OH
-1.65316,up,0.15962,Obridge p,Al16,*OH
-1.54316,down,0.0046741000000000005,Obridge p,Al16,*OH
-1.54316,up,0.12999,Obridge p,Al16,*OH
-1.43316,down,0.0022677,Obridge p,Al16,*OH
-1.43316,up,0.11708,Obridge p,Al16,*OH
-1.32216,down,0.047913,Obridge p,Al16,*OH
-1.32216,up,0.07031,Obridge p,Al16,*OH
-1.21216,down,0.103608,Obridge p,Al16,*OH
-1.21216,up,0.027178,Obridge p,Al16,*OH
-1.10216,down,0.085357,Obridge p,Al16,*OH
-1.10216,up,0.012268,Obridge p,Al16,*OH
-0.99216,down,0.024515000000000002,Obridge p,Al16,*OH
-0.99216,up,0.010324,Obridge p,Al16,*OH
-0.88116,down,-0.0020369,Obridge p,Al16,*OH
-0.88116,up,0.019041000000000002,Obridge p,Al16,*OH
-0.77116,down,-0.0018352999999999998,Obridge p,Al16,*OH
-0.77116,up,0.052064,Obridge p,Al16,*OH
-0.66116,down,-1.6721000000000032e-05,Obridge p,Al16,*OH
-0.66116,up,0.08543,Obridge p,Al16,*OH
-0.55016,down,1.5640000000000006e-05,Obridge p,Al16,*OH
-0.55016,up,0.08596,Obridge p,Al16,*OH
-0.44016,down,-0.00034314,Obridge p,Al16,*OH
-0.44016,up,0.066639,Obridge p,Al16,*OH
-0.33016,down,-0.0006812299999999999,Obridge p,Al16,*OH
-0.33016,up,0.034066,Obridge p,Al16,*OH
-0.21916,down,0.0023951899999999997,Obridge p,Al16,*OH
-0.21916,up,0.0069555,Obridge p,Al16,*OH
-0.10916,down,0.01139231,Obridge p,Al16,*OH
-0.10916,up,0.00028193,Obridge p,Al16,*OH
0.00084,down,0.01547662,Obridge p,Al16,*OH
0.00084,up,0.0009331,Obridge p,Al16,*OH
0.11084,down,0.007751030000000001,Obridge p,Al16,*OH
0.11084,up,0.00056236,Obridge p,Al16,*OH
0.22184,down,0.00043870419999999995,Obridge p,Al16,*OH
0.22184,up,-1.5459e-05,Obridge p,Al16,*OH
0.33184,down,-0.0007489580000000001,Obridge p,Al16,*OH
0.33184,up,-9.062600000000001e-05,Obridge p,Al16,*OH
0.44184,down,-0.0002255876,Obridge p,Al16,*OH
0.44184,up,-2.7761e-05,Obridge p,Al16,*OH
0.55284,down,-2.638008e-05,Obridge p,Al16,*OH
0.55284,up,-3.6804000000000004e-06,Obridge p,Al16,*OH
0.66284,down,-1.479033e-06,Obridge p,Al16,*OH
0.66284,up,-2.4791e-07,Obridge p,Al16,*OH
0.77284,down,-5.8159000000000005e-08,Obridge p,Al16,*OH
0.77284,up,-8.9136e-09,Obridge p,Al16,*OH
0.88384,down,-7.382e-07,Obridge p,Al16,*OH
0.88384,up,-1.74498e-10,Obridge p,Al16,*OH
0.99384,down,-1.7802e-05,Obridge p,Al16,*OH
0.99384,up,-1.8714e-12,Obridge p,Al16,*OH
-2.43083,down,0.47158,Coact d,Al16,*O
-2.43083,up,0.28183,Coact d,Al16,*O
-2.32083,down,0.62808,Coact d,Al16,*O
-2.32083,up,0.21611,Coact d,Al16,*O
-2.20983,down,0.87348,Coact d,Al16,*O
-2.20983,up,0.098704,Coact d,Al16,*O
-2.09983,down,1.40503,Coact d,Al16,*O
-2.09983,up,0.045564,Coact d,Al16,*O
-1.98883,down,1.78787,Coact d,Al16,*O
-1.98883,up,0.039033,Coact d,Al16,*O
-1.87883,down,1.47396,Coact d,Al16,*O
-1.87883,up,0.038811,Coact d,Al16,*O
-1.76783,down,0.76829,Coact d,Al16,*O
-1.76783,up,0.031259999999999996,Coact d,Al16,*O
-1.65783,down,0.242967,Coact d,Al16,*O
-1.65783,up,0.022003,Coact d,Al16,*O
-1.54683,down,0.0246,Coact d,Al16,*O
-1.54683,up,0.021448,Coact d,Al16,*O
-1.43583,down,-0.0180463,Coact d,Al16,*O
-1.43583,up,0.0271917,Coact d,Al16,*O
-1.32583,down,-0.008252180500000001,Coact d,Al16,*O
-1.32583,up,0.029103300000000002,Coact d,Al16,*O
-1.21483,down,-0.00024237999999999994,Coact d,Al16,*O
-1.21483,up,0.037684,Coact d,Al16,*O
-1.10483,down,0.00106584,Coact d,Al16,*O
-1.10483,up,0.056787,Coact d,Al16,*O
-0.99383,down,0.00051574,Coact d,Al16,*O
-0.99383,up,0.0367215,Coact d,Al16,*O
-0.88383,down,0.00017229,Coact d,Al16,*O
-0.88383,up,0.0132124,Coact d,Al16,*O
-0.77283,down,0.000130411,Coact d,Al16,*O
-0.77283,up,0.2656409,Coact d,Al16,*O
-0.66283,down,4.511e-05,Coact d,Al16,*O
-0.66283,up,0.824943,Coact d,Al16,*O
-0.55183,down,-0.000566896,Coact d,Al16,*O
-0.55183,up,1.108152,Coact d,Al16,*O
-0.44083,down,-0.0042843,Coact d,Al16,*O
-0.44083,up,1.110678,Coact d,Al16,*O
-0.33083,down,-0.0104405,Coact d,Al16,*O
-0.33083,up,0.958391,Coact d,Al16,*O
-0.21983,down,0.0201556,Coact d,Al16,*O
-0.21983,up,0.4310658,Coact d,Al16,*O
-0.10983,down,0.13351,Coact d,Al16,*O
-0.10983,up,0.0199982,Coact d,Al16,*O
0.00117,down,0.206458,Coact d,Al16,*O
0.00117,up,-0.04229322,Coact d,Al16,*O
0.11117,down,0.11135999999999999,Coact d,Al16,*O
0.11117,up,-0.012813080000000001,Coact d,Al16,*O
0.22217,down,0.0064269999999999996,Coact d,Al16,*O
0.22217,up,-0.001772531,Coact d,Al16,*O
0.33217,down,0.0597576,Coact d,Al16,*O
0.33217,up,-0.0002226031,Coact d,Al16,*O
0.44317,down,0.203698,Coact d,Al16,*O
0.44317,up,-3.53515e-05,Coact d,Al16,*O
0.55417,down,0.207659,Coact d,Al16,*O
0.55417,up,-4.22366e-06,Coact d,Al16,*O
0.66417,down,0.07106799999999999,Coact d,Al16,*O
0.66417,up,-2.8924e-07,Coact d,Al16,*O
0.77517,down,-0.0064372000000000006,Coact d,Al16,*O
0.77517,up,-1.085837e-08,Coact d,Al16,*O
0.88517,down,-0.008695,Coact d,Al16,*O
0.88517,up,-2.2231259999999998e-10,Coact d,Al16,*O
0.99617,down,-0.00183405,Coact d,Al16,*O
0.99617,up,-2.47763e-12,Coact d,Al16,*O
-2.43083,down,0.19258999999999998,Oads p,Al16,*O
-2.43083,up,0.5066,Oads p,Al16,*O
-2.32083,down,0.16623,Oads p,Al16,*O
-2.32083,up,0.42177000000000003,Oads p,Al16,*O
-2.20983,down,0.15069000000000002,Oads p,Al16,*O
-2.20983,up,0.22488,Oads p,Al16,*O
-2.09983,down,0.29919,Oads p,Al16,*O
-2.09983,up,0.10118200000000001,Oads p,Al16,*O
-1.98883,down,0.54697,Oads p,Al16,*O
-1.98883,up,0.07751000000000001,Oads p,Al16,*O
-1.87883,down,0.58958,Oads p,Al16,*O
-1.87883,up,0.10064630000000001,Oads p,Al16,*O
-1.76783,down,0.36466,Oads p,Al16,*O
-1.76783,up,0.091808,Oads p,Al16,*O
-1.65783,down,0.147475,Oads p,Al16,*O
-1.65783,up,0.087475,Oads p,Al16,*O
-1.54683,down,0.036245,Oads p,Al16,*O
-1.54683,up,0.29168,Oads p,Al16,*O
-1.43583,down,-0.0043229,Oads p,Al16,*O
-1.43583,up,0.7002579999999999,Oads p,Al16,*O
-1.32583,down,-0.0053434,Oads p,Al16,*O
-1.32583,up,0.8412299999999999,Oads p,Al16,*O
-1.21483,down,2.623600000000001e-05,Oads p,Al16,*O
-1.21483,up,0.8776999999999999,Oads p,Al16,*O
-1.10483,down,0.0014561399999999999,Oads p,Al16,*O
-1.10483,up,1.3044,Oads p,Al16,*O
-0.99383,down,0.0009157900000000001,Oads p,Al16,*O
-0.99383,up,1.26136,Oads p,Al16,*O
-0.88383,down,0.00040609,Oads p,Al16,*O
-0.88383,up,0.49513999999999997,Oads p,Al16,*O
-0.77283,down,0.000262486,Oads p,Al16,*O
-0.77283,up,-0.0042,Oads p,Al16,*O
-0.66283,down,-0.00011968,Oads p,Al16,*O
-0.66283,up,-0.040029999999999996,Oads p,Al16,*O
-0.55183,down,-0.0045082,Oads p,Al16,*O
-0.55183,up,0.27358,Oads p,Al16,*O
-0.44083,down,-0.032854,Oads p,Al16,*O
-0.44083,up,0.9588,Oads p,Al16,*O
-0.33083,down,-0.079834,Oads p,Al16,*O
-0.33083,up,1.1958,Oads p,Al16,*O
-0.21983,down,0.15360000000000001,Oads p,Al16,*O
-0.21983,up,0.5705,Oads p,Al16,*O
-0.10983,down,1.0183,Oads p,Al16,*O
-0.10983,up,0.031246,Oads p,Al16,*O
0.00117,down,1.575,Oads p,Al16,*O
0.00117,up,-0.051973,Oads p,Al16,*O
0.11117,down,0.8533799999999999,Oads p,Al16,*O
0.11117,up,-0.015783,Oads p,Al16,*O
0.22217,down,0.05226,Oads p,Al16,*O
0.22217,up,-0.0021081,Oads p,Al16,*O
0.33217,down,0.41977,Oads p,Al16,*O
0.33217,up,-0.00022689999999999999,Oads p,Al16,*O
0.44317,down,1.44756,Oads p,Al16,*O
0.44317,up,-3.1556e-05,Oads p,Al16,*O
0.55417,down,1.476736,Oads p,Al16,*O
0.55417,up,-3.7223000000000003e-06,Oads p,Al16,*O
0.66417,down,0.5055888,Oads p,Al16,*O
0.66417,up,-2.6047e-07,Oads p,Al16,*O
0.77517,down,-0.045786332,Oads p,Al16,*O
0.77517,up,-1.0017e-08,Oads p,Al16,*O
0.88517,down,-0.061853019,Oads p,Al16,*O
0.88517,up,-2.0918999999999998e-10,Oads p,Al16,*O
0.99617,down,-0.0130416336,Oads p,Al16,*O
0.99617,up,-2.3667e-12,Oads p,Al16,*O
-2.43083,down,0.007094,Obridge p,Al16,*O
-2.43083,up,0.09215,Obridge p,Al16,*O
-2.32083,down,0.026042000000000003,Obridge p,Al16,*O
-2.32083,up,0.09048,Obridge p,Al16,*O
-2.20983,down,0.0703,Obridge p,Al16,*O
-2.20983,up,0.08382,Obridge p,Al16,*O
-2.09983,down,0.14321,Obridge p,Al16,*O
-2.09983,up,0.11689,Obridge p,Al16,*O
-1.98883,down,0.21135,Obridge p,Al16,*O
-1.98883,up,0.21652,Obridge p,Al16,*O
-1.87883,down,0.20386,Obridge p,Al16,*O
-1.87883,up,0.29437,Obridge p,Al16,*O
-1.76783,down,0.13016,Obridge p,Al16,*O
-1.76783,up,0.22417,Obridge p,Al16,*O
-1.65783,down,0.063419,Obridge p,Al16,*O
-1.65783,up,0.093834,Obridge p,Al16,*O
-1.54683,down,0.020369,Obridge p,Al16,*O
-1.54683,up,0.040019,Obridge p,Al16,*O
-1.43583,down,0.00116899,Obridge p,Al16,*O
-1.43583,up,0.039591,Obridge p,Al16,*O
-1.32583,down,0.00028089999999999994,Obridge p,Al16,*O
-1.32583,up,0.037414,Obridge p,Al16,*O
-1.21483,down,0.0025992000000000003,Obridge p,Al16,*O
-1.21483,up,0.033565,Obridge p,Al16,*O
-1.10483,down,0.0027628,Obridge p,Al16,*O
-1.10483,up,0.041989,Obridge p,Al16,*O
-0.99383,down,0.0018287,Obridge p,Al16,*O
-0.99383,up,0.044069,Obridge p,Al16,*O
-0.88383,down,0.00136663,Obridge p,Al16,*O
-0.88383,up,0.027209,Obridge p,Al16,*O
-0.77283,down,0.00106253,Obridge p,Al16,*O
-0.77283,up,0.0077377999999999995,Obridge p,Al16,*O
-0.66283,down,0.00044077600000000004,Obridge p,Al16,*O
-0.66283,up,0.0009978,Obridge p,Al16,*O
-0.55183,down,4.668000000000001e-05,Obridge p,Al16,*O
-0.55183,up,0.028233,Obridge p,Al16,*O
-0.44083,down,-0.00012197400000000001,Obridge p,Al16,*O
-0.44083,up,0.09713,Obridge p,Al16,*O
-0.33083,down,-0.00031747,Obridge p,Al16,*O
-0.33083,up,0.12282,Obridge p,Al16,*O
-0.21983,down,0.0008046,Obridge p,Al16,*O
-0.21983,up,0.06112,Obridge p,Al16,*O
-0.10983,down,0.0049959,Obridge p,Al16,*O
-0.10983,up,0.006317,Obridge p,Al16,*O
0.00117,down,0.007755000000000001,Obridge p,Al16,*O
0.00117,up,-0.0032300000000000002,Obridge p,Al16,*O
0.11117,down,0.004444699999999999,Obridge p,Al16,*O
0.11117,up,-0.0008585,Obridge p,Al16,*O
0.22217,down,0.00046394000000000003,Obridge p,Al16,*O
0.22217,up,-0.00021001,Obridge p,Al16,*O
0.33217,down,-0.00014282000000000002,Obridge p,Al16,*O
0.33217,up,-0.00011101000000000001,Obridge p,Al16,*O
0.44317,down,0.0005875499999999999,Obridge p,Al16,*O
0.44317,up,-3.0244e-05,Obridge p,Al16,*O
0.55417,down,0.000709779,Obridge p,Al16,*O
0.55417,up,-3.9378e-06,Obridge p,Al16,*O
0.66417,down,0.00024740790000000003,Obridge p,Al16,*O
0.66417,up,-2.6487e-07,Obridge p,Al16,*O
0.77517,down,-2.2530000000000003e-05,Obridge p,Al16,*O
0.77517,up,-9.5577e-09,Obridge p,Al16,*O
0.88517,down,-3.0385300000000002e-05,Obridge p,Al16,*O
0.88517,up,-1.8791e-10,Obridge p,Al16,*O
0.99617,down,-6.41612e-06,Obridge p,Al16,*O
0.99617,up,-2.0226e-12,Obridge p,Al16,*O
