"energy_eV_rel_EF","Oads_p_down","Obridge_p_up","Obridge_p_down","Co_d_down","Co_d_up","Oads_p_up"
"-3.86883","0.11976999999999999","0.30774000000000001","0.56769000000000003","0.35042999999999996","0.42302000000000001","0.051569999999999998"
"-3.75783","0.15597","0.28559000000000001","0.41081000000000001","0.39741000000000004","0.51534000000000002","0.077329999999999996"
"-3.64783","0.20807","0.28932999999999998","0.27607999999999999","0.42716999999999994","0.49378","0.15458"
"-3.53683","0.27509","0.32203999999999999","0.23374","0.50923000000000007","0.42871000000000004","0.23683000000000001"
"-3.42583","0.28159999999999996","0.29881000000000002","0.17381000000000002","0.55624999999999991","0.47759399999999996","0.31347999999999998"
"-3.31583","0.25640999999999997","0.2331","0.10687000000000001","0.47847000000000001","0.71255000000000002","0.54949999999999999"
"-3.20483","0.47502","0.19522","0.088770000000000016","0.55354999999999999","0.95313999999999999","0.97463"
"-3.09483","0.90870000000000006","0.1668","0.11741199999999999","0.9093","0.86885000000000001","1.1193600000000001"
"-2.98383","0.94679999999999997","0.11660000000000001","0.12601499999999999","1.00142","0.47933999999999999","0.73226000000000002"
"-2.87383","0.46296000000000004","0.077119999999999994","0.085841000000000001","0.56247999999999998","0.17086999999999999","0.30304000000000003"
"-2.76283","0.06992000000000001","0.062459000000000001","0.043552","0.13352","0.087220000000000006","0.14599999999999999"
"-2.65283","0.0051225000000000003","0.062421999999999998","0.019561500000000002","0.047719000000000004","0.11832999999999999","0.18219000000000002"
"-2.54183","0.10651200000000001","0.075431999999999999","0.0067470999999999998","0.225851","0.21185999999999999","0.35872000000000004"
"-2.43083","0.19259000000000001","0.09215000000000001","0.0070939999999999996","0.47157999999999994","0.28183000000000002","0.50659999999999994"
"-2.32083","0.16622999999999999","0.090480000000000005","0.026041999999999999","0.62807999999999997","0.21611000000000002","0.42176999999999998"
"-2.20983","0.15068999999999999","0.083820000000000006","0.070300000000000001","0.87347999999999992","0.098703999999999986","0.22488"
"-2.09983","0.29919000000000001","0.11689000000000001","0.14320999999999998","1.40503","0.045564","0.10118199999999999"
"-1.98883","0.54696999999999996","0.21651999999999999","0.21134999999999998","1.7878699999999998","0.039032999999999998","0.077509999999999996"
"-1.87883","0.58957999999999999","0.29437000000000002","0.20386000000000001","1.4739599999999999","0.038810999999999998","0.10064629999999999"
"-1.76783","0.36466000000000004","0.22417000000000001","0.13016","0.76829000000000003","0.031260000000000003","0.091808000000000001"
"-1.65783","0.14747499999999999","0.093834000000000001","0.063419000000000003","0.24296699999999999","0.022003000000000002","0.087474999999999997"
"-1.54683","0.036244999999999999","0.040019000000000006","0.020369000000000002","0.024599999999999997","0.021448000000000002","0.29168000000000005"
"-1.43583","-0.0043229000000000002","0.039590999999999994","0.00116899","-0.018046300000000001","0.027191699999999996","0.70025800000000005"
"-1.32583","-0.0053433999999999999","0.037413999999999996","0.00028089999999999994","-0.0082521805000000011","0.029103300000000006","0.84123000000000003"
"-1.21483","2.6236000000000011E-05","0.033564999999999998","0.0025992000000000003","-0.00024237999999999999","0.037683999999999995","0.87769999999999992"
"-1.10483","0.0014561399999999999","0.041988999999999999","0.0027628000000000002","0.00106584","0.056786999999999997","1.3044"
"-0.99383","0.00091578999999999999","0.044068999999999997","0.0018286999999999999","0.00051573999999999999","0.036721500000000004","1.26136"
"-0.88383","0.00040609000000000001","0.027209000000000001","0.0013666299999999998","0.00017228999999999999","0.013212399999999999","0.49514000000000002"
"-0.77283","0.00026248600000000003","0.0077377999999999995","0.0010625299999999999","0.00013041099999999998","0.26564089999999996","-0.0041999999999999997"
"-0.66283","-0.00011967999999999999","0.00099780000000000008","0.00044077599999999998","4.511E-05","0.82494299999999998","-0.040029999999999996"
"-0.55183","-0.0045082000000000004","0.028233000000000001","4.6680000000000007E-05","-0.000566896","1.108152","0.27357999999999999"
"-0.44083","-0.032854000000000001","0.097129999999999994","-0.00012197400000000001","-0.0042842999999999996","1.1106780000000001","0.95879999999999999"
"-0.33083","-0.079834000000000002","0.12282","-0.00031746999999999998","-0.0104405","0.95839099999999999","1.1958"
"-0.21983","0.15360000000000001","0.061120000000000001","0.00080459999999999993","0.020155600000000003","0.4310658","0.57050000000000001"
"-0.10983","1.0183","0.0063170000000000006","0.0049959000000000002","0.13351000000000002","0.019998200000000001","0.031245999999999999"
"0.00117","1.575","-0.0032300000000000002","0.0077549999999999997","0.206458","-0.042293219999999999","-0.051973000000000005"
"0.11117","0.85338000000000003","-0.00085849999999999989","0.0044446999999999993","0.11136","-0.012813080000000001","-0.015782999999999998"
"0.22217","0.052260000000000001","-0.00021001","0.00046394000000000003","0.0064270000000000004","-0.0017725310000000001","-0.0021080999999999999"
"0.33217","0.41977000000000003","-0.00011101","-0.00014282000000000002","0.059757600000000001","-0.00022260309999999999","-0.00022689999999999999"
"0.44317","1.4475600000000002","-3.0243999999999997E-05","0.00058754999999999994","0.20369800000000002","-3.5351500000000002E-05","-3.1556000000000001E-05"
"0.55417","1.4767359999999998","-3.9378000000000007E-06","0.00070977900000000001","0.20765900000000001","-4.2236599999999996E-06","-3.7222999999999999E-06"
"0.66417","0.50558880000000006","-2.6487000000000002E-07","0.00024740790000000003","0.071067999999999992","-2.8924000000000001E-07","-2.6047E-07"
"0.77517","-0.045786331999999999","-9.5577000000000006E-09","-2.2530000000000003E-05","-0.0064372000000000006","-1.0858370000000001E-08","-1.0017E-08"
"0.88517","-0.061853019000000002","-1.8791E-10","-3.0385300000000002E-05","-0.0086950000000000013","-2.2231260000000001E-10","-2.0918999999999998E-10"
"0.99617","-0.0130416336","-2.0225999999999999E-12","-6.41612E-06","-0.00183405","-2.4776299999999998E-12","-2.3666999999999996E-12"
"1.10617","-0.0011815673","-1.4623999999999998E-14","-8.1244999999999995E-07","-0.00017504","-1.5265000000000002E-14","-1.4808999999999999E-14"
"1.21717","-7.7180000000000003E-05","-7.0818000000000002E-13","-3.5972000000000005E-06","-0.00024594999999999999","-6.6803399999999997E-14","-8.2179999999999997E-14"
"1.32817","-0.00042615999999999997","-9.9165000000000001E-11","-3.1171000000000004E-05","-0.0041171999999999997","-9.3150399999999995E-12","-1.1477999999999999E-11"
"1.43817","-0.0039693000000000003","-7.3811000000000005E-09","-0.00015937999999999998","-0.038461999999999996","-6.9067900000000003E-10","-8.5250000000000011E-10"
"1.54917","-0.016876000000000002","-2.8854999999999997E-07","-0.00045328000000000002","-0.16087400000000002","-2.6884470000000002E-08","-3.3269999999999999E-08"
"1.65917","-0.012380099999999998","-5.7912999999999991E-06","-0.00016963000000000001","-0.09843600000000001","-5.3724300000000004E-07","-6.6779999999999998E-07"
"1.77017","0.127161","-5.6719999999999999E-05","0.0040648000000000004","1.26196","-5.2360500000000005E-06","-6.5929999999999994E-06"
"1.88017","0.42220000000000002","-0.00023176000000000002","0.015167099999999999","3.9468000000000001","-2.1264620000000001E-05","-2.8462999999999998E-05"
"1.99117","0.56199999999999994","-6.5103000000000003E-05","0.024312","4.9906999999999995","-5.7782E-06","-2.8527999999999999E-05"
"2.10117","0.35082999999999998","0.00196349","0.019994999999999999","3.012","0.00017932700000000001","0.000122695"
"2.21217","0.078307000000000002","0.0048871000000000001","0.012417500000000001","0.73109000000000002","0.000452235","0.0004483"
"2.32317","0.072471000000000008","0.0047155000000000001","0.0147165","0.22164","0.00048235699999999999","0.0011968"
"2.43317","0.35398999999999997","0.0035934000000000001","0.023737999999999999","1.001687","0.00040659000000000002","0.0027999000000000001"
"2.54417","0.54956000000000005","0.0083231999999999993","0.029925999999999998","1.5459000000000003","0.00052117999999999999","0.0046784000000000001"
"2.65417","0.38302999999999998","0.017129800000000001","0.036829000000000001","1.0728169999999999","0.00075562000000000003","0.0059494000000000005"
"2.76517","0.14956","0.019551899999999997","0.052011999999999996","0.45344099999999998","0.00095551399999999997","0.0051649"
"2.87517","0.057408000000000001","0.020324100000000001","0.06026999999999999","0.23393999999999998","0.0011701439999999999","0.0031964999999999997"
"2.98617","0.033106999999999998","0.026763999999999996","0.051874000000000003","0.26863700000000001","0.0011370249999999998","0.0026011000000000003"
"3.09617","0.023408000000000002","0.028336","0.036476000000000001","0.45931499999999992","0.00073943999999999995","0.0029522999999999997"
"3.20717","0.021613","0.020054000000000002","0.024333","0.72292999999999996","0.00053691999999999998","0.0033092"
"3.31817","0.023523000000000002","0.011441","0.017207999999999998","0.88342999999999994","0.00075865000000000004","0.0038906000000000001"
"3.42817","0.028062000000000004","0.0094859999999999996","0.024132000000000001","0.74032100000000001","0.0012932899999999999","0.0044399999999999995"
"3.53917","0.037639999999999993","0.011424","0.048656000000000005","0.51858899999999986","0.0018395899999999999","0.0045395999999999995"
"3.64917","0.042020000000000002","0.015313999999999998","0.067974000000000007","0.61213200000000001","0.0020612300000000003","0.0044188999999999999"
"3.76017","0.03644","0.021561","0.071322999999999998","0.88893599999999995","0.00241596","0.0051966"
"3.87017","0.030477000000000001","0.030209","0.066159999999999997","0.88508900000000001","0.0030433899999999996","0.007817000000000001"
"3.98117","0.027117999999999996","0.038890000000000001","0.050689999999999999","0.50608399999999998","0.0038423999999999997","0.013006"
