"energy_eV_rel_EF","Oads_p_down","Obridge_p_up","Obridge_p_down","Co_d_down","Co_d_up","Oads_p_up"
"0.99384","-0.00010672000000000001","-1.8713999999999999E-12","-1.7802E-05","-0.0017340699999999999","-1.23629E-12","-1.7696700000000001E-12"
"1.10384","-0.00126363","-1.13292E-14","-0.00021532000000000002","-0.021621600000000001","-7.4203900000000007E-15","-1.11583E-14"
"1.21384","-0.0066181","-9.8948000000000004E-14","-0.001183","-0.12637900000000002","-7.3741000000000012E-15","-2.5550000000000002E-14"
"1.32484","-0.0077270000000000004","-1.68721E-11","-0.0017593999999999999","-0.23558400000000002","-1.25026E-12","-4.3460000000000003E-12"
"1.43484","0.048171000000000005","-1.5393000000000001E-09","0.0074349999999999998","0.65625999999999995","-1.1372300000000001E-10","-3.9570000000000004E-10"
"1.54484","0.16631099999999999","-7.4371999999999999E-08","0.031096000000000002","3.5181","-5.4786000000000005E-09","-1.9099000000000001E-08"
"1.65584","0.18140100000000001","-1.8708599999999999E-06","0.042237999999999998","5.6499999999999995","-1.3733199999999998E-07","-4.8019999999999997E-07"
"1.76584","0.055507000000000001","-2.36041E-05","0.023656999999999997","3.8707400000000001","-1.7258999999999999E-06","-6.0819999999999995E-06"
"1.87584","0.042297000000000001","-0.00013540899999999999","0.0097806000000000004","1.1546000000000001","-9.8536E-06","-3.5747999999999997E-05"
"1.98584","0.30049000000000003","-0.00021883000000000002","0.030036999999999998","1.23136","-1.5695099999999998E-05","-7.1060000000000001E-05"
"2.09684","0.50461999999999996","0.00079714","0.050481999999999999","2.20852","5.8582000000000003E-05","0.00011072999999999999"
"2.20684","0.31467000000000001","0.0033895100000000001","0.033307000000000003","1.4569799999999999","0.0002475","0.00068590000000000003"
"2.31684","0.050396000000000003","0.0045964000000000005","0.010722500000000001","0.27153999999999995","0.00034414999999999999","0.0016413999999999999"
"2.42784","-0.016386999999999999","0.0036117000000000002","0.0065973999999999998","-0.044778999999999999","0.00028824999999999999","0.0034291"
"2.53784","0.0014800000000000004","0.0052604099999999992","0.0074754999999999995","0.0106725","0.00031200900000000003","0.0054206399999999991"
"2.64784","0.014435999999999999","0.011948499999999999","0.014543","0.054847","0.00050237999999999997","0.0066385000000000003"
"2.75884","0.016601000000000001","0.0170212","0.032687999999999995","0.073068999999999995","0.00077021999999999995","0.0066877000000000004"
"2.86884","0.014860000000000002","0.018519900000000002","0.047285000000000001","0.18984000000000001","0.0010762499999999999","0.0055528999999999995"
"2.97884","0.012668","0.023819399999999998","0.047886999999999999","0.62060399999999993","0.00120213","0.0055230000000000001"
"3.08884","0.010945","0.027708999999999998","0.038224000000000001","1.1944699999999999","0.00087120999999999997","0.0066020000000000002"
"3.19984","0.010488000000000001","0.022202","0.027195999999999998","1.3199999999999998","0.00052101999999999997","0.006509"
"3.30984","0.010506000000000001","0.013551000000000001","0.020086","0.88863000000000003","0.00057532999999999998","0.0057249999999999992"
"3.41984","0.011429","0.010378","0.021763000000000001","0.41727400000000003","0.00093198999999999995","0.0063287999999999999"
"3.53084","0.015503000000000001","0.011893000000000001","0.038280999999999996","0.25619999999999998","0.0013301300000000001","0.0090829999999999991"
"3.64084","0.021714000000000001","0.015316","0.057248000000000007","0.34939200000000004","0.0016148999999999998","0.013613"
"3.75084","0.027291999999999997","0.019747000000000001","0.066600999999999994","0.48087399999999997","0.0021219999999999998","0.017667000000000002"
"3.86184","0.030209","0.026668000000000001","0.07017000000000001","0.42989100000000002","0.0028815999999999998","0.019203000000000001"
"3.97184","0.031194","0.035450000000000002","0.060009999999999994","0.217061","0.0035829","0.022542"
