"energy_relative_to_EF_eV","Al51_d_total_down","Al51_d_total_up","Co16_d_total_down","Co16_d_total_up","Co21_d_total_down","Co21_d_total_up","Co23_d_total_down","Co23_d_total_up"
"-2.90727000","0.00000000","0.00000000","0.08733000","0.04021000","0.63690000","0.06895000","0.07361000","0.48975000"
"-2.85714000","0.00000000","0.00000000","0.27413000","0.02353000","0.85721000","0.06625000","0.07587000","0.50638000"
"-2.80702000","0.00000000","0.00000000","0.78767000","0.02521000","0.89053000","0.04590000","0.08276000","0.41601000"
"-2.75689000","0.00000000","0.00000000","1.36138000","0.02759000","0.62198000","0.03273000","0.10774000","0.31182000"
"-2.70677000","0.00000000","0.00000000","0.96489000","0.02567000","0.43696000","0.03081000","0.14727000","0.30012000"
"-2.65664000","0.00000000","0.00000000","0.23882000","0.02086000","0.33340000","0.03097000","0.17856000","0.32759000"
"-2.60652000","0.00000000","0.00000000","0.06578000","0.02188000","0.26261000","0.02615000","0.17119000","0.29425000"
"-2.55639000","0.00000000","0.00000000","0.02720000","0.02527000","0.26270000","0.02618000","0.14168000","0.27000000"
"-2.50627000","0.00000000","0.00000000","0.01540000","0.02610000","0.19896000","0.04283000","0.11468000","0.37416000"
"-2.45614000","0.00000000","0.00000000","0.02113000","0.02366000","0.15073000","0.05166000","0.09974000","0.27066000"
"-2.40602000","0.00000000","0.00000000","0.03581000","0.02560000","0.13614000","0.04029000","0.11407000","0.15145000"
"-2.35589000","0.00000000","0.00000000","0.08537000","0.03736000","0.13397000","0.03673000","0.11037000","0.18519000"
"-2.30576000","0.00000000","0.00000000","0.24025000","0.06124000","0.22174000","0.03778000","0.12026000","0.21985000"
"-2.25564000","0.00000000","0.00000000","0.40864000","0.07058000","0.29213000","0.03059000","0.13311000","0.22228000"
"-2.20551000","0.00000000","0.00000000","0.40193000","0.05933000","0.28034000","0.02665000","0.11826000","0.20139000"
"-2.15539000","0.00000000","0.00000000","0.42072000","0.05581000","0.32922000","0.02863000","0.09854000","0.16423000"
"-2.10526000","0.00000000","0.00000000","0.53397000","0.06255000","0.48774000","0.02957000","0.08287000","0.12388000"
"-2.05514000","0.00000000","0.00000000","0.84375000","0.09467000","0.67697000","0.03345000","0.06320000","0.10837000"
"-2.00501000","0.00000000","0.00000000","0.80593000","0.08166000","0.54351000","0.04269000","0.06055000","0.10087000"
"-1.95489000","0.00000000","0.00000000","0.40386000","0.05120000","0.25675000","0.05902000","0.08465000","0.10040000"
"-1.90476000","0.00000000","0.00000000","0.18364000","0.04843000","0.12570000","0.07406000","0.10836000","0.12078000"
"-1.85464000","0.00000000","0.00000000","0.12965000","0.04659000","0.06511000","0.08728000","0.09461000","0.14327000"
"-1.80451000","0.00000000","0.00000000","0.10898000","0.03812000","0.02488000","0.10203000","0.06141000","0.15188000"
"-1.75439000","0.00000000","0.00000000","0.06006000","0.02816000","0.01773000","0.11185000","0.03786000","0.20093000"
"-1.70426000","0.00000000","0.00000000","0.06761000","0.03013000","0.03604000","0.10321000","0.03155000","0.24881000"
"-1.65414000","0.00000000","0.00000000","0.04582000","0.03418000","0.03786000","0.09736000","0.02618000","0.23454000"
"-1.60401000","0.00000000","0.00000000","0.00807000","0.06977000","0.01781000","0.07736000","0.02613000","0.18953000"
"-1.55388000","0.00000000","0.00000000","0.00257000","0.15536000","0.01842000","0.05114000","0.04605000","0.16678000"
"-1.50376000","0.00000000","0.00000000","0.00204000","0.16195000","0.02157000","0.04171000","0.05036000","0.21529000"
"-1.45363000","0.00000000","0.00000000","0.00187000","0.14238000","0.00821000","0.04221000","0.01782000","0.32262000"
"-1.40351000","0.00000000","0.00000000","0.00233000","0.10470000","0.00224000","0.03761000","0.00942000","0.36354000"
"-1.35338000","0.00000000","0.00000000","0.00643000","0.03742000","0.00728000","0.03483000","0.04255000","0.25851000"
"-1.30326000","0.00000000","0.00000000","0.01481000","0.00876000","0.01785000","0.03931000","0.10047000","0.18441000"
"-1.25313000","0.00000000","0.00000000","0.05879000","0.00404000","0.05808000","0.05005000","0.14743000","0.19093000"
"-1.20301000","0.00000000","0.00000000","0.35234000","0.00437000","0.12350000","0.06152000","0.23545000","0.21983000"
"-1.15288000","0.00000000","0.00000000","0.81742000","0.00403000","0.10258000","0.05275000","0.26632000","0.22706000"
"-1.10276000","0.00000000","0.00000000","0.52736000","0.00390000","0.06654000","0.03703000","0.24720000","0.25114000"
"-1.05263000","0.00000000","0.00000000","0.11832000","0.00329000","0.12852000","0.03653000","0.29131000","0.31909000"
"-1.00251000","0.00000000","0.00000000","0.01446000","0.00463000","0.24323000","0.03092000","0.31201000","0.31696000"
"-0.95238000","0.00000000","0.00000000","0.00123000","0.00892000","0.26156000","0.02494000","0.27549000","0.33388000"
"-0.90226000","0.00000000","0.00000000","0.00062000","0.01476000","0.15861000","0.04433000","0.29035000","0.36460000"
"-0.85213000","0.00000000","0.00000000","0.00087000","0.02070000","0.08579000","0.10574000","0.37804000","0.35783000"
"-0.80201000","0.00000000","0.00000000","0.00044000","0.01734000","0.06230000","0.13221000","0.57022000","0.31183000"
"-0.75188000","0.00000000","0.00000000","0.00013000","0.08028000","0.04767000","0.10326000","0.44778000","0.36725000"
"-0.70175000","0.00000000","0.00000000","0.00008000","0.48819000","0.02296000","0.07319000","0.14822000","0.41287000"
"-0.65163000","0.00000000","0.00000000","0.00002000","0.64225000","0.00992000","0.04937000","0.04999000","0.35643000"
"-0.60150000","0.00000000","0.00000000","0.00001000","0.19345000","0.00553000","0.05375000","0.09593000","0.27602000"
"-0.55138000","0.00000000","0.00000000","0.00008000","0.34410000","0.00378000","0.05487000","0.19039000","0.21380000"
"-0.50125000","0.00000000","0.00000000","0.00014000","1.12987000","0.00134000","0.04809000","0.09870000","0.21212000"
"-0.45113000","0.00000000","0.00000000","0.00006000","1.39741000","0.00698000","0.04216000","0.01554000","0.20934000"
"-0.40100000","0.00000000","0.00000000","0.00000000","0.66614000","0.01961000","0.04361000","0.01511000","0.25038000"
"-0.35088000","0.00000000","0.00000000","0.00000000","0.10050000","0.01012000","0.08119000","0.00770000","0.25355000"
"-0.30075000","0.00000000","0.00000000","0.00000000","0.02251000","0.00092000","0.24683000","0.00070000","0.20338000"
"-0.25063000","0.00000000","0.00000000","0.00000000","0.01792000","0.00002000","0.54909000","0.00001000","0.23299000"
"-0.20050000","0.00000000","0.00000000","0.00008000","0.00539000","0.00000000","0.49705000","0.00000000","0.25348000"
"-0.15038000","0.00000000","0.00000000","0.00465000","0.00200000","0.00000000","0.24899000","0.00000000","0.33633000"
"-0.10025000","0.00000000","0.00000000","0.04474000","0.00126000","0.00000000","0.18900000","0.00000000","0.38198000"
"-0.05013000","0.00000000","0.00000000","0.07662000","0.00118000","0.00000000","0.36039000","0.00004000","0.23104000"
"0.00000000","0.00000000","0.00000000","0.02417000","0.00057000","0.00000000","0.85552000","0.00012000","0.10150000"
"0.05013000","0.00000000","0.00000000","0.00146000","0.00034000","0.00000000","1.12821000","0.00005000","0.04559000"
"0.10025000","0.00000000","0.00000000","0.00002000","0.00012000","0.00000000","0.44737000","0.00000000","0.02189000"
"0.15038000","0.00000000","0.00000000","0.00000000","0.00001000","0.00000000","0.04607000","0.00000000","0.00870000"
"0.20050000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00187000","0.00000000","0.00126000"
"0.25063000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00003000","0.00000000","0.00004000"
"0.30075000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"0.35088000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00007000"
"0.40100000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00014000","0.00000000","0.00249000"
"0.45113000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00099000","0.00000000","0.02083000"
"0.50125000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00238000","0.00000000","0.06328000"
"0.55138000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00312000","0.00000000","0.08604000"
"0.60150000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00144000","0.00000000","0.03276000"
"0.65163000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00014000","0.00000000","0.00254000"
"0.70175000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00003000"
"0.75188000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"0.80201000","0.00000000","0.00000000","0.00000000","0.00000000","0.00002000","0.00000000","0.00000000","0.00000000"
"0.85213000","0.00000000","0.00000000","0.00000000","0.00000000","0.00012000","0.00000000","0.00001000","0.00000000"
"0.90226000","0.00000000","0.00000000","0.00000000","0.00000000","0.00014000","0.00000000","0.00002000","0.00000000"
"0.95238000","0.00000000","0.00000000","0.00000000","0.00000000","0.00003000","0.00000000","0.00000000","0.00000000"
"1.00251000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00001000","0.00000000"
"1.05263000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00001000","0.00000000"
"1.10276000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"1.15288000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"1.20301000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"1.25313000","0.00000000","0.00000000","0.00000000","0.00000000","0.00001000","0.00000000","0.00000000","0.00000000"
"1.30326000","0.00000000","0.00000000","0.00000000","0.00000000","0.00019000","0.00000000","0.00002000","0.00000000"
"1.35338000","0.00000000","0.00000000","0.00020000","0.00000000","0.00071000","0.00000000","0.00006000","0.00000000"
"1.40351000","0.00000000","0.00000000","0.02628000","0.00000000","0.00151000","0.00000000","0.00030000","0.00000000"
"1.45363000","0.00000000","0.00000000","0.53650000","0.00000000","0.05170000","0.00000000","0.00296000","0.00000000"
"1.50376000","0.00000000","0.00000000","1.87223000","0.00000000","0.93507000","0.00000000","0.01313000","0.00000000"
"1.55388000","0.00000000","0.00000000","1.20059000","0.00000000","3.49181000","0.00000000","0.03372000","0.00000000"
"1.60401000","0.00000000","0.00000000","0.73585000","0.00000000","4.45930000","0.00000000","0.03382000","0.00000000"
"1.65414000","0.00000000","0.00000000","4.13676000","0.00000000","4.27709000","0.00000000","0.02600000","0.00000000"
"1.70426000","0.00000000","0.00000000","5.15883000","0.00000000","1.26180000","0.00000000","0.00757000","0.00000000"
"1.75439000","0.00000000","0.00000000","1.33872000","0.00000000","0.06978000","0.00000000","0.00046000","0.00000000"
"1.80451000","0.00000000","0.00000000","0.15189000","0.00000000","0.00134000","0.00000000","0.00000000","0.00000000"
"1.85464000","0.00000000","0.00000000","0.02790000","0.00000000","0.06539000","0.00000000","0.00028000","0.00000000"
"1.90476000","0.00000000","0.00000000","0.16996000","0.00000000","1.39245000","0.00000000","0.00608000","0.00000000"
"1.95489000","0.00000000","0.00000000","2.27483000","0.00000000","5.18567000","0.00000000","0.02443000","0.00000000"
"2.00501000","0.00000000","0.00000000","5.76391000","0.00000000","3.92668000","0.00000000","0.02782000","0.00000000"
"2.05514000","0.00000000","0.00000000","2.70081000","0.00001000","0.87214000","0.00000000","0.03729000","0.00000000"
"2.10526000","0.00000000","0.00000000","0.30761000","0.00008000","0.14035000","0.00000000","0.06273000","0.00000000"
"2.15539000","0.00000000","0.00000000","0.06180000","0.00013000","0.03216000","0.00000000","0.02723000","0.00000000"
"2.20551000","0.00000000","0.00000000","0.03580000","0.00004000","0.00262000","0.00000000","0.00237000","0.00000000"
"2.25564000","0.00000000","0.00000000","0.04522000","0.00000000","0.00005000","0.00000000","0.00005000","0.00000000"
"2.30576000","0.00000000","0.00000000","0.05137000","0.00003000","0.00000000","0.00000000","0.00000000","0.00000000"
"2.35589000","0.00000000","0.00000000","0.02380000","0.00016000","0.00000000","0.00000000","0.00000000","0.00000000"
"2.40602000","0.00000000","0.00000000","0.02851000","0.00025000","0.00000000","0.00000000","0.00000000","0.00000000"
"2.45614000","0.00000000","0.00000000","0.07601000","0.00014000","0.00000000","0.00000000","0.00000000","0.00000000"
"2.50627000","0.00000000","0.00000000","0.05988000","0.00002000","0.00000000","0.00000000","0.00000000","0.00000000"
"2.55639000","0.00000000","0.00000000","0.03341000","0.00005000","0.00000000","0.00000000","0.00004000","0.00000000"
"2.60652000","0.00000000","0.00000000","0.03492000","0.00036000","0.00031000","0.00000000","0.00088000","0.00000000"
"2.65664000","0.00000000","0.00000000","0.05658000","0.00048000","0.00178000","0.00000000","0.00322000","0.00000000"
"2.70677000","0.00000000","0.00000000","0.12759000","0.00022000","0.00466000","0.00000000","0.00237000","0.00000000"
"2.75689000","0.00000000","0.00000000","0.11581000","0.00017000","0.00946000","0.00000000","0.00054000","0.00000000"
"2.80702000","0.00000000","0.00000000","0.11717000","0.00018000","0.00557000","0.00000000","0.00013000","0.00000000"
"2.85714000","0.00000000","0.00000000","0.25215000","0.00046000","0.06647000","0.00000000","0.00006000","0.00000000"
"2.90727000","0.00000000","0.00000000","0.27874000","0.00065000","1.46197000","0.00001000","0.00105000","0.00001000"
"2.95739000","0.00000000","0.00000000","0.20942000","0.00055000","5.54486000","0.00001000","0.00428000","0.00003000"
"3.00752000","0.00000000","0.00000000","0.69855000","0.00053000","3.84870000","0.00001000","0.00467000","0.00003000"
"3.05764000","0.00000000","0.00000000","1.58947000","0.00050000","0.55075000","0.00001000","0.00588000","0.00000000"
"3.10777000","0.00000000","0.00000000","1.48098000","0.00025000","0.08521000","0.00000000","0.00515000","0.00000000"
"3.15789000","0.00000000","0.00000000","1.21407000","0.00012000","0.01856000","0.00001000","0.00149000","0.00003000"
"3.20802000","0.00000000","0.00000000","0.93385000","0.00009000","0.00209000","0.00004000","0.01083000","0.00014000"
"3.25815000","0.00000000","0.00000000","0.55553000","0.00018000","0.00813000","0.00007000","0.15389000","0.00017000"
"3.30827000","0.00000000","0.00000000","0.65295000","0.00049000","0.03486000","0.00005000","0.71533000","0.00007000"
"3.35840000","0.00000000","0.00000000","0.65890000","0.00048000","0.07748000","0.00007000","1.53990000","0.00007000"
"3.40852000","0.00000000","0.00000000","0.24957000","0.00035000","0.10934000","0.00008000","1.68099000","0.00016000"
"3.45865000","0.00000000","0.00000000","0.15904000","0.00042000","0.10286000","0.00006000","1.27062000","0.00016000"
"3.50877000","0.00000000","0.00000000","0.23018000","0.00055000","0.06877000","0.00004000","1.50281000","0.00012000"
"3.55890000","0.00000000","0.00000000","0.22004000","0.00054000","0.04685000","0.00010000","1.63118000","0.00017000"
"3.60902000","0.00000000","0.00000000","0.39843000","0.00052000","0.03099000","0.00025000","2.07768000","0.00048000"
"3.65915000","0.00000000","0.00000000","0.60679000","0.00054000","0.02233000","0.00025000","2.25513000","0.00065000"
"3.70927000","0.00000000","0.00000000","0.48859000","0.00056000","0.02826000","0.00020000","1.75160000","0.00073000"
"3.75940000","0.00000000","0.00000000","0.53722000","0.00100000","0.03104000","0.00015000","1.66696000","0.00055000"
"3.80952000","0.00000000","0.00000000","0.42288000","0.00159000","0.02187000","0.00010000","1.27040000","0.00029000"
"3.85965000","0.00000000","0.00000000","0.16501000","0.00126000","0.01570000","0.00012000","1.02819000","0.00012000"
"3.90977000","0.00000000","0.00000000","0.10760000","0.00063000","0.01262000","0.00017000","0.61286000","0.00023000"
"3.95990000","0.00000000","0.00000000","0.08460000","0.00072000","0.01229000","0.00015000","0.22503000","0.00043000"
"4.01003000","0.00000000","0.00000000","0.05723000","0.00115000","0.01212000","0.00018000","0.22805000","0.00040000"
"4.06015000","0.00000000","0.00000000","0.06619000","0.00096000","0.01415000","0.00021000","0.29225000","0.00039000"
"4.11028000","0.00000000","0.00000000","0.05730000","0.00070000","0.01979000","0.00022000","0.51320000","0.00050000"
"4.16040000","0.00000000","0.00000000","0.03940000","0.00076000","0.02619000","0.00029000","0.62860000","0.00053000"
"4.21053000","0.00000000","0.00000000","0.03509000","0.00068000","0.03431000","0.00025000","0.79315000","0.00056000"
"4.26065000","0.00000000","0.00000000","0.04166000","0.00054000","0.03983000","0.00019000","0.97739000","0.00057000"
"4.31078000","0.00000000","0.00000000","0.04170000","0.00088000","0.03898000","0.00031000","1.07900000","0.00047000"
"4.36090000","0.00000000","0.00000000","0.03261000","0.00124000","0.04503000","0.00053000","1.25668000","0.00066000"
"4.41103000","0.00000000","0.00000000","0.02516000","0.00150000","0.04873000","0.00034000","1.33452000","0.00060000"
"4.46115000","0.00000000","0.00000000","0.02976000","0.00195000","0.04267000","0.00020000","1.41504000","0.00029000"
"4.51128000","0.00000000","0.00000000","0.03942000","0.00203000","0.04321000","0.00051000","1.98560000","0.00033000"
"4.56140000","0.00000000","0.00000000","0.04767000","0.00171000","0.05159000","0.00090000","2.84455000","0.00052000"
"4.61153000","0.00000000","0.00000000","0.03909000","0.00173000","0.04258000","0.00130000","2.67862000","0.00059000"
"4.66165000","0.00000000","0.00000000","0.03094000","0.00174000","0.04170000","0.00137000","2.12105000","0.00048000"
"4.71178000","0.00000000","0.00000000","0.03719000","0.00178000","0.05514000","0.00070000","3.13384000","0.00034000"
"4.76190000","0.00000000","0.00000000","0.04198000","0.00125000","0.05187000","0.00047000","3.92105000","0.00028000"
"4.81203000","0.00000000","0.00000000","0.03053000","0.00121000","0.03687000","0.00049000","2.71534000","0.00039000"
"4.86216000","0.00000000","0.00000000","0.02441000","0.00156000","0.03285000","0.00067000","1.03603000","0.00076000"
"4.91228000","0.00000000","0.00000000","0.02206000","0.00213000","0.02827000","0.00093000","0.44251000","0.00076000"
"4.96241000","0.00000000","0.00000000","0.02458000","0.00258000","0.01117000","0.00084000","0.19504000","0.00047000"
"5.01253000","0.00000000","0.00000000","0.02678000","0.00250000","0.00865000","0.00082000","0.09802000","0.00034000"
