"energy_relative_to_EF_eV","O258_p_total_down","O258_p_total_up","O259_p_total_down","O259_p_total_up","O294_p_total_down","O294_p_total_up"
"-4.16040000","0.36531000","0.22270000","0.28306000","0.15862000","0.02953000","0.20933000"
"-4.11028000","0.24683000","0.25936000","0.26600000","0.20072000","0.03034000","0.15326000"
"-4.06015000","0.36879000","0.25465000","0.21999000","0.24306000","0.06707000","0.18946000"
"-4.01003000","1.20317000","0.31358000","0.40755000","0.27097000","0.29831000","0.20705000"
"-3.95990000","1.72031000","0.33300000","0.55924000","0.33720000","0.43635000","0.14626000"
"-3.90977000","1.24837000","0.29173000","0.48538000","0.42265000","0.43067000","0.10255000"
"-3.85965000","1.10988000","0.21527000","0.43316000","0.38817000","0.49565000","0.07215000"
"-3.80952000","0.92297000","0.16577000","0.28488000","0.32187000","0.43109000","0.07101000"
"-3.75940000","0.70981000","0.14556000","0.17420000","0.22475000","0.40792000","0.06924000"
"-3.70927000","0.61953000","0.10270000","0.18193000","0.09755000","0.47308000","0.04129000"
"-3.65915000","0.58560000","0.13053000","0.19848000","0.06587000","0.66564000","0.03718000"
"-3.60902000","0.53181000","0.28157000","0.22334000","0.14852000","0.59559000","0.09276000"
"-3.55890000","0.38735000","0.40947000","0.21489000","0.25661000","0.55927000","0.13708000"
"-3.50877000","0.37517000","0.58850000","0.19026000","0.38730000","0.84309000","0.22689000"
"-3.45865000","0.42853000","0.80064000","0.21994000","0.47783000","0.75469000","0.37395000"
"-3.40852000","0.56884000","0.92993000","0.34449000","0.58030000","0.43003000","0.41486000"
"-3.35840000","0.48584000","0.84435000","0.40760000","0.62512000","0.18356000","0.37119000"
"-3.30827000","0.33390000","0.64534000","0.48117000","0.51589000","0.14913000","0.29307000"
"-3.25815000","0.35668000","0.47403000","0.60939000","0.39948000","0.13259000","0.24509000"
"-3.20802000","0.49067000","0.30969000","1.01307000","0.32257000","0.12961000","0.20599000"
"-3.15789000","0.62719000","0.24598000","1.43107000","0.34378000","0.15929000","0.17760000"
"-3.10777000","0.61485000","0.37022000","1.46527000","0.44843000","0.15382000","0.16517000"
"-3.05764000","0.46976000","0.51917000","1.04937000","0.57228000","0.13503000","0.28656000"
"-3.00752000","0.43789000","0.50523000","0.92131000","0.54417000","0.21278000","0.48269000"
"-2.95739000","0.62258000","0.44111000","1.00369000","0.43955000","0.38196000","0.60594000"
"-2.90727000","0.77298000","0.46755000","0.97935000","0.46748000","0.65367000","0.60971000"
"-2.85714000","0.62323000","0.53811000","0.83655000","0.62757000","0.97098000","0.56854000"
"-2.80702000","0.42712000","0.41585000","0.82332000","0.61708000","0.94160000","0.43294000"
"-2.75689000","0.38491000","0.29115000","1.18633000","0.45471000","0.69284000","0.33879000"
"-2.70677000","0.39906000","0.29247000","1.77392000","0.32431000","0.56565000","0.32940000"
"-2.65664000","0.53466000","0.33451000","1.60470000","0.28101000","0.45136000","0.30202000"
"-2.60652000","0.72219000","0.32906000","0.98598000","0.23697000","0.34916000","0.24074000"
"-2.55639000","0.77253000","0.27956000","0.71016000","0.22976000","0.36447000","0.28717000"
"-2.50627000","0.68660000","0.23524000","0.76285000","0.29217000","0.35561000","0.40801000"
"-2.45614000","0.56418000","0.16366000","0.67051000","0.31912000","0.34687000","0.47594000"
"-2.40602000","0.46164000","0.19185000","0.77689000","0.27622000","0.38695000","0.38720000"
"-2.35589000","0.44871000","0.29149000","0.67863000","0.25585000","0.45193000","0.30946000"
"-2.30576000","0.59081000","0.33041000","0.53911000","0.24408000","0.66439000","0.30438000"
"-2.25564000","0.60845000","0.30203000","0.70108000","0.28546000","0.77735000","0.26813000"
"-2.20551000","0.54440000","0.26326000","0.64107000","0.29203000","0.64177000","0.20227000"
"-2.15539000","0.45007000","0.29326000","0.39792000","0.27665000","0.76933000","0.19491000"
"-2.10526000","0.33500000","0.35151000","0.33454000","0.35036000","1.06079000","0.26855000"
"-2.05514000","0.31596000","0.30173000","0.37916000","0.47184000","1.32372000","0.37285000"
"-2.00501000","0.32999000","0.18954000","0.43235000","0.42696000","1.17441000","0.48780000"
"-1.95489000","0.27471000","0.17304000","0.52961000","0.33139000","0.93226000","0.72120000"
"-1.90476000","0.18224000","0.23450000","0.72592000","0.30588000","0.90294000","0.94579000"
"-1.85464000","0.09859000","0.22247000","0.59168000","0.35870000","0.68616000","1.14713000"
"-1.80451000","0.05355000","0.18008000","0.26942000","0.48032000","0.33761000","1.52371000"
"-1.75439000","0.09787000","0.23238000","0.20698000","0.51699000","0.47190000","1.90903000"
"-1.70426000","0.23720000","0.29372000","0.20001000","0.42917000","1.18728000","1.71089000"
"-1.65414000","0.27748000","0.36178000","0.13971000","0.45450000","1.31032000","1.01895000"
"-1.60401000","0.16358000","0.32117000","0.18723000","0.43616000","0.59007000","0.59469000"
"-1.55388000","0.12749000","0.31709000","0.30742000","0.51465000","0.23183000","0.37442000"
"-1.50376000","0.09993000","0.42756000","0.30224000","0.74675000","0.12991000","0.26277000"
"-1.45363000","0.04683000","0.47244000","0.12700000","0.95170000","0.05580000","0.29049000"
"-1.40351000","0.01010000","0.47618000","0.03223000","0.78604000","0.01370000","0.30818000"
"-1.35338000","0.00939000","0.43019000","0.04967000","0.44420000","0.01665000","0.28467000"
"-1.30326000","0.02084000","0.36744000","0.05374000","0.27681000","0.02433000","0.27616000"
"-1.25313000","0.03995000","0.32640000","0.05119000","0.21123000","0.04959000","0.28772000"
"-1.20301000","0.07857000","0.33953000","0.10345000","0.21838000","0.09649000","0.26823000"
"-1.15288000","0.08019000","0.31781000","0.12990000","0.26740000","0.08642000","0.20993000"
"-1.10276000","0.08117000","0.29776000","0.14316000","0.33776000","0.07304000","0.17792000"
"-1.05263000","0.17877000","0.29438000","0.26664000","0.32639000","0.15742000","0.22843000"
"-1.00251000","0.35761000","0.28570000","0.38379000","0.27000000","0.26737000","0.18936000"
"-0.95238000","0.47903000","0.27188000","0.34074000","0.29332000","0.31728000","0.14222000"
"-0.90226000","0.46579000","0.29543000","0.25599000","0.36961000","0.26208000","0.23537000"
"-0.85213000","0.39819000","0.25354000","0.20667000","0.35307000","0.22955000","0.49494000"
"-0.80201000","0.38077000","0.22121000","0.19275000","0.32248000","0.21898000","0.54073000"
"-0.75188000","0.30817000","0.29589000","0.21847000","0.38490000","0.16734000","0.31516000"
"-0.70175000","0.12878000","0.38590000","0.26797000","0.38595000","0.07009000","0.16357000"
"-0.65163000","0.04571000","0.36185000","0.21180000","0.33671000","0.02104000","0.11101000"
"-0.60150000","0.01626000","0.30439000","0.24355000","0.32261000","0.01181000","0.13358000"
"-0.55138000","0.01082000","0.23762000","0.37272000","0.26631000","0.01057000","0.16819000"
"-0.50125000","0.00561000","0.21968000","0.18242000","0.27229000","0.06568000","0.17685000"
"-0.45113000","0.02984000","0.19915000","0.01998000","0.32606000","1.02414000","0.14678000"
"-0.40100000","0.08351000","0.20654000","0.00363000","0.39121000","2.89615000","0.12299000"
"-0.35088000","0.04312000","0.24220000","0.00171000","0.42835000","1.49554000","0.13397000"
"-0.30075000","0.00393000","0.42926000","0.00015000","0.37788000","0.13626000","0.23850000"
"-0.25063000","0.00007000","0.79386000","0.00000000","0.42219000","0.00202000","0.47313000"
"-0.20050000","0.00000000","0.75269000","0.00000000","0.60660000","0.00000000","0.45328000"
"-0.15038000","0.00000000","0.49968000","0.00000000","1.00278000","0.00000000","0.32147000"
"-0.10025000","0.00000000","0.37730000","0.00000000","1.12084000","0.00000000","0.44947000"
"-0.05013000","0.00001000","0.27998000","0.00005000","0.65283000","0.00001000","1.34893000"
"0.00000000","0.00002000","0.19787000","0.00014000","0.23011000","0.00002000","2.73940000"
"0.05013000","0.00001000","0.09582000","0.00008000","0.05374000","0.00001000","2.88464000"
"0.10025000","0.00000000","0.03607000","0.00001000","0.01182000","0.00000000","1.05475000"
