"energy_eV_rel_EF","Coact-Oads_21_348_down","Coact-Oads_21_348_up","Coact-Obridge_21_259_down","Coact-Obridge_21_259_up","neighbor-Obridge_23_259_down","neighbor-Obridge_23_259_up"
"-9.87469","-0","-0","-0","-0","-0","-0"
"-9.82456","-0","-0","-0","-0","-0","-0"
"-9.77444","-0","-0","-0","-0","-0","-0"
"-9.72431","-0","-0","-0","-0","-0","-0"
"-9.67419","-0","-0","-0","-0","-0","-0"
"-9.62406","-0","-0","-0","-0","-0","-0"
"-9.57393","-0","-0","-0","-0","-0","-0"
"-9.52381","-0","-0","-0","-0","-0","-0"
"-9.47368","-0","-0","-0","-0","-0","-0"
"-9.42356","-0","-0","-0","-0","-0","-0"
"-9.37343","-0","-0","-0","-0","-0","-0"
"-9.32331","-0","-0","-0","-0","-0","-0"
"-9.27318","-0","-0","-0","-0","-0","-0"
"-9.22306","-0","-0","-0","-0","-0","-0"
"-9.17293","-0","-0","-0","-0","-0","-0"
"-9.12281","-0","-0","-0","-0","-0","-0"
"-9.07268","-0","-0","-0","-0","-0","-0"
"-9.02256","-0","-0","-0","-0","-0","-0"
"-8.97243","-0","-0","-0","-0","-0","-0"
"-8.92231","-0","-0","-0","-0","-0","-0"
"-8.87218","-0","-0","-0","-0","-0","-0"
"-8.82206","-0","-0","-0","-0","-0","-0"
"-8.77193","-0","-0","-0","-0","-0","-0"
"-8.72180","-0","-0","-0","-0","-0","-0"
"-8.67168","-0","-0","-0","-0","-0","-0"
"-8.62155","-0","-0","-0","-0","-0","-0"
"-8.57143","-0","-0","-0","-0","-0","-0"
"-8.52130","-0","-0","-0","-0","-0","-0"
"-8.47118","-0","-0","-0","-0","-0","-0"
"-8.42105","-0","-0","-0","-0","-0","-0"
"-8.37093","-0","-0","-0","-0","-0","-0"
"-8.32080","-0","-0","-0","-0","-0","-0"
"-8.27068","-0","-0","-0","-0","-0","-0"
"-8.22055","-0","0","-0","-0","-0","-0"
"-8.17043","0","0","-0","-0","-0","-0"
"-8.12030","0","0","-0","-0","-0","-0"
"-8.07018","1e-05","0","-0","-0","-0","-0"
"-8.02005","0.0011","0.00038","-0","-0","-0","-0"
"-7.96992","0.03157","0.01086","0","0","0","0"
"-7.91980","0.18832","0.06479","0","0","0","0"
"-7.86967","0.33491","0.11345","0","0","0","0"
"-7.81955","0.43738","0.14288","0.00014","4e-05","2e-05","0"
"-7.76942","0.41699","0.1328","0.00831","0.00263","0.00146","5e-05"
"-7.71930","0.37881","0.11594","0.0953","0.03022","0.01655","0.00059"
"-7.66917","0.46667","0.13477","0.26569","0.08383","0.04507","0.0016"
"-7.61905","0.52538","0.15891","0.368","0.11209","0.0576","0.00197"
"-7.56892","0.46732","0.14762","0.42745","0.12666","0.06132","0.00195"
"-7.51880","0.4459","0.13965","0.32549","0.0948","0.04037","0.00114"
"-7.46867","0.39271","0.12071","0.32524","0.08538","0.03423","0.0011"
"-7.41855","0.38631","0.10055","0.40311","0.10794","0.04841","0.00191"
"-7.36842","0.36775","0.12002","0.3669","0.10333","0.04787","0.00193"
"-7.31830","0.42803","0.16894","0.37461","0.10168","0.0426","0.00275"
"-7.26817","0.34888","0.12794","0.3272","0.09978","0.04759","0.00405"
"-7.21805","0.57006","0.19762","0.23225","0.06655","0.03957","0.00437"
"-7.16792","1.15084","0.44286","0.41888","0.10413","0.06029","0.00874"
"-7.11779","1.51426","0.59893","0.44036","0.11997","0.05754","0.01181"
"-7.06767","1.11823","0.42697","0.25697","0.07916","0.03347","0.01059"
"-7.01754","0.68428","0.23281","0.20745","0.07104","0.03717","0.01455"
"-6.96742","0.57175","0.18585","0.33331","0.13207","0.06851","0.02694"
"-6.91729","0.4854","0.18377","0.34831","0.13123","0.06473","0.02936"
"-6.86717","0.51951","0.1908","0.29992","0.08791","0.05006","0.04369"
"-6.81704","0.63753","0.12275","0.33329","0.09477","0.10286","0.15267"
"-6.76692","0.88595","0.14486","0.5056","0.12971","0.13909","0.30146"
"-6.71679","0.91434","0.19703","0.74522","0.18047","0.08127","0.28278"
"-6.66667","0.56445","0.12654","0.83966","0.19889","0.03894","0.17994"
"-6.61654","0.43073","0.0802","0.90928","0.18332","0.07371","0.12457"
"-6.56642","0.29379","0.09161","0.78361","0.14976","0.12606","0.09547"
"-6.51629","0.22369","0.12729","0.5374","0.11859","0.16897","0.10001"
"-6.46617","0.1726","0.10618","0.34045","0.09068","0.2696","0.19156"
"-6.41604","0.19476","0.0938","0.42073","0.042","0.18603","0.17469"
"-6.36591","0.4406","0.19689","0.491","0.02398","0.0624","0.07525"
"-6.31579","0.39661","0.17683","0.43543","0.04684","0.04306","0.03918"
"-6.26566","0.14999","0.04735","0.4272","0.07998","0.05475","0.03871"
"-6.21554","0.07657","0.03106","0.61477","0.12783","0.08098","0.0599"
"-6.16541","0.08745","0.08014","0.6792","0.1937","0.13807","0.08927"
"-6.11529","0.09626","0.08935","0.40951","0.15623","0.33241","0.26535"
"-6.06516","0.083","0.0917","0.39851","0.15566","0.42094","0.35111"
"-6.01504","0.04411","0.06307","0.49066","0.16963","0.17696","0.22985"
"-5.96491","0.00792","0.01383","0.32108","0.12731","0.01086","0.31794"
"-5.91479","0.00295","0.01888","0.19524","0.10505","-0.03239","0.44632"
"-5.86466","0.00483","0.02898","0.35109","0.11343","0.02701","0.24681"
"-5.81454","0.00281","0.01445","0.39099","0.09044","0.06189","0.10214"
"-5.76441","0.00108","0.00645","0.27215","0.06576","0.06515","0.05357"
"-5.71429","0.0042","0.03071","0.17078","0.0434","0.06032","0.02737"
"-5.66416","0.00526","0.06611","0.10269","0.02275","0.04038","0.01172"
"-5.61404","-0.00191","0.20773","0.09854","0.04229","0.04514","0.00218"
"-5.56391","-0.0126","0.68239","0.20969","0.09171","0.07109","0.01184"
"-5.51378","-0.00702","0.83007","0.31831","0.07793","0.04358","0.03213"
"-5.46366","0.0013","0.96529","0.21845","0.03013","0.0128","0.02546"
"-5.41353","-0.00789","1.13034","0.06424","0.00036","0.02651","0.05835"
"-5.36341","-0.00655","0.60822","0.02901","-0.0193","0.06395","0.15065"
"-5.31328","-0.00286","0.25329","0.01016","-0.0111","0.03291","0.0783"
"-5.26316","-0.003","0.2359","0.00089","-0.00104","0.00304","0.00723"
"-5.21303","-0.00093","0.19608","2e-05","3e-05","0.0001","0.00012"
"-5.16291","0.00564","0.09865","0.00028","0.00194","0.00225","0.00043"
"-5.11278","0.0104","0.11203","0.00191","0.0134","0.01525","0.00299"
"-5.06266","0.01045","0.13937","0.00253","0.01736","0.01876","0.00395"
"-5.01253","0.01105","0.12218","0.00076","0.00452","0.00416","0.00104"
"-4.96241","0.01115","0.12836","6e-05","0.00026","0.00014","6e-05"
"-4.91228","0.01055","0.0945","0","0","0","0"
"-4.86216","0.01026","0.02334","0","0","-0","0"
"-4.81203","-0.00142","0.01378","0","0","0","0"
"-4.76190","-0.00488","0.03738","-0","0","0","0"
"-4.71178","0.00683","0.06566","-0","1e-05","1e-05","2e-05"
"-4.66165","0.01934","0.12555","-0.00044","0.00115","0.00123","0.00239"
"-4.61153","0.0407","0.15274","-0.00802","0.02002","0.02249","0.04453"
"-4.56140","0.04173","0.12928","-0.02931","0.06749","0.08855","0.17016"
"-4.51128","0.02699","0.11964","-0.04489","0.05496","0.13904","0.25049"
"-4.46115","0.01957","0.13223","-0.06985","0.02512","0.19139","0.34942"
"-4.41103","0.00923","0.08955","-0.03922","0.02626","0.12455","0.24211"
"-4.36090","0.00285","0.05655","-0.00595","0.0305","0.16733","0.33277"
"-4.31078","-0.00718","0.02023","0.00126","0.04428","0.443","0.84988"
"-4.26065","-0.01419","0.013","5e-05","0.04351","0.40128","0.75169"
"-4.21053","-0.01038","0.03955","0.00183","0.03869","0.20874","0.39951"
"-4.16040","0.00508","0.04938","0.01622","0.13671","0.13531","0.18457"
"-4.11028","0.01614","0.05232","0.02509","0.19513","0.09882","0.10685"
"-4.06015","0.0269","0.0877","0.04167","0.18864","0.20536","0.37444"
"-4.01003","0.04365","0.08767","0.07025","0.34923","0.39062","0.79652"
"-3.95990","0.05444","0.03484","0.04254","0.40011","0.38103","0.70338"
"-3.90977","0.04244","0.00124","0.01933","0.2729","0.26758","0.59886"
"-3.85965","0.03947","0.01461","0.01104","0.19131","0.18716","0.54815"
"-3.80952","0.03402","0.03393","0.00831","0.11773","0.14119","0.32039"
"-3.75940","0.01272","0.03996","0.00979","0.07084","0.13065","0.27503"
"-3.70927","0.00463","0.009","0.01753","0.07941","0.15393","0.30003"
"-3.65915","0.00931","0.01048","0.03438","0.08693","0.14155","0.33749"
"-3.60902","0.02864","0.02884","0.03498","0.12493","0.09693","0.24544"
"-3.55890","0.03723","0.04885","0.0185","0.09009","0.07334","0.14938"
"-3.50877","0.02357","0.06572","0.00641","0.05476","0.06229","0.15055"
"-3.45865","-0.00433","0.07287","-0.00031","0.06732","0.10316","0.14341"
"-3.40852","-0.01241","0.05745","0.0003","0.09296","0.14647","0.13653"
"-3.35840","-0.00292","-0.01884","-0.0002","0.14028","0.09406","0.14615"
"-3.30827","0.00323","-0.00904","-0.00755","0.21937","0.01935","0.15582"
"-3.25815","0.00165","0.04731","-0.00677","0.23285","-0.00285","0.13844"
"-3.20802","0.00083","0.01356","-0.00223","0.24926","-0.00215","0.14945"
"-3.15789","0.00708","-0.07357","-0.00323","0.23713","0.00692","0.14476"
"-3.10777","0.01384","-0.16622","0.00057","0.18197","0.01748","0.13768"
"-3.05764","0.0192","-0.22677","0.00422","0.15613","0.03031","0.05562"
"-3.00752","0.00593","-0.17661","-0.00954","0.20331","0.09945","-0.05117"
"-2.95739","-0.00615","-0.09089","-0.03193","0.18739","0.18047","-0.11928"
"-2.90727","0.01164","-0.07021","-0.03568","0.09593","0.15986","-0.17863"
"-2.85714","0.04002","-0.103","-0.0313","0.08161","0.105","-0.21229"
"-2.80702","0.05811","-0.11486","-0.03157","0.20577","0.09485","-0.16518"
"-2.75689","0.06001","-0.08071","-0.01281","0.36647","0.05688","-0.06663"
"-2.70677","0.05474","-0.0745","0.0011","0.47642","0.04623","-0.0156"
"-2.65664","0.04947","-0.09391","-0.01201","0.34946","0.07775","0.0205"
"-2.60652","0.02281","-0.0989","-0.02107","0.16675","0.16127","0.03884"
"-2.55639","0.01585","-0.09455","-0.02228","0.14426","0.19447","0.03273"
"-2.50627","0.01177","-0.07462","-0.02893","0.20561","0.17049","0.01968"
"-2.45614","0.00686","-0.07402","-0.02379","0.20497","0.10169","-0.01305"
"-2.40602","0.00271","-0.10339","-0.03077","0.18257","0.06411","-0.03203"
"-2.35589","-0.01159","-0.08396","-0.02886","0.12376","0.06829","-0.04324"
"-2.30576","-0.022","-0.05633","-0.01994","0.07035","0.10439","-0.04302"
"-2.25564","-0.02685","-0.0485","-0.01508","0.09551","0.15938","-0.00758"
"-2.20551","-0.02515","-0.05381","-0.00936","0.09853","0.133","0.0237"
"-2.15539","-0.02437","-0.06999","-0.00749","0.08225","0.07123","0.03511"
"-2.10526","-0.02788","-0.09062","-0.00482","0.05973","0.03731","0.04835"
"-2.05514","-0.03407","-0.08885","-0.00373","0.02487","0.024","0.03975"
"-2.00501","-0.05109","-0.08864","-0.00613","-0.00373","0.02737","0.01407"
"-1.95489","-0.03704","-0.06661","-0.01215","0.01615","0.0373","-0.00792"
"-1.90476","-0.01938","-0.05739","-0.02723","0.07798","0.027","-0.0105"
"-1.85464","-0.02154","-0.08173","-0.04267","0.10634","0.00479","-0.00636"
"-1.80451","-0.02454","-0.12289","-0.06374","0.06657","-0.00316","-0.00385"
"-1.75439","-0.0366","-0.14678","-0.06769","0.03278","0.0123","-0.02925"
"-1.70426","-0.03408","-0.09748","-0.02623","0.00199","0.04581","-0.09237"
"-1.65414","-0.02814","-0.07679","-0.00305","-0.01119","0.06501","-0.11996"
"-1.60401","-0.02417","-0.06732","0.00137","-0.00047","0.04186","-0.0646"
"-1.55388","-0.02139","-0.08722","0.00223","0.0235","0.01417","-0.01149"
"-1.50376","-0.02032","-0.16526","0.00347","0.02332","-0.00147","0.00321"
"-1.45363","-0.04038","-0.24564","-0.00309","0.01417","-0.00314","0.00225"
"-1.40351","-0.06636","-0.22338","-0.04131","0.00341","-0.00084","-0.00121"
"-1.35338","-0.04675","-0.14818","-0.08295","-0.00062","-0.00614","-0.00213"
"-1.30326","-0.03255","-0.09652","-0.06982","-0.00322","-0.01109","-0.0139"
"-1.25313","-0.0399","-0.08778","0.00736","-0.03276","-0.00068","-0.09557"
"-1.20301","-0.03595","-0.12476","0.06496","-0.1","-0.02742","-0.14322"
"-1.15288","-0.0299","-0.18292","0.05591","-0.16282","-0.10127","-0.07307"
"-1.10276","-0.03302","-0.20813","0.01297","-0.17584","-0.0719","-0.09055"
"-1.05263","-0.03568","-0.19729","-0.00615","-0.16169","-0.00695","-0.23916"
"-1.00251","-0.03487","-0.19379","-0.00171","-0.16423","-0.07172","-0.36729"
"-0.95238","-0.03744","-0.21632","0.00351","-0.17895","-0.16137","-0.28368"
"-0.90226","-0.04769","-0.24066","0.00979","-0.17323","-0.18248","-0.1749"
"-0.85213","-0.03539","-0.21612","0.01192","-0.16235","-0.20914","-0.12586"
"-0.80201","-0.0251","-0.22128","0.00288","-0.09956","-0.18169","-0.0543"
"-0.75188","-0.02603","-0.22398","-0.0016","-0.04056","-0.10373","-0.0255"
"-0.70175","-0.02217","-0.19229","-0.0016","-0.02318","-0.04345","-0.02092"
"-0.65163","-0.02226","-0.21947","-0.00197","-0.02055","-0.01969","-0.00693"
"-0.60150","-0.01843","-0.1832","-0.00165","-0.02103","-0.0147","-0.00225"
"-0.55138","-0.01582","-0.09586","-0.00067","-0.01364","-0.01014","-0.00208"
"-0.50125","-0.0162","-0.118","-7e-05","-0.00245","-0.00205","-0.00066"
"-0.45113","-0.01604","-0.15454","-1e-05","-0.00023","-0.00014","-4e-05"
"-0.40100","-0.01378","-0.20619","-1e-05","-0.00029","-9e-05","0"
"-0.35088","-0.01579","-0.25689","-0","-0.00011","-3e-05","0"
"-0.30075","-0.02119","-0.262","-0","-1e-05","-0","0"
"-0.25063","-0.01612","-0.21181","0","-0","-0","-0"
"-0.20050","-0.01326","-0.2466","0","-8e-05","-0.00026","-0.00033"
"-0.15038","-0.0115","-0.4397","1e-05","-0.00129","-0.00404","-0.00511"
"-0.10025","-0.00905","-0.56481","3e-05","-0.00346","-0.01087","-0.01376"
"-0.05013","-0.00532","-0.40448","-4e-05","-0.00169","-0.00533","-0.00674"
"0.00000","-0.00193","-0.16271","-0.00022","-0.00015","-0.0005","-0.00058"
"0.05013","-0.00069","-0.02987","-0.00016","-0","-4e-05","-1e-05"
"0.10025","-0.0002","-0.00254","-2e-05","-0","-0","-0"
"0.15038","-1e-05","-8e-05","-0","-0","-0","-0"
"0.20050","-0","-0","-0","-0","-0","-0"
"0.25063","-0","-0","-0","-0","-0","-0"
"0.30075","-4e-05","-1e-05","-0","0","-0","-0"
"0.35088","-0.00264","-0.00059","-0","-0","-0","-0"
"0.40100","-0.03147","-0.00783","-0","-0","-0","-0"
"0.45113","-0.08274","-0.02546","-0","-0","-0","-0"
"0.50125","-0.06241","-0.03876","-0","-0","-0","-0"
"0.55138","-0.02169","-0.03576","-0","-0","-0","-0"
"0.60150","-0.00342","-0.00938","-0","-0","-0","-0"
"0.65163","-0.00014","-0.00049","-0","-0","-0","-0"
"0.70175","-0","-0","-0","-0","-0","-0"
"0.75188","-0","-0","-0","-0","-0","-0"
"0.80201","-0","-0","-0","-0","-0","-0"
"0.85213","-0","0","-0","-0","-0","-0"
"0.90226","-0","-0","-0","-0","-0","-0"
"0.95238","-0","-0","-0","-0","-0","-0"
"1.00251","-0","-0","-0","-0","-0","-0"
"1.05263","-0","-0","-0","-0","-0","-0"
"1.10276","-0","-0","-0","-0","-0","-0"
"1.15288","-0","-0","-0","-0","-0","-0"
"1.20301","-0","-0","-0","-0","-0","-0"
"1.25313","-0","-0","-0","0","0","-0"
"1.30326","-0","-0","-0","0","0","-0"
"1.35338","-0","-0","-0","0","0","-0"
"1.40351","-0","-0","-0.00012","8e-05","-0","-8e-05"
"1.45363","-0","-0","-0.00079","0.00043","1e-05","-0.00255"
"1.50376","-0","-0","-0.00115","0.00023","0.00265","-0.08973"
"1.55388","-0","-0","-0.00198","-0.00132","0.02774","-0.68565"
"1.60401","-0","-0","-0.00263","-0.00215","0.08864","-1.20882"
"1.65414","-0","-0","-0.0011","-0.00097","0.08316","-0.67717"
"1.70426","-0","-0","-0.00067","-0.0002","0.01679","-0.11361"
"1.75439","-0","-0","-0.00068","-6e-05","0.00056","-0.00455"
"1.80451","-0","-0","-0.00019","-1e-05","0","-0.00022"
"1.85464","-0","-0","-0.00022","-1e-05","-0","-0.00148"
"1.90476","-0","-0","-0.00902","-0.00048","-0.00011","-0.07093"
"1.95489","-0","-0","-0.06628","-0.00343","0.00214","-0.71471"
"2.00501","-0","-0","-0.09776","-0.00421","0.01713","-1.89602"
"2.05514","-0","-0","-0.05354","0.00111","0.00939","-1.3739"
"2.10526","-0","-0","-0.03465","0.00308","-0.01094","-0.29245"
"2.15539","-0","-0","-0.00895","0.0007","-0.00402","-0.03419"
"2.20551","-0","-0","-0.00129","-0.00026","-0.00055","-0.00548"
"2.25564","-0","-0","-0.00043","-0.00014","-0.00016","-0.00197"
"2.30576","-0","-0","-4e-05","-1e-05","-1e-05","-0.00017"
"2.35589","-0","-0","-0","-0","-0","-0"
"2.40602","-0","-0","-0","-0","-0","-0"
"2.45614","-0","-0","-0","-0","-0","-0"
"2.50627","-0","-0","-0","-0","-0","-0"
"2.55639","-0","-0","-0","-0","-0","-0"
"2.60652","-0","0","-0","-0","-0","-0"
"2.65664","-0","-0","-0","0","0","-0"
"2.70677","-0","-0","-0","-0","0","-0"
"2.75689","-3e-05","-1e-05","-0","-0","0","-0"
"2.80702","-0.00216","-0.00046","-0","-0","1e-05","-7e-05"
"2.85714","-0.02807","-0.00594","-0.00045","-6e-05","0.00016","-0.00293"
"2.90727","-0.0783","-0.01537","-0.01118","-0.00132","-0.0008","-0.02776"
"2.95739","-0.1174","-0.01962","-0.05775","-0.00656","-0.01057","-0.07786"
"3.00752","-0.13106","-0.02725","-0.09782","-0.00932","-0.01753","-0.08705"
"3.05764","-0.06125","-0.01623","-0.12625","-0.01232","-0.02256","-0.09208"
"3.10777","-0.00941","-0.00247","-0.08465","-0.0112","-0.01953","-0.06444"
"3.15789","-0.04201","-0.00622","-0.02138","-0.00334","-0.00634","-0.01546"
"3.20802","-0.1952","-0.02947","-0.04609","-0.00672","-0.00859","-0.02687"
"3.25815","-0.19763","-0.03273","-0.17477","-0.05349","-0.03896","-0.10368"
"3.30827","-0.1081","-0.02361","-0.17736","-0.13726","-0.05949","-0.11288"
"3.35840","-0.15149","-0.02583","-0.13534","-0.158","-0.0563","-0.10368"
"3.40852","-0.17549","-0.02002","-0.15049","-0.1111","-0.05173","-0.15481"
"3.45865","-0.08114","-0.00637","-0.12794","-0.07255","-0.05025","-0.16077"
"3.50877","-0.03722","-0.0066","-0.11904","-0.0885","-0.06468","-0.17109"
"3.55890","-0.09343","-0.02575","-0.10768","-0.10484","-0.09897","-0.20692"
"3.60902","-0.13631","-0.04307","-0.07653","-0.15529","-0.13326","-0.17826"
"3.65915","-0.09221","-0.03142","-0.04646","-0.12975","-0.10539","-0.09394"
"3.70927","-0.03774","-0.01081","-0.02511","-0.0931","-0.06595","-0.03575"
"3.75940","-0.02171","-0.00608","-0.02714","-0.06747","-0.04931","-0.06022"
"3.80952","-0.02249","-0.00443","-0.06375","-0.03458","-0.04097","-0.13241"
"3.85965","-0.02146","-0.00225","-0.17665","-0.03772","-0.04099","-0.11934"
"3.90977","-0.06372","-0.00608","-0.2121","-0.03062","-0.041","-0.09573"
"3.95990","-0.15038","-0.01204","-0.19809","-0.03363","-0.06023","-0.14067"
"4.01003","-0.21578","-0.01976","-0.19819","-0.04693","-0.05247","-0.10879"
"4.06015","-0.17626","-0.02441","-0.26403","-0.0929","-0.07228","-0.0788"
"4.11028","-0.10253","-0.01727","-0.45629","-0.16953","-0.13943","-0.08028"
"4.16040","-0.14832","-0.02726","-0.53672","-0.20716","-0.16617","-0.06432"
"4.21053","-0.14292","-0.02369","-0.47238","-0.22705","-0.17933","-0.04917"
"4.26065","-0.1305","-0.01606","-0.34344","-0.23423","-0.18143","-0.03204"
"4.31078","-0.17443","-0.02687","-0.34712","-0.35797","-0.18228","-0.05173"
"4.36090","-0.19149","-0.02426","-0.48677","-0.60675","-0.2394","-0.06181"
"4.41103","-0.30292","-0.02539","-0.55113","-0.62642","-0.24983","-0.04271"
"4.46115","-0.35352","-0.01898","-0.49636","-0.53369","-0.20779","-0.0338"
"4.51128","-0.22745","-0.00804","-0.42274","-0.71818","-0.26264","-0.02165"
"4.56140","-0.27322","-0.02007","-0.33948","-0.84846","-0.38448","-0.01554"
"4.61153","-0.47895","-0.04259","-0.27995","-0.57324","-0.42729","-0.01212"
"4.66165","-0.44434","-0.03547","-0.25763","-0.23894","-0.50372","-0.01751"
"4.71178","-0.33203","-0.02495","-0.27955","-0.19356","-0.84155","-0.02777"
"4.76190","-0.58939","-0.04138","-0.31739","-0.18785","-1.07443","-0.02732"
"4.81203","-0.85652","-0.05552","-0.43981","-0.12892","-0.60209","-0.01381"
"4.86216","-0.72497","-0.03925","-0.61435","-0.09407","-0.2894","0.00046"
"4.91228","-0.38656","-0.02786","-0.36218","-0.04087","-0.1262","9e-05"
"4.96241","-0.46391","-0.05982","-0.3273","-0.01949","-0.05551","-0.00998"
"5.01253","-0.59087","-0.07012","-0.55397","-0.04077","-0.07922","-0.02553"
