system	state	pair_role	atom1_index	atom2_index	distance_A	energy_eV_rel_EF	spin	pCOHP_raw	minus_pCOHP	source_file
pristine	*O	neighbor-Obridge	23	258	2.112332	-13.73434	up	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	neighbor-Obridge	23	258	2.112332	-13.73434	down	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Oads	21	347	1.743233	-13.68421	up	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Oads	21	347	1.743233	-13.68421	down	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Obridge	21	258	2.069958	-13.68421	up	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Obridge	21	258	2.069958	-13.68421	down	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	neighbor-Obridge	23	258	2.112332	-13.68421	up	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	neighbor-Obridge	23	258	2.112332	-13.68421	down	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Oads	21	347	1.743233	-13.63409	up	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Oads	21	347	1.743233	-13.63409	down	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Obridge	21	258	2.069958	-13.63409	up	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Obridge	21	258	2.069958	-13.63409	down	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	neighbor-Obridge	23	258	2.112332	-13.63409	up	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	neighbor-Obridge	23	258	2.112332	-13.63409	down	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Oads	21	347	1.743233	-13.58396	up	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Oads	21	347	1.743233	-13.58396	down	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Obridge	21	258	2.069958	-13.58396	up	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Obridge	21	258	2.069958	-13.58396	down	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	neighbor-Obridge	23	258	2.112332	-13.58396	up	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	neighbor-Obridge	23	258	2.112332	-13.58396	down	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Oads	21	347	1.743233	-13.53383	up	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Oads	21	347	1.743233	-13.53383	down	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Obridge	21	258	2.069958	-13.53383	up	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	Coact-Obridge	21	258	2.069958	-13.53383	down	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
pristine	*O	neighbor-Obridge	23	258	2.112332	-13.53383	up	0	-0	source_manifest:COHP/PDOS/pristine/*O/COHPCAR.lobster
