x_A,y_A,value
2.64565,-1.61672,-0.00047729554
2.71175,-1.61672,-0.000423677
2.77785,-1.61672,-0.00037276401
2.84394,-1.61672,-0.00032537436
2.91004,-1.61672,-0.0003058819
2.97614,-1.61672,-0.00029408943
3.04224,-1.61672,-0.00028957377
3.10833,-1.61672,-0.00029776603
3.17443,-1.61672,-0.00029940836
3.24053,-1.61672,-0.00029888225
3.30662,-1.61672,-0.00028154167
3.37272,-1.61672,-0.00023883565
3.43882,-1.61672,-0.00017332169
3.50492,-1.61672,-4.8895905e-05
3.57101,-1.61672,0.00014554837
3.63711,-1.61672,0.00041447018
3.70321,-1.61672,0.00085386419
3.76930,-1.61672,0.0013907512
3.83540,-1.61672,0.0021107241
3.90150,-1.61672,0.0032562779
-3.96406,-1.57258,-0.001503283
-3.89796,-1.57258,-0.0017875745
-3.83186,-1.57258,-0.0021054964
-3.76577,-1.57258,-0.0024978779
-3.69967,-1.57258,-0.0029313164
-3.63357,-1.57258,-0.0034095331
-3.56747,-1.57258,-0.0039412943
-3.50138,-1.57258,-0.0045535644
-3.43528,-1.57258,-0.005323431
-3.36918,-1.57258,-0.006094967
-3.30309,-1.57258,-0.0068777557
-3.23699,-1.57258,-0.007684276
-3.17089,-1.57258,-0.0084035071
-3.10479,-1.57258,-0.00895702
-3.03870,-1.57258,-0.0094149159
-2.97260,-1.57258,-0.0097081456
-2.90650,-1.57258,-0.0098619647
-2.84041,-1.57258,-0.0098994775
-2.77431,-1.57258,-0.0095683606
-2.70821,-1.57258,-0.0090054637
-2.64211,-1.57258,-0.0081506781
-2.57602,-1.57258,-0.0069248509
-2.50992,-1.57258,-0.0056078262
-2.44382,-1.57258,-0.0042433068
-2.37773,-1.57258,-0.0026734029
-2.31163,-1.57258,-0.0010767323
-2.24553,-1.57258,0.00030134941
-2.17943,-1.57258,0.0017084746
-2.11334,-1.57258,0.003081559
-2.04724,-1.57258,0.0042440691
-1.98114,-1.57258,0.0051915436
-1.91505,-1.57258,0.006062482
-1.84895,-1.57258,0.0067931041
-1.78285,-1.57258,0.0070970166
-1.71675,-1.57258,0.0072875759
-1.65066,-1.57258,0.0073740855
-1.58456,-1.57258,0.0070692063
-1.51846,-1.57258,0.0066225654
-1.45237,-1.57258,0.0061823297
-1.38627,-1.57258,0.0056458963
-1.32017,-1.57258,0.0049647167
-1.25408,-1.57258,0.0045471475
-1.18798,-1.57258,0.0043826415
-1.12188,-1.57258,0.0044276719
-1.05578,-1.57258,0.0048120515
-0.98969,-1.57258,0.0051633739
-0.92359,-1.57258,0.005793951
-0.85749,-1.57258,0.0063936329
-0.79140,-1.57258,0.0065428908
-0.72530,-1.57258,0.0064149844
-0.65920,-1.57258,0.0059302528
-0.59310,-1.57258,0.0053082393
-0.52701,-1.57258,0.0043353969
-0.46091,-1.57258,0.0031528927
-0.39481,-1.57258,0.0023066492
-0.32872,-1.57258,0.0015180807
-0.26262,-1.57258,0.00083054492
-0.19652,-1.57258,0.00034752479
-0.13042,-1.57258,-2.4743287e-05
-0.06433,-1.57258,-0.00027126877
0.00177,-1.57258,-0.00042985089
0.06787,-1.57258,-0.00053320557
0.13396,-1.57258,-0.00057069078
0.20006,-1.57258,-0.00055485708
0.26616,-1.57258,-0.00050194986
0.33226,-1.57258,-0.00043316153
0.39835,-1.57258,-0.00036076587
0.46445,-1.57258,-0.00025819128
0.53055,-1.57258,-0.00015974996
0.59664,-1.57258,-8.0063975e-05
0.66274,-1.57258,1.5497279e-05
0.72884,-1.57258,0.00010218125
0.79493,-1.57258,0.00016747267
0.86103,-1.57258,0.00022704928
0.92713,-1.57258,0.00027682257
0.99323,-1.57258,0.00030279541
1.05932,-1.57258,0.00031170566
1.12542,-1.57258,0.00031113825
1.19152,-1.57258,0.00029492425
1.25761,-1.57258,0.00026414919
1.32371,-1.57258,0.00022466257
1.38981,-1.57258,0.00017949998
1.45591,-1.57258,0.00012336174
1.52200,-1.57258,6.1489205e-05
1.58810,-1.57258,-2.8285763e-06
1.65420,-1.57258,-7.5080352e-05
1.72029,-1.57258,-0.00015337786
1.78639,-1.57258,-0.00022511603
1.85249,-1.57258,-0.00029323218
1.91859,-1.57258,-0.00036259208
1.98468,-1.57258,-0.0004265584
2.05078,-1.57258,-0.00047485976
2.11688,-1.57258,-0.00051895273
2.18297,-1.57258,-0.00055637909
2.24907,-1.57258,-0.00058001431
2.31517,-1.57258,-0.00059012184
2.38127,-1.57258,-0.00057542004
2.44736,-1.57258,-0.00054964999
2.51346,-1.57258,-0.0005082353
2.57956,-1.57258,-0.00044805065
2.64565,-1.57258,-0.00038065226
2.71175,-1.57258,-0.00032611119
2.77785,-1.57258,-0.00027907843
2.84394,-1.57258,-0.00023282258
2.91004,-1.57258,-0.00020016891
2.97614,-1.57258,-0.00018358094
3.04224,-1.57258,-0.00017490159
3.10833,-1.57258,-0.00017337645
3.17443,-1.57258,-0.00017704963
3.24053,-1.57258,-0.00017685647
3.30662,-1.57258,-0.00016196068
3.37272,-1.57258,-0.0001103143
3.43882,-1.57258,-3.8477378e-05
3.50492,-1.57258,8.1959632e-05
3.57101,-1.57258,0.00028346121
3.63711,-1.57258,0.0005445818
3.70321,-1.57258,0.00091372023
3.76930,-1.57258,0.0014291989
3.83540,-1.57258,0.0020838617
3.90150,-1.57258,0.002973781
-3.96406,-1.52845,-0.0016232006
-3.89796,-1.52845,-0.001938378
-3.83186,-1.52845,-0.0022794663
-3.76577,-1.52845,-0.0026802281
-3.69967,-1.52845,-0.003192791
-3.63357,-1.52845,-0.0037908873
-3.56747,-1.52845,-0.0044470979
-3.50138,-1.52845,-0.005222464
-3.43528,-1.52845,-0.0060725883
-3.36918,-1.52845,-0.00693723
-3.30309,-1.52845,-0.0078138476
-3.23699,-1.52845,-0.0087026889
-3.17089,-1.52845,-0.0095366808
-3.10479,-1.52845,-0.010392291
-3.03870,-1.52845,-0.011214836
-2.97260,-1.52845,-0.011847822
-2.90650,-1.52845,-0.012060605
-2.84041,-1.52845,-0.012035693
-2.77431,-1.52845,-0.011613792
-2.70821,-1.52845,-0.010846439
-2.64211,-1.52845,-0.009853241
-2.57602,-1.52845,-0.0084812986
-2.50992,-1.52845,-0.0069479342
-2.44382,-1.52845,-0.0054472629
-2.37773,-1.52845,-0.0036968219
-2.31163,-1.52845,-0.001819776
-2.24553,-1.52845,-0.00019711531
-2.17943,-1.52845,0.0013541501
-2.11334,-1.52845,0.0028891121
-2.04724,-1.52845,0.0042436151
-1.98114,-1.52845,0.0052699423
-1.91505,-1.52845,0.0061952509
-1.84895,-1.52845,0.0070001637
-1.78285,-1.52845,0.0073247282
-1.71675,-1.52845,0.0074962773
-1.65066,-1.52845,0.0075696106
-1.58456,-1.52845,0.0073270793
-1.51846,-1.52845,0.0068504442
-1.45237,-1.52845,0.0063854065
-1.38627,-1.52845,0.0059156129
-1.32017,-1.52845,0.0052497191
-1.25408,-1.52845,0.004883456
-1.18798,-1.52845,0.0047496343
-1.12188,-1.52845,0.0048665674
-1.05578,-1.52845,0.0053925673
-0.98969,-1.52845,0.005933668
-0.92359,-1.52845,0.0065453681
-0.85749,-1.52845,0.0073419344
-0.79140,-1.52845,0.0075116009
-0.72530,-1.52845,0.0071909791
-0.65920,-1.52845,0.0065314565
-0.59310,-1.52845,0.0057230452
-0.52701,-1.52845,0.0048797121
-0.46091,-1.52845,0.0036951317
-0.39481,-1.52845,0.002714888
-0.32872,-1.52845,0.0019742202
-0.26262,-1.52845,0.0012440269
-0.19652,-1.52845,0.00063015241
-0.13042,-1.52845,0.00021347791
-0.06433,-1.52845,-0.00011069013
0.00177,-1.52845,-0.00031162807
0.06787,-1.52845,-0.00042299356
0.13396,-1.52845,-0.00047483781
0.20006,-1.52845,-0.0004718061
0.26616,-1.52845,-0.00043096798
0.33226,-1.52845,-0.00036722844
0.39835,-1.52845,-0.00031387201
0.46445,-1.52845,-0.00023417058
0.53055,-1.52845,-0.00014855555
0.59664,-1.52845,-7.1620139e-05
0.66274,-1.52845,1.2342331e-05
0.72884,-1.52845,9.7777855e-05
0.79493,-1.52845,0.00016268512
0.86103,-1.52845,0.00021409465
0.92713,-1.52845,0.00026088391
0.99323,-1.52845,0.00028322535
1.05932,-1.52845,0.00028985919
1.12542,-1.52845,0.0002863371
1.19152,-1.52845,0.00027094118
1.25761,-1.52845,0.0002436248
1.32371,-1.52845,0.00020510054
1.38981,-1.52845,0.00016106115
1.45591,-1.52845,0.000109073
1.52200,-1.52845,4.7397618e-05
1.58810,-1.52845,-1.7155589e-05
1.65420,-1.52845,-8.5564912e-05
1.72029,-1.52845,-0.00015721958
1.78639,-1.52845,-0.00022466134
1.85249,-1.52845,-0.00028597467
1.91859,-1.52845,-0.00034363772
1.98468,-1.52845,-0.00040171147
2.05078,-1.52845,-0.000446747
2.11688,-1.52845,-0.00048619474
2.18297,-1.52845,-0.00051730406
2.24907,-1.52845,-0.0005359879
2.31517,-1.52845,-0.00054457539
2.38127,-1.52845,-0.000524136
2.44736,-1.52845,-0.0004859943
2.51346,-1.52845,-0.00044149996
2.57956,-1.52845,-0.00037770005
2.64565,-1.52845,-0.00030047423
2.71175,-1.52845,-0.00021102038
2.77785,-1.52845,-0.00013836229
2.84394,-1.52845,-7.9467602e-05
2.91004,-1.52845,-3.7039576e-05
2.97614,-1.52845,-3.4173125e-05
3.04224,-1.52845,-4.1287392e-05
3.10833,-1.52845,-4.6317102e-05
3.17443,-1.52845,-5.3938198e-05
3.24053,-1.52845,-5.6162728e-05
3.30662,-1.52845,-4.4009368e-05
3.37272,-1.52845,1.1011051e-05
3.43882,-1.52845,9.4202034e-05
3.50492,-1.52845,0.00020191497
3.57101,-1.52845,0.00039420489
3.63711,-1.52845,0.00066243426
3.70321,-1.52845,0.00098599179
3.76930,-1.52845,0.0014616958
3.83540,-1.52845,0.0020801253
3.90150,-1.52845,0.0027046371
-3.96406,-1.48431,-0.0017093533
-3.89796,-1.48431,-0.0020683832
-3.83186,-1.48431,-0.0024825493
-3.76577,-1.48431,-0.0029269832
-3.69967,-1.48431,-0.0035194661
-3.63357,-1.48431,-0.0041992175
-3.56747,-1.48431,-0.0048834197
-3.50138,-1.48431,-0.0057442905
-3.43528,-1.48431,-0.0066936924
-3.36918,-1.48431,-0.0076567791
-3.30309,-1.48431,-0.0088672964
-3.23699,-1.48431,-0.010144976
-3.17089,-1.48431,-0.011446817
-3.10479,-1.48431,-0.012417491
-3.03870,-1.48431,-0.013287299
-2.97260,-1.48431,-0.014032578
-2.90650,-1.48431,-0.014235986
-2.84041,-1.48431,-0.014105751
-2.77431,-1.48431,-0.013852937
-2.70821,-1.48431,-0.013159247
-2.64211,-1.48431,-0.012081362
-2.57602,-1.48431,-0.010694485
-2.50992,-1.48431,-0.0087207034
-2.44382,-1.48431,-0.0068516834
-2.37773,-1.48431,-0.0049145585
-2.31163,-1.48431,-0.0027288247
-2.24553,-1.48431,-0.00077766681
-2.17943,-1.48431,0.00091390312
-2.11334,-1.48431,0.0026396753
-2.04724,-1.48431,0.0042293794
-1.98114,-1.48431,0.0053295493
-1.91505,-1.48431,0.0063133137
-1.84895,-1.48431,0.0071635041
-1.78285,-1.48431,0.0076053673
-1.71675,-1.48431,0.0077653024
-1.65066,-1.48431,0.0078220367
-1.58456,-1.48431,0.0076269438
-1.51846,-1.48431,0.0070855324
-1.45237,-1.48431,0.0065828897
-1.38627,-1.48431,0.0061309603
-1.32017,-1.48431,0.0055387006
-1.25408,-1.48431,0.0052078567
-1.18798,-1.48431,0.0051755393
-1.12188,-1.48431,0.0053663361
-1.05578,-1.48431,0.0059718508
-0.98969,-1.48431,0.0066402727
-0.92359,-1.48431,0.0069539701
-0.85749,-1.48431,0.0075929165
-0.79140,-1.48431,0.0077861338
-0.72530,-1.48431,0.0075754938
-0.65920,-1.48431,0.00708482
-0.59310,-1.48431,0.0060736421
-0.52701,-1.48431,0.0053513232
-0.46091,-1.48431,0.0043543079
-0.39481,-1.48431,0.0030053274
-0.32872,-1.48431,0.0022573445
-0.26262,-1.48431,0.0015509457
-0.19652,-1.48431,0.00077822275
-0.13042,-1.48431,0.00037936369
-0.06433,-1.48431,6.4622429e-05
0.00177,-1.48431,-0.00018921119
0.06787,-1.48431,-0.00030174313
0.13396,-1.48431,-0.00036603148
0.20006,-1.48431,-0.00039443283
0.26616,-1.48431,-0.00037804712
0.33226,-1.48431,-0.00033982063
0.39835,-1.48431,-0.0002831232
0.46445,-1.48431,-0.00021464266
0.53055,-1.48431,-0.00013651734
0.59664,-1.48431,-5.6223467e-05
0.66274,-1.48431,1.780903e-05
0.72884,-1.48431,9.3638562e-05
0.79493,-1.48431,0.0001555107
0.86103,-1.48431,0.00019533491
0.92713,-1.48431,0.00023461303
0.99323,-1.48431,0.00025889929
1.05932,-1.48431,0.00026530839
1.12542,-1.48431,0.0002621212
1.19152,-1.48431,0.00024741699
1.25761,-1.48431,0.00022189003
1.32371,-1.48431,0.00018541513
1.38981,-1.48431,0.00013910218
1.45591,-1.48431,8.6850661e-05
1.52200,-1.48431,2.7270491e-05
1.58810,-1.48431,-3.5683173e-05
1.65420,-1.48431,-9.8889941e-05
1.72029,-1.48431,-0.00016368327
1.78639,-1.48431,-0.00022484001
1.85249,-1.48431,-0.00028063785
1.91859,-1.48431,-0.00033057772
1.98468,-1.48431,-0.00037769403
2.05078,-1.48431,-0.00042098667
2.11688,-1.48431,-0.00045877261
2.18297,-1.48431,-0.00048997672
2.24907,-1.48431,-0.00050239713
2.31517,-1.48431,-0.00050615129
2.38127,-1.48431,-0.00049586885
2.44736,-1.48431,-0.00044372422
2.51346,-1.48431,-0.00036732398
2.57956,-1.48431,-0.00026472955
2.64565,-1.48431,-0.00014883972
2.71175,-1.48431,-4.18659e-05
2.77785,-1.48431,5.7942598e-05
2.84394,-1.48431,9.9056684e-05
2.91004,-1.48431,0.00012875897
2.97614,-1.48431,0.00013501826
3.04224,-1.48431,0.00011023417
3.10833,-1.48431,9.7164673e-05
3.17443,-1.48431,8.2441446e-05
3.24053,-1.48431,7.873337e-05
3.30662,-1.48431,8.8660927e-05
3.37272,-1.48431,0.00012633283
3.43882,-1.48431,0.00021430034
3.50492,-1.48431,0.00032904951
3.57101,-1.48431,0.00048652058
3.63711,-1.48431,0.00074734137
3.70321,-1.48431,0.0010380201
3.76930,-1.48431,0.0013756738
3.83540,-1.48431,0.0018343354
3.90150,-1.48431,0.0023455583
-3.96406,-1.44017,-0.0018455271
-3.89796,-1.44017,-0.0021986975
-3.83186,-1.44017,-0.0026651779
-3.76577,-1.44017,-0.0031601838
-3.69967,-1.44017,-0.0037396064
-3.63357,-1.44017,-0.0044933325
-3.56747,-1.44017,-0.005318814
-3.50138,-1.44017,-0.0063137296
-3.43528,-1.44017,-0.0075745396
-3.36918,-1.44017,-0.0089155752
-3.30309,-1.44017,-0.010196608
-3.23699,-1.44017,-0.01164497
-3.17089,-1.44017,-0.013123752
-3.10479,-1.44017,-0.014246189
-3.03870,-1.44017,-0.015184319
-2.97260,-1.44017,-0.016299199
-2.90650,-1.44017,-0.017170768
-2.84041,-1.44017,-0.017273972
-2.77431,-1.44017,-0.017008627
-2.70821,-1.44017,-0.016234493
-2.64211,-1.44017,-0.014736623
-2.57602,-1.44017,-0.012948929
-2.50992,-1.44017,-0.01079224
-2.44382,-1.44017,-0.00846445
-2.37773,-1.44017,-0.006228283
-2.31163,-1.44017,-0.0038356732
-2.24553,-1.44017,-0.0014458185
-2.17943,-1.44017,0.00046535343
-2.11334,-1.44017,0.0023325745
-2.04724,-1.44017,0.00413475
-1.98114,-1.44017,0.0053781178
-1.91505,-1.44017,0.0064410088
-1.84895,-1.44017,0.0073508052
-1.78285,-1.44017,0.0078727352
-1.71675,-1.44017,0.0080208387
-1.65066,-1.44017,0.0080200201
-1.58456,-1.44017,0.0078798411
-1.51846,-1.44017,0.0073235896
-1.45237,-1.44017,0.0068035219
-1.38627,-1.44017,0.0063432977
-1.32017,-1.44017,0.005832653
-1.25408,-1.44017,0.0055230246
-1.18798,-1.44017,0.0054241102
-1.12188,-1.44017,0.005596498
-1.05578,-1.44017,0.0060640117
-0.98969,-1.44017,0.0066510774
-0.92359,-1.44017,0.0071560368
-0.85749,-1.44017,0.0078414092
-0.79140,-1.44017,0.0081277834
-0.72530,-1.44017,0.0079618394
-0.65920,-1.44017,0.0075266222
-0.59310,-1.44017,0.0065961913
-0.52701,-1.44017,0.0054695904
-0.46091,-1.44017,0.0045822565
-0.39481,-1.44017,0.0034022883
-0.32872,-1.44017,0.0023817588
-0.26262,-1.44017,0.0017437162
-0.19652,-1.44017,0.0010592942
-0.13042,-1.44017,0.00052528072
