x_A,y_A,charge_total_Al16,charge_total_undoped,magnetization_Al16,magnetization_undoped,spin_down_Al16,spin_down_undoped,spin_up_Al16,spin_up_undoped
-0.19652,0.36944,0.01177993,-0.0138684,-0.01183608,0.031655423,0.011808004,-0.022761911,-2.8075185e-05,0.0088935122
-0.13042,0.36944,0.0077818222,-0.0091784047,-0.0069140191,0.020043667,0.0073479209,-0.014611036,0.00043390156,0.0054326314
-0.06433,0.36944,0.0049076104,-0.0060818847,-0.0038806547,0.012826352,0.0043941326,-0.0094541181,0.00051347783,0.0033722338
0.00177,0.36944,0.0027792535,-0.0038536261,-0.0018248633,0.007718022,0.0023020585,-0.0057858238,0.00047719514,0.0019321979
0.06787,0.36944,0.0012265826,-0.0022676282,-0.0004903985,0.0042027254,0.00085849053,-0.0032351767,0.00036809203,0.00096754858
0.13396,0.36944,0.00054652878,-0.0011912182,-7.5001197e-05,0.0026190239,0.000310765,-0.001905121,0.00023576379,0.00071390287
0.20006,0.36944,5.1796495e-05,-0.00021207031,0.00015836097,0.0016127788,-5.3282238e-05,-0.00091242453,0.00010507873,0.00070035423
0.26616,0.36944,-0.00025854394,0.00074983912,0.00021234847,0.00094894011,-0.0002354462,-9.9550496e-05,-2.3097731e-05,0.00084938959
0.33226,0.36944,-0.00011554281,0.0017524665,-0.00018978237,0.0010418351,3.7119778e-05,0.00035531574,-0.00015266259,0.0013971508
0.39835,0.36944,0.00020439635,0.0027577309,-0.00080535049,0.0015155232,0.0005048734,0.00062110386,-0.00030047708,0.002136627
0.46445,0.36944,0.00066671224,0.0038806759,-0.0016424172,0.0022261017,0.0011545647,0.00082728709,-0.00048785246,0.0030533888
0.53055,0.36944,0.0013014276,0.00466769,-0.0027899013,0.0031006774,0.0020456645,0.00078350632,-0.00074423687,0.0038841837
0.59664,0.36944,0.0018907583,0.0050706607,-0.0039728885,0.0038287507,0.0029318235,0.00062095502,-0.0010410651,0.0044497056
0.66274,0.36944,0.0024018416,0.0051282337,-0.0051525035,0.0043390635,0.0037771724,0.00039458508,-0.001375331,0.0047336486
0.72884,0.36944,0.0022943835,0.003338621,-0.0057522324,0.0038831786,0.0040233079,-0.00027227879,-0.0017289245,0.0036108997
0.79493,0.36944,0.0018289898,0.00074864645,-0.0059813657,0.0030009255,0.0039051778,-0.0011261395,-0.0020761879,0.001874786
0.86103,0.36944,0.0009909278,-0.0024495337,-0.0055899723,0.001748497,0.00329045,-0.0020990153,-0.0022995223,-0.00035051833
0.92713,0.36944,-0.00038645341,-0.0056428374,-0.0041629123,0.00076144491,0.0018882294,-0.0032021413,-0.0022746827,-0.0024406961
0.99323,0.36944,-0.0016948743,-0.0081135286,-0.0026015074,0.00031393979,0.00045331655,-0.0042137341,-0.0021481907,-0.0038997943
1.05932,0.36944,-0.002666343,-0.0092946654,-0.0010972535,0.00072691543,-0.00078454474,-0.0050107902,-0.0018817983,-0.0042838752
1.12542,0.36944,-0.0027706581,-0.0076698195,-0.00010346123,0.0022559303,-0.0013335984,-0.004962875,-0.0014370597,-0.0027069445
1.19152,0.36944,-0.0025514823,-0.0053486647,0.0005953259,0.0041000387,-0.0015734041,-0.0047243517,-0.00097807823,-0.00062431302
1.25761,0.36944,-0.0021169826,-0.0027696595,0.00093471695,0.0058432403,-0.0015258498,-0.00430645,-0.00059113279,0.0015367904
1.32371,0.36944,-0.0014467223,-0.00067621103,0.00076478207,0.006262837,-0.0011057522,-0.003469524,-0.00034097012,0.002793313
1.38981,0.36944,-0.00081855024,0.00098659913,0.00053885474,0.0063279769,-0.00067870249,-0.002670689,-0.00013984775,0.0036572879
1.45591,0.36944,-0.00026959903,0.0022004847,0.00027809161,0.0060713184,-0.00027384533,-0.0019354168,4.2462925e-06,0.0041359016
1.52200,0.36944,-1.03486e-05,0.0022684655,5.6439552e-05,0.0049840827,-3.3394077e-05,-0.0013578086,2.3045475e-05,0.0036262739
1.58810,0.36944,0.00016538691,0.0021429025,-0.0001021159,0.0039456724,0.00013375141,-0.00090138498,3.1635504e-05,0.0030442874
1.65420,0.36944,0.0002815061,0.0019316794,-0.00021369488,0.0030334562,0.00024760049,-0.00055088836,3.3905613e-05,0.0024825679
1.72029,0.36944,0.00031310745,0.0016206752,-0.00025881792,0.0023201762,0.00028596268,-0.00034975051,2.7144764e-05,0.0019704257
1.78639,0.36944,0.0003225572,0.001327094,-0.00028399457,0.0017048843,0.00030327588,-0.00018889515,1.9281317e-05,0.0015159892
1.85249,0.36944,0.00032339958,0.0010510338,-0.00029628762,0.0011711512,0.0003098436,-6.0058665e-05,1.3555982e-05,0.0011110925
1.91859,0.36944,0.0003116244,0.00082129316,-0.00028916923,0.00078780274,0.00030039682,1.6745209e-05,1.1227588e-05,0.00080454792
1.98468,0.36944,0.00029984344,0.00065553078,-0.00027910931,0.00048541644,0.00028947636,8.5057167e-05,1.0367061e-05,0.00057047361
2.05078,0.36944,0.00028626085,0.00051050191,-0.00026393493,0.00021686348,0.0002750979,0.00014681922,1.1162963e-05,0.00036368269
2.11688,0.36944,0.00026456045,0.00040460742,-0.00023736601,2.7779666e-05,0.00025096323,0.00018841388,1.3597222e-05,0.00021619354
2.18297,0.36944,0.00024873234,0.00035260728,-0.0002118023,-0.00010566949,0.00023026732,0.00022913839,1.846502e-05,0.0001234689
2.24907,0.36944,0.00023523798,0.00032582093,-0.00018658498,-0.00022058428,0.00021091147,0.0002732026,2.4326502e-05,5.2618328e-05
2.31517,0.36944,0.00021969916,0.0003316091,-0.00015991424,-0.00028207371,0.0001898067,0.00030684139,2.9892457e-05,2.4767694e-05
2.38127,0.36944,0.00020978789,0.00035494071,-0.00013591128,-0.00032645089,0.00017284958,0.00034069578,3.6938305e-05,1.4244913e-05
2.44736,0.36944,0.00020476435,0.00038903733,-0.00011427353,-0.00036172321,0.00015951894,0.00037538027,4.5245411e-05,1.365706e-05
2.51346,0.36944,0.00019921859,0.00038258711,-9.4640323e-05,-0.000346549,0.00014692945,0.00036456806,5.2289131e-05,1.8019055e-05
2.57956,0.36944,0.00019690515,0.00036141725,-7.7317396e-05,-0.00032215126,0.00013711127,0.00034178427,5.9793878e-05,1.9632993e-05
2.64565,0.36944,0.00020196546,0.00033462621,-6.2811225e-05,-0.00029456406,0.00013238835,0.00031459512,6.9577116e-05,2.0031075e-05
2.71175,0.36944,0.00020761169,0.00026235593,-5.2052703e-05,-0.0002236322,0.0001298322,0.00024299407,7.7779492e-05,1.9361862e-05
2.77785,0.36944,0.00021569579,0.00019806823,-4.4043169e-05,-0.00015785039,0.00012986948,0.0001779593,8.5826308e-05,2.0108921e-05
2.84394,0.36944,0.00022849371,0.00013402398,-3.889497e-05,-8.8719302e-05,0.00013369434,0.00011137164,9.4799369e-05,2.2652341e-05
2.91004,0.36944,0.00023872373,6.9553469e-05,-3.5808789e-05,-1.0900905e-05,0.00013726627,4.0227187e-05,0.00010145747,2.9326282e-05
2.97614,0.36944,0.00024962844,2.6074815e-05,-3.4400851e-05,5.1483665e-05,0.00014201464,-1.2704425e-05,0.0001076138,3.8779239e-05
3.04224,0.36944,0.0002609565,-2.023767e-07,-3.4381887e-05,0.00010109718,0.0001476692,-5.0649778e-05,0.00011328731,5.0447405e-05
3.10833,0.36944,0.00026438053,1.3954111e-06,-3.3159409e-05,0.0001191835,0.00014876998,-5.8894042e-05,0.00011561056,6.0289454e-05
3.17443,0.36944,0.00026692337,1.0997943e-05,-3.2891767e-05,0.00012573163,0.00014990757,-5.7366844e-05,0.0001170158,6.8364789e-05
3.24053,0.36944,0.00026625834,2.2963348e-05,-3.2808177e-05,0.00012334592,0.00014953325,-5.0191287e-05,0.00011672508,7.3154632e-05
3.30662,0.36944,0.00025111166,3.3214965e-05,-3.0006562e-05,0.0001043028,0.00014055912,-3.5543915e-05,0.00011055255,6.8758876e-05
3.37272,0.36944,0.00023574234,4.3260348e-05,-2.7911758e-05,8.5856358e-05,0.00013182705,-2.1298005e-05,0.00010391529,6.455835e-05
3.43882,0.36944,0.00022063627,5.3803156e-05,-2.6747193e-05,6.8097674e-05,0.00012369173,-7.1472587e-06,9.6944539e-05,6.0950413e-05
3.50492,0.36944,0.00019687894,6.2536419e-05,-2.3013296e-05,4.692642e-05,0.00010994612,7.8049998e-06,8.6932821e-05,5.4731419e-05
3.57101,0.36944,0.00017195317,7.0095644e-05,-1.9889885e-05,2.8065164e-05,9.5921525e-05,2.1015239e-05,7.6031647e-05,4.9080405e-05
3.63711,0.36944,0.00014982022,8.0443053e-05,-1.8931305e-05,1.2119737e-05,8.4375759e-05,3.4161658e-05,6.5444459e-05,4.6281395e-05
3.70321,0.36944,0.00013403724,9.2769966e-05,-2.2447484e-05,-1.1745335e-06,7.8242359e-05,4.6972251e-05,5.5794877e-05,4.5797715e-05
3.76930,0.36944,0.00011347432,0.00010043376,-2.5757705e-05,-1.1390376e-05,6.9616013e-05,5.5912067e-05,4.3858308e-05,4.4521694e-05
3.83540,0.36944,9.6202391e-05,0.00010928932,-3.1578031e-05,-1.6231932e-05,6.3890213e-05,6.2760628e-05,3.2312179e-05,4.6528694e-05
3.90150,0.36944,9.874683e-05,0.00011261837,-5.0986771e-05,-1.7691427e-05,7.4866803e-05,6.5154898e-05,2.3880029e-05,4.7463473e-05
-3.96406,0.41358,-0.031607471,-0.030549198,0.0041398681,0.0058991909,-0.017873669,-0.018224195,-0.013733801,-0.012325004
-3.89796,0.41358,-0.04139692,-0.040239129,0.0057834596,0.0080134338,-0.02359019,-0.024126282,-0.017806729,-0.016112847
-3.83186,0.41358,-0.052635163,-0.05135509,0.0081318775,0.010952261,-0.03038352,-0.031153675,-0.022251643,-0.020201415
-3.76577,0.41358,-0.071364596,-0.070115492,0.011471184,0.015113203,-0.041417889,-0.042614348,-0.029946707,-0.027501144
-3.69967,0.41358,-0.091915548,-0.090725102,0.01543194,0.020004699,-0.053673744,-0.055364899,-0.038241804,-0.035360202
-3.63357,0.41358,-0.11341912,-0.11225916,0.0211365,0.026837634,-0.067277804,-0.069548398,-0.046141308,-0.042710762
-3.56747,0.41358,-0.14906138,-0.14835952,0.028817125,0.036055174,-0.08893925,-0.09220735,-0.060122129,-0.056152172
-3.50138,0.41358,-0.18478829,-0.18464762,0.037695125,0.046607424,-0.11124171,-0.11562752,-0.073546581,-0.0690201
-3.43528,0.41358,-0.22069225,-0.22121292,0.048946016,0.059649508,-0.13481914,-0.14043121,-0.085873112,-0.080781706
-3.36918,0.41358,-0.27085504,-0.27277339,0.063318521,0.07616055,-0.16708678,-0.17446697,-0.10376826,-0.098306417
-3.30309,0.41358,-0.3104623,-0.3138099,0.079018839,0.093965203,-0.19474056,-0.20388755,-0.11572173,-0.10992235
-3.23699,0.41358,-0.34163705,-0.34656501,0.096146479,0.11312807,-0.21889177,-0.22984654,-0.12274528,-0.11671847
-3.17089,0.41358,-0.37509194,-0.382294,0.11634441,0.13522604,-0.24571818,-0.25876004,-0.12937376,-0.12353398
-3.10479,0.41358,-0.38910294,-0.39825511,0.13663206,0.1568687,-0.26286751,-0.2775619,-0.12623544,-0.12069321
-3.03870,0.41358,-0.38324422,-0.39424711,0.15540683,0.17660214,-0.26932552,-0.28542462,-0.11391869,-0.10882249
-2.97260,0.41358,-0.36669922,-0.37915954,0.16646081,0.18730815,-0.26658002,-0.28323385,-0.1001192,-0.095925696
-2.90650,0.41358,-0.34022367,-0.35286579,0.1734997,0.1922715,-0.25686169,-0.27256864,-0.083361983,-0.080297142
-2.84041,0.41358,-0.29896596,-0.31095213,0.17476046,0.19065687,-0.23686321,-0.25080448,-0.06210275,-0.060147628
-2.77431,0.41358,-0.24353231,-0.2537024,0.16571574,0.17919905,-0.20462403,-0.21645072,-0.038908288,-0.037251674
-2.70821,0.41358,-0.20192629,-0.20927125,0.15178117,0.16106761,-0.17685373,-0.18516943,-0.02507256,-0.024101824
-2.64211,0.41358,-0.15983862,-0.16401829,0.13567586,0.14049384,-0.14775723,-0.15225607,-0.012081377,-0.011762224
-2.57602,0.41358,-0.11492828,-0.11604737,0.11319578,0.11465289,-0.11406203,-0.11535013,-0.00086625293,-0.00069724023
-2.50992,0.41358,-0.086539641,-0.085834622,0.087622285,0.086246297,-0.087080963,-0.08604046,0.00054132193,0.00020583719
-2.44382,0.41358,-0.061785169,-0.059673674,0.064732917,0.060806308,-0.063259043,-0.060239993,0.0014738739,0.00056631677
-2.37773,0.41358,-0.041372351,-0.038746811,0.04518776,0.039713237,-0.043280058,-0.039230026,0.0019077044,0.00048321299
-2.31163,0.41358,-0.026614077,-0.024893574,0.027929442,0.022382991,-0.027271759,-0.023638282,0.00065768231,-0.0012552915
-2.24553,0.41358,-0.016389096,-0.016182084,0.014709193,0.0098144608,-0.015549145,-0.012998272,-0.00083995145,-0.0031838114
-2.17943,0.41358,-0.010022924,-0.011256102,0.0071212738,0.0029417074,-0.0085720988,-0.0070989043,-0.0014508252,-0.0041571972
-2.11334,0.41358,-0.0047363234,-0.0078516928,0.00051208644,-0.002271496,-0.0026242048,-0.0027900985,-0.0021121185,-0.0050615943
-2.04724,0.41358,-0.0010868149,-0.0066425861,-0.0047753514,-0.0050580977,0.0018442683,-0.00079224422,-0.0029310831,-0.0058503421
-1.98114,0.41358,0.0008870227,-0.0069537107,-0.00757111,-0.0052819084,0.0042290664,-0.00083590113,-0.0033420436,-0.0061178096
-1.91505,0.41358,0.0029283969,-0.007293473,-0.01002785,-0.0046464135,0.0064781234,-0.0013235298,-0.0035497267,-0.0059699435
-1.84895,0.41358,0.0051037092,-0.007687164,-0.01200383,-0.0017295394,0.0085537694,-0.0029788124,-0.0034500603,-0.0047083516
-1.78285,0.41358,0.004944222,-0.0090144388,-0.010960232,0.0055904971,0.0079522273,-0.0073024677,-0.0030080052,-0.0017119709
-1.71675,0.41358,0.0050950721,-0.0099234907,-0.0099888733,0.014688644,0.0075419727,-0.012306067,-0.0024469006,0.0023825765
-1.65066,0.41358,0.0042375205,-0.010303756,-0.0081606079,0.026215909,0.0061990642,-0.018259833,-0.0019615437,0.0079560764
-1.58456,0.41358,-0.0037114134,-0.011276801,5.0145143e-05,0.04444794,-0.0018807793,-0.02786237,-0.0018306341,0.01658557
-1.51846,0.41358,-0.0089564435,-0.0097514456,0.0051761377,0.064425446,-0.0070662908,-0.037088446,-0.0018901529,0.027337
-1.45237,0.41358,-0.014035186,-0.0065134158,0.0096430043,0.087390453,-0.011839096,-0.046951935,-0.0021960908,0.040438518
-1.38627,0.41358,-0.02398074,-0.0036184585,0.017233048,0.11393611,-0.020606894,-0.058777284,-0.0033738464,0.055158827
-1.32017,0.41358,-0.027303798,0.0027924308,0.018076066,0.14158069,-0.022689931,-0.069394127,-0.0046138661,0.072186559
-1.25408,0.41358,-0.023618042,0.012511599,0.011801826,0.16883683,-0.017709933,-0.078162618,-0.0059081083,0.090674214
-1.18798,0.41358,-0.015056534,0.022245185,0.00064832135,0.18821183,-0.0078524277,-0.082983322,-0.0072041061,0.10522851
-1.12188,0.41358,-0.0063823108,0.030368479,-0.010247509,0.20611894,0.0019325991,-0.087875232,-0.0083149094,0.11824371
-1.05578,0.41358,0.0067324345,0.037412923,-0.024889054,0.21739149,0.015810745,-0.089989282,-0.0090783099,0.1274022
-0.98969,0.41358,0.027621124,0.04355862,-0.046546821,0.20940983,0.037083972,-0.082925603,-0.0094628483,0.12648423
-0.92359,0.41358,0.034529965,0.040778376,-0.053495765,0.19968612,0.044012867,-0.079453871,-0.0094828997,0.12023225
-0.85749,0.41358,0.037465934,0.034224834,-0.056278538,0.18771271,0.046872236,-0.076743938,-0.0094063021,0.11096878
-0.79140,0.41358,0.040454011,0.025412602,-0.058905412,0.16769944,0.049679711,-0.071143419,-0.0092257001,0.096556023
-0.72530,0.41358,0.04055592,0.014012734,-0.057869561,0.14678475,0.049212739,-0.066386007,-0.0086568203,0.080398746
-0.65920,0.41358,0.037982967,0.0011002553,-0.05387843,0.128804,0.045930699,-0.063851871,-0.0079477318,0.064952128
-0.59310,0.41358,0.031239778,-0.011469932,-0.045336541,0.11388963,0.038288161,-0.062679783,-0.0070483815,0.051209848
-0.52701,0.41358,0.027404748,-0.020598276,-0.039341446,0.099361211,0.033373095,-0.059979744,-0.0059683491,0.039381467
-0.46091,0.41358,0.026542109,-0.023749806,-0.035627164,0.08398369,0.031084636,-0.053866748,-0.0045425277,0.030116942
-0.39481,0.41358,0.021870119,-0.0238564,-0.028042398,0.070235774,0.02495626,-0.047046088,-0.0030861394,0.023189686
-0.32872,0.41358,0.017393254,-0.022619171,-0.021134607,0.057647534,0.019263931,-0.040133353,-0.0018706769,0.01751418
-0.26262,0.41358,0.014059512,-0.017635958,-0.015740663,0.042031992,0.014900087,-0.029833976,-0.00084057543,0.012198017
-0.19652,0.41358,0.010476905,-0.012629595,-0.010745361,0.02921675,0.010611134,-0.020923171,-0.00013422826,0.0082935775
-0.13042,0.41358,0.0070887129,-0.0084702661,-0.0064945957,0.018763319,0.006791654,-0.013616793,0.00029705861,0.0051465263
-0.06433,0.41358,0.0038697738,-0.0053720893,-0.0030089687,0.011014837,0.0034393712,-0.0081934631,0.00043040258,0.0028213738
0.00177,0.41358,0.0021716224,-0.0034956213,-0.0014121237,0.0067620268,0.001791873,-0.0051288242,0.00037974934,0.0016332028
0.06787,0.41358,0.00094593462,-0.0021503242,-0.0004047589,0.0038885714,0.00067534676,-0.0030194479,0.00027058786,0.00086912361
0.13396,0.41358,0.00018761939,-0.0011185157,8.2476137e-05,0.0023287754,5.2571624e-05,-0.0017236455,0.00013504777,0.00060512981
0.20006,0.41358,-0.00013133818,-7.0434624e-05,0.00015261206,0.0016622584,-0.00014197512,-0.00086634653,1.0636941e-05,0.00079591188
0.26616,0.41358,-0.00029392395,0.0010091332,4.2651496e-05,0.0013351982,-0.00016828772,-0.0001630325,-0.00012563623,0.0011721656
0.33226,0.41358,-0.00024528083,0.0021361068,-0.00031124477,0.001421473,3.2981974e-05,0.00035731692,-0.0002782628,0.0017787899
0.39835,0.41358,0.00017191986,0.0032693262,-0.0010605014,0.0020767627,0.00061621063,0.00059628172,-0.00044429078,0.0026730443
0.46445,0.41358,0.00074230594,0.0045450153,-0.0020506263,0.0029934361,0.0013964662,0.00077578961,-0.00065416016,0.0037692257
0.53055,0.41358,0.0014604703,0.0058293273,-0.0033159084,0.0041314396,0.0023881893,0.00084894383,-0.00092771905,0.0049803834
0.59664,0.41358,0.0021572311,0.0063324291,-0.0046994006,0.0050511379,0.0034283157,0.00064064562,-0.0012710848,0.0056917835
0.66274,0.41358,0.0027296916,0.0063448339,-0.0060255849,0.0056846919,0.004377638,0.00033007096,-0.0016479467,0.0060147629
0.72884,0.41358,0.0029655439,0.0054014018,-0.0071283104,0.0059449621,0.0050469274,-0.00027178018,-0.0020813833,0.0056731822
0.79493,0.41358,0.0022875606,0.0022666317,-0.0072390405,0.0049901255,0.0047633005,-0.0013617469,-0.0024757399,0.0036283787
0.86103,0.41358,0.0010637047,-0.0017061813,-0.0063893003,0.0034997968,0.0037265024,-0.0026029891,-0.0026627979,0.00089680776
0.92713,0.41358,-0.00034238977,-0.0054475856,-0.0050764279,0.0021683087,0.0023670192,-0.003807947,-0.0027094088,-0.0016396384
0.99323,0.41358,-0.0017524237,-0.0078606131,-0.0032654188,0.0016720722,0.00075649755,-0.0047663427,-0.0025089213,-0.0030942704
1.05932,0.41358,-0.0028213945,-0.009047281,-0.0015357266,0.0020802771,-0.00064283394,-0.0055637788,-0.0021785605,-0.003483502
1.12542,0.41358,-0.0032976959,-0.0085246367,-0.00016237593,0.0033383013,-0.00156766,-0.0059314691,-0.0017300359,-0.0025931676
1.19152,0.41358,-0.002937258,-0.005745145,0.00054994063,0.0053270468,-0.0017435993,-0.0055360962,-0.0011936587,-0.00020904909
1.25761,0.41358,-0.0022282596,-0.0023635568,0.00083429419,0.0074161035,-0.0015312769,-0.00488983,-0.00069698272,0.0025262735
1.32371,0.41358,-0.001392882,0.00052081863,0.00065306481,0.0084179156,-0.0010229733,-0.0039485483,-0.00036990858,0.0044693672
1.38981,0.41358,-0.00062563427,0.0021874809,0.00031849905,0.0080812247,-0.00047206666,-0.0029468718,-0.00015356761,0.0051343529
1.45591,0.41358,-3.9148905e-05,0.0031561411,3.4967998e-05,0.007366783,-3.7058453e-05,-0.0021053208,-2.0904536e-06,0.0052614622
1.52200,0.41358,0.00022748468,0.0033145144,-0.00016828827,0.0061927596,0.00019788647,-0.0014391226,2.9598203e-05,0.0047536371
1.58810,0.41358,0.0003349747,0.0028811318,-0.00027274463,0.0048470637,0.00030385965,-0.00098296592,3.1115036e-05,0.0038640979
1.65420,0.41358,0.00039824605,0.0024223297,-0.00034140237,0.0036710424,0.00036982421,-0.00062435633,2.842184e-05,0.0030466861
1.72029,0.41358,0.00042028746,0.0020254788,-0.00037878487,0.0027685184,0.00039953616,-0.00037151983,2.0751293e-05,0.0023969985
1.78639,0.41358,0.00040359877,0.0016399829,-0.0003794427,0.0020671966,0.00039152073,-0.00021360687,1.2078031e-05,0.0018535898
1.85249,0.41358,0.00037817279,0.0012684813,-0.00036638047,0.0014392483,0.00037227664,-8.5383537e-05,5.8961596e-06,0.0013538648
1.91859,0.41358,0.00035160754,0.00095796149,-0.00034516491,0.00094513892,0.00034838624,6.4112828e-06,3.2213138e-06,0.0009515502
1.98468,0.41358,0.00032605958,0.00075541955,-0.0003194474,0.0006208907,0.00032275351,6.7264424e-05,3.3060933e-06,0.00068815512
2.05078,0.41358,0.00030231907,0.00058391882,-0.0002925538,0.00034090396,0.00029743643,0.00012150743,4.8826332e-06,0.00046241138
2.11688,0.41358,0.00027955949,0.00044883363,-0.00026388589,0.00011780047,0.00027172267,0.00016551657,7.836803e-06,0.00028331706
2.18297,0.41358,0.00025881847,0.00037282385,-0.00023304849,-2.1454805e-05,0.00024593348,0.00019713934,1.2884993e-05,0.00017568452
2.24907,0.41358,0.00024191433,0.00032708084,-0.00020341635,-0.00013431956,0.00022266535,0.0002307002,1.924899e-05,9.6380638e-05
2.31517,0.41358,0.00022686401,0.00030072793,-0.00017475981,-0.00021783341,0.00020081192,0.00025928067,2.6052097e-05,4.144726e-05
2.38127,0.41358,0.00021431119,0.0002879737,-0.0001479184,-0.00025397399,0.0001811148,0.00027097383,3.3196397e-05,1.6999853e-05
2.44736,0.41358,0.00020768394,0.0002902807,-0.00012343194,-0.0002734467,0.00016555794,0.0002818637,4.2126005e-05,8.4170024e-06
2.51346,0.41358,0.00020382424,0.00029139433,-0.00010217904,-0.00027812237,0.00015300165,0.00028475834,5.0822597e-05,6.6359789e-06
2.57956,0.41358,0.00020180398,0.00027312286,-8.4407598e-05,-0.00025345839,0.00014310579,0.00026329063,5.8698191e-05,9.8322344e-06
2.64565,0.41358,0.00020707333,0.00024744906,-6.9879214e-05,-0.00022128722,0.00013847627,0.00023436814,6.8597059e-05,1.308092e-05
2.71175,0.41358,0.00021483301,0.00020977769,-5.8420213e-05,-0.00017808998,0.00013662661,0.00019393384,7.8206402e-05,1.5843856e-05
2.77785,0.41358,0.00022300245,0.00015006099,-5.0186045e-05,-0.00011233338,0.00013659424,0.00013119719,8.6408203e-05,1.8863808e-05
2.84394,0.41358,0.00023491458,9.46379e-05,-4.4735873e-05,-4.6549692e-05,0.00013982522,7.05938e-05,9.5089352e-05,2.4044104e-05
2.91004,0.41358,0.00024805308,4.8877246e-05,-4.1554606e-05,1.4946309e-05,0.00014480384,1.6965469e-05,0.00010324924,3.1911779e-05
2.97614,0.41358,0.00025820782,1.971812e-05,-3.9787057e-05,6.4855783e-05,0.00014899744,-2.2568831e-05,0.00010921038,4.2286953e-05
3.04224,0.41358,0.00026610834,1.0740074e-05,-3.882005e-05,9.1530608e-05,0.0001524642,-4.0395265e-05,0.00011364414,5.1135343e-05
3.10833,0.41358,0.00027054973,8.2699962e-06,-3.7784132e-05,0.00010664306,0.00015416693,-4.9186532e-05,0.0001163828,5.7456531e-05
3.17443,0.41358,0.00026875277,1.5113846e-05,-3.6055539e-05,0.00010687101,0.00015240416,-4.5878583e-05,0.00011634862,6.0992428e-05
3.24053,0.41358,0.00026624714,2.3970986e-05,-3.5211044e-05,0.00010357467,0.00015072909,-3.9801842e-05,0.00011551805,6.377283e-05
3.30662,0.41358,0.00025682626,3.146673e-05,-3.3551947e-05,9.2764727e-05,0.0001451891,-3.0648996e-05,0.00011163716,6.2115731e-05
3.37272,0.41358,0.00024042651,4.0351064e-05,-3.0781586e-05,7.4707641e-05,0.00013560404,-1.7178289e-05,0.00010482247,5.7529352e-05
3.43882,0.41358,0.00022465379,4.9867296e-05,-2.9154135e-05,5.7568071e-05,0.00012690396,-3.8503877e-06,9.7749828e-05,5.3717682e-05
3.50492,0.41358,0.00020559557,5.9066082e-05,-2.706767e-05,3.9806109e-05,0.00011633162,9.6299864e-06,8.9263951e-05,4.9436094e-05
3.57101,0.41358,0.00017959817,6.8706504e-05,-2.2425716e-05,2.1380074e-05,0.00010101194,2.3663215e-05,7.8586221e-05,4.5043289e-05
3.63711,0.41358,0.00015399177,8.3289451e-05,-1.7342358e-05,6.6842927e-06,8.5667067e-05,3.830258e-05,6.8324705e-05,4.4986871e-05
3.70321,0.41358,0.00013465484,9.897969e-05,-1.7378039e-05,-4.892046e-06,7.601644e-05,5.1935869e-05,5.8638398e-05,4.7043821e-05
3.76930,0.41358,0.00011415296,0.00010642986,-2.0654747e-05,-1.368124e-05,6.7403853e-05,6.0055547e-05,4.6749105e-05,4.6374309e-05
3.83540,0.41358,9.9367906e-05,0.00011304766,-2.9508825e-05,-1.8352121e-05,6.4438369e-05,6.5699889e-05,3.4929541e-05,4.734777e-05
3.90150,0.41358,9.8140103e-05,0.00011709661,-4.915633e-05,-1.9258065e-05,7.3648218e-05,6.8177338e-05,2.4491887e-05,4.8919275e-05
-3.96406,0.45771,-0.030447327,-0.029532557,0.003846627,0.0054140524,-0.017146977,-0.017473305,-0.01330035,-0.012059253
-3.89796,0.45771,-0.040943198,-0.039988682,0.0053459294,0.007339594,-0.023144564,-0.023664137,-0.017798634,-0.016324544
-3.83186,0.45771,-0.052127611,-0.051097151,0.007539263,0.010061451,-0.029833436,-0.030579301,-0.022294175,-0.02051785
-3.76577,0.45771,-0.067842416,-0.066823632,0.010411699,0.013601573,-0.039127059,-0.040212601,-0.028715359,-0.02661103
-3.69967,0.45771,-0.089708969,-0.088844545,0.014167647,0.018210152,-0.051938307,-0.053527348,-0.037770662,-0.035317197
-3.63357,0.45771,-0.11128568,-0.11054471,0.019206176,0.024215091,-0.065245926,-0.067379899,-0.046039753,-0.043164812
-3.56747,0.45771,-0.13972716,-0.139301,0.025483295,0.031614173,-0.082605228,-0.085457586,-0.057121933,-0.053843416
-3.50138,0.45771,-0.17676285,-0.17697558,0.033135831,0.040621463,-0.10494934,-0.10879852,-0.071813509,-0.068177059
-3.43528,0.45771,-0.21056218,-0.2114221,0.042126819,0.050976168,-0.1263445,-0.13119914,-0.084217682,-0.080222964
-3.36918,0.45771,-0.24876314,-0.25058609,0.05355696,0.06386286,-0.15116005,-0.15722448,-0.09760309,-0.093361616
-3.30309,0.45771,-0.29108676,-0.29443547,0.066607498,0.078557268,-0.17884713,-0.18649638,-0.11223963,-0.1079391
-3.23699,0.45771,-0.32170397,-0.32665849,0.080298886,0.093803041,-0.20100144,-0.21023077,-0.12070254,-0.11642772
-3.17089,0.45771,-0.34759298,-0.35417107,0.095651127,0.11010562,-0.22162205,-0.23213834,-0.12597093,-0.12203272
-3.10479,0.45771,-0.36362058,-0.3722221,0.11027059,0.12547402,-0.23694558,-0.24884805,-0.12667499,-0.12337404
-3.03870,0.45771,-0.35870793,-0.36889821,0.12382457,0.13932778,-0.24126625,-0.25411299,-0.11744168,-0.11478522
