x_A,y_A,charge_total_Al16,charge_total_undoped,magnetization_Al16,magnetization_undoped,spin_down_Al16,spin_down_undoped,spin_up_Al16,spin_up_undoped
-1.25408,-1.30776,0.0022608731,0.0057831644,-0.00017595859,0.0051361904,0.0012184158,0.00032348698,0.0010424573,0.0054596774
-1.18798,-1.30776,0.0016779058,0.0055598253,0.00029526491,0.0067292931,0.00069132046,-0.00058473391,0.00098658539,0.006144559
-1.12188,-1.30776,0.0012611161,0.0054597235,0.00059714314,0.0075830123,0.00033198649,-0.0010616444,0.00092912966,0.0065213679
-1.05578,-1.30776,0.00098856585,0.0058320803,0.00082146242,0.0086817062,8.3551713e-05,-0.0014248129,0.00090501411,0.0072568934
-0.98969,-1.30776,0.00086374028,0.0063937074,0.00086597743,0.0092734713,-1.1185766e-06,-0.001439882,0.00086485886,0.0078335889
-0.92359,-1.30776,0.00081962766,0.0066897203,0.00077215245,0.0091416631,2.3737608e-05,-0.0012259714,0.00079589005,0.0079156915
-0.85749,-1.30776,0.00088944641,0.0070279152,0.0005466661,0.0085194008,0.00017139016,-0.00074574281,0.00071805622,0.0077736583
-0.79140,-1.30776,0.0010325194,0.007448528,0.00022175927,0.0077654389,0.00040538007,-0.00015845546,0.00062713935,0.0076069832
-0.72530,-1.30776,0.0010979383,0.0073224977,-1.1099758e-06,0.0069961236,0.00054952415,0.00016318704,0.00054841413,0.0071593104
-0.65920,-1.30776,0.0011487802,0.006784861,-0.00019767061,0.0058267908,0.00067322544,0.00047903508,0.00047555481,0.0063058259
-0.59310,-1.30776,0.0011620541,0.0061141588,-0.00037532041,0.0047261384,0.00076868729,0.00069401017,0.00039336685,0.0054201484
-0.52701,-1.30776,0.0010854864,0.0053978618,-0.00041986548,0.0040647849,0.00075267593,0.00066653849,0.00033281045,0.0047313236
-0.46091,-1.30776,0.00096789916,0.0044602477,-0.00039553613,0.0032685217,0.00068171765,0.00059586298,0.00028618152,0.0038643847
-0.39481,-1.30776,0.00080754352,0.0034554831,-0.00031306481,0.0025753572,0.00056030415,0.00044006296,0.00024723937,0.0030154202
-0.32872,-1.30776,0.00062652928,0.0026798802,-0.00020256871,0.0022244609,0.00041454899,0.00022770965,0.00021198028,0.0024521705
-0.26262,-1.30776,0.00044087842,0.0019209196,-6.9004898e-05,0.0018475374,0.00025494167,3.6691141e-05,0.00018593676,0.0018842285
-0.19652,-1.30776,0.00026735914,0.0012840169,6.1651946e-05,0.0015344452,0.00010285359,-0.00012521417,0.00016450555,0.001409231
-0.13042,-1.30776,0.0001243234,0.00082775444,0.00015012936,0.0013653708,-1.290298e-05,-0.00026880819,0.00013722638,0.0010965626
-0.06433,-1.30776,4.0718078e-06,0.0004420476,0.00022637809,0.0011921817,-0.00011115315,-0.00037506706,0.00011522495,0.00081711466
0.00177,-1.30776,-8.9304885e-05,0.00015936971,0.0002839317,0.0010388667,-0.0001866183,-0.00043974849,9.7313408e-05,0.00059911818
0.06787,-1.30776,-0.00014455288,-6.7140481e-06,0.00030446722,0.00091949245,-0.00022451005,-0.00046310324,7.9957172e-05,0.00045638921
0.13396,-1.30776,-0.00017808733,-0.00012899413,0.00030877365,0.00078444858,-0.00024343049,-0.00045672135,6.5343163e-05,0.00032772723
0.20006,-1.30776,-0.00019056453,-0.00019557784,0.0002987725,0.00066139025,-0.00024466851,-0.00042848405,5.4103984e-05,0.0002329062
0.26616,-1.30776,-0.0001796257,-0.00021172091,0.00026903884,0.00055961823,-0.00022433227,-0.00038566958,4.4706569e-05,0.00017394866
0.33226,-1.30776,-0.00014447742,-0.00020285603,0.00021715023,0.00044283204,-0.00018081383,-0.00032284402,3.6336402e-05,0.00011998801
0.39835,-1.30776,-0.00010248794,-0.00017705683,0.00016100689,0.00033704197,-0.00013174741,-0.0002570494,2.9259474e-05,7.9992569e-05
0.46445,-1.30776,-5.9334707e-05,-0.00014543116,0.00010483013,0.00025523605,-8.2082421e-05,-0.0002003336,2.2747714e-05,5.4902448e-05
0.53055,-1.30776,8.8241159e-06,-9.5060896e-05,2.3148654e-05,0.00016438939,-7.162269e-06,-0.00012972514,1.5986385e-05,3.4664248e-05
0.59664,-1.30776,7.2202318e-05,-4.1908788e-05,-5.4191096e-05,8.2313367e-05,6.3196705e-05,-6.2111081e-05,9.005611e-06,2.0202289e-05
0.66274,-1.30776,0.00012054727,6.4876508e-06,-0.0001174788,1.5809032e-05,0.00011901303,-4.6606901e-06,1.5342339e-06,1.1148341e-05
0.72884,-1.30776,0.00017352076,5.7735648e-05,-0.00018775617,-5.1725248e-05,0.00018063847,5.4730448e-05,-7.1177055e-06,3.0051997e-06
0.79493,-1.30776,0.00021890734,0.00010309422,-0.00025298959,-0.00011157644,0.00023594846,0.00010733533,-1.7041122e-05,-4.2411084e-06
0.86103,-1.30776,0.00023544072,0.00013326768,-0.00029208863,-0.00015481657,0.00026376467,0.00014404213,-2.8323957e-05,-1.0774449e-05
0.92713,-1.30776,0.00023624218,0.00015644146,-0.00031810655,-0.00019276478,0.00027717437,0.00017460312,-4.0932187e-05,-1.8161663e-05
0.99323,-1.30776,0.00022785377,0.00017223351,-0.00033720248,-0.00022373436,0.00028252811,0.00019798393,-5.4674354e-05,-2.5750422e-05
1.05932,-1.30776,0.0001992894,0.00017475244,-0.00034280494,-0.00024307489,0.00027104717,0.00020891367,-7.1757771e-05,-3.4161225e-05
