system	state	energy_eV_rel_EF	spin	site_role	atom_index	element	orbital	dos	source_file
Al16	*OH	-0.44016	down	Coact	16	Co	dyz	1.199e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.44016	up	Coact	16	Co	dz2	0.004665	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.44016	down	Coact	16	Co	dz2	1.301e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.44016	up	Coact	16	Co	dxz	0.283	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.44016	down	Coact	16	Co	dxz	-0.0007499	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.44016	up	Coact	16	Co	dx2-y2	0.219	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.44016	down	Coact	16	Co	dx2-y2	-5.055e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.33016	up	Coact	16	Co	dxy	0.09395	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.33016	down	Coact	16	Co	dxy	-0.000336	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.33016	up	Coact	16	Co	dyz	0.407	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.33016	down	Coact	16	Co	dyz	-1.739e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.33016	up	Coact	16	Co	dz2	0.002895	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.33016	down	Coact	16	Co	dz2	2.173e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.33016	up	Coact	16	Co	dxz	0.188	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.33016	down	Coact	16	Co	dxz	-0.001424	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.33016	up	Coact	16	Co	dx2-y2	0.1366	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.33016	down	Coact	16	Co	dx2-y2	-0.00011	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.21916	up	Coact	16	Co	dxy	0.01664	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.21916	down	Coact	16	Co	dxy	0.001073	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.21916	up	Coact	16	Co	dyz	0.07175	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.21916	down	Coact	16	Co	dyz	8.647e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.21916	up	Coact	16	Co	dz2	0.0005461	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.21916	down	Coact	16	Co	dz2	1.63e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.21916	up	Coact	16	Co	dxz	0.04083	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.21916	down	Coact	16	Co	dxz	0.004393	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.21916	up	Coact	16	Co	dx2-y2	0.022	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.21916	down	Coact	16	Co	dx2-y2	0.0003765	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.10916	up	Coact	16	Co	dxy	-0.006756	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.10916	down	Coact	16	Co	dxy	0.005194	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.10916	up	Coact	16	Co	dyz	-0.02531	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.10916	down	Coact	16	Co	dyz	0.0004107	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.10916	up	Coact	16	Co	dz2	-0.0001952	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.10916	down	Coact	16	Co	dz2	5.905e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.10916	up	Coact	16	Co	dxz	-0.01069	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.10916	down	Coact	16	Co	dxz	0.02133	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.10916	up	Coact	16	Co	dx2-y2	-0.009282	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	-0.10916	down	Coact	16	Co	dx2-y2	0.001808	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.00084	up	Coact	16	Co	dxy	-0.003151	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.00084	down	Coact	16	Co	dxy	0.00707	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.00084	up	Coact	16	Co	dyz	-0.0124	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.00084	down	Coact	16	Co	dyz	0.0005598	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.00084	up	Coact	16	Co	dz2	-9.7e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.00084	down	Coact	16	Co	dz2	7.865e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.00084	up	Coact	16	Co	dxz	-0.006197	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.00084	down	Coact	16	Co	dxz	0.02903	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.00084	up	Coact	16	Co	dx2-y2	-0.00414	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.00084	down	Coact	16	Co	dx2-y2	0.002461	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.11084	up	Coact	16	Co	dxy	-0.0004612	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.11084	down	Coact	16	Co	dxy	0.003543	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.11084	up	Coact	16	Co	dyz	-0.00221	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.11084	down	Coact	16	Co	dyz	0.0002809	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.11084	up	Coact	16	Co	dz2	-1.523e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.11084	down	Coact	16	Co	dz2	3.933e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.11084	up	Coact	16	Co	dxz	-0.001104	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.11084	down	Coact	16	Co	dxz	0.01455	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.11084	up	Coact	16	Co	dx2-y2	-0.0006565	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.11084	down	Coact	16	Co	dx2-y2	0.001233	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.22184	up	Coact	16	Co	dxy	-4.696e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.22184	down	Coact	16	Co	dxy	0.0002019	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.22184	up	Coact	16	Co	dyz	-0.0002886	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.22184	down	Coact	16	Co	dyz	1.608e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.22184	up	Coact	16	Co	dz2	-1.586e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.22184	down	Coact	16	Co	dz2	2.197e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.22184	up	Coact	16	Co	dxz	-0.0001476	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.22184	down	Coact	16	Co	dxz	0.0008279	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.22184	up	Coact	16	Co	dx2-y2	-7.633e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.22184	down	Coact	16	Co	dx2-y2	7.018e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.33184	up	Coact	16	Co	dxy	-1.365e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.33184	down	Coact	16	Co	dxy	-0.000342	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.33184	up	Coact	16	Co	dyz	-4.581e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.33184	down	Coact	16	Co	dyz	-2.71e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.33184	up	Coact	16	Co	dz2	-3.883e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.33184	down	Coact	16	Co	dz2	-3.82e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.33184	up	Coact	16	Co	dxz	-3.206e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.33184	down	Coact	16	Co	dxz	-0.001404	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.33184	up	Coact	16	Co	dx2-y2	-1.513e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.33184	down	Coact	16	Co	dx2-y2	-0.0001191	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.44184	up	Coact	16	Co	dxy	-3.625e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.44184	down	Coact	16	Co	dxy	-0.0001031	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.44184	up	Coact	16	Co	dyz	-7.048e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.44184	down	Coact	16	Co	dyz	-8.179e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.44184	up	Coact	16	Co	dz2	-1.043e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.44184	down	Coact	16	Co	dz2	-1.149e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.44184	up	Coact	16	Co	dxz	-6.833e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.44184	down	Coact	16	Co	dxz	-0.0004233	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.44184	up	Coact	16	Co	dx2-y2	-2.944e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.44184	down	Coact	16	Co	dx2-y2	-3.589e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.55284	up	Coact	16	Co	dxy	-4.957e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.55284	down	Coact	16	Co	dxy	-1.207e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.55284	up	Coact	16	Co	dyz	-7.044e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.55284	down	Coact	16	Co	dyz	-9.579e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.55284	up	Coact	16	Co	dz2	-1.512e-08	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.55284	down	Coact	16	Co	dz2	-1.342e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.55284	up	Coact	16	Co	dxz	-8.753e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.55284	down	Coact	16	Co	dxz	-4.953e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.55284	up	Coact	16	Co	dx2-y2	-3.281e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.55284	down	Coact	16	Co	dx2-y2	-4.199e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.66284	up	Coact	16	Co	dxy	-3.552e-08	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.66284	down	Coact	16	Co	dxy	-6.8e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.66284	up	Coact	16	Co	dyz	-4.024e-08	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.66284	down	Coact	16	Co	dyz	-5.446e-08	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.66284	up	Coact	16	Co	dz2	-1.141e-09	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.66284	down	Coact	16	Co	dz2	-1.24e-08	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.66284	up	Coact	16	Co	dxz	-6.173e-08	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.66284	down	Coact	16	Co	dxz	-2.778e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.66284	up	Coact	16	Co	dx2-y2	-1.97e-08	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.66284	down	Coact	16	Co	dx2-y2	-2.442e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.77284	up	Coact	16	Co	dxy	-1.367e-09	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.77284	down	Coact	16	Co	dxy	-2.503e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.77284	up	Coact	16	Co	dyz	-1.282e-09	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.77284	down	Coact	16	Co	dyz	-6.128e-08	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.77284	up	Coact	16	Co	dz2	-4.565e-11	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.77284	down	Coact	16	Co	dz2	-4.29e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.77284	up	Coact	16	Co	dxz	-2.371e-09	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.77284	down	Coact	16	Co	dxz	-9.596e-08	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.77284	up	Coact	16	Co	dx2-y2	-6.438e-10	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.77284	down	Coact	16	Co	dx2-y2	-7.766e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.88384	up	Coact	16	Co	dxy	-2.851e-11	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.88384	down	Coact	16	Co	dxy	-1.123e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.88384	up	Coact	16	Co	dyz	-2.271e-11	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.88384	down	Coact	16	Co	dyz	-2.786e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.88384	up	Coact	16	Co	dz2	-9.782e-13	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.88384	down	Coact	16	Co	dz2	-1.983e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.88384	up	Coact	16	Co	dxz	-4.955e-11	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.88384	down	Coact	16	Co	dxz	-9.879e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.88384	up	Coact	16	Co	dx2-y2	-1.157e-11	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.88384	down	Coact	16	Co	dx2-y2	-3.582e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.99384	up	Coact	16	Co	dxy	-3.234e-13	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.99384	down	Coact	16	Co	dxy	-0.0002927	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.99384	up	Coact	16	Co	dyz	-2.235e-13	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.99384	down	Coact	16	Co	dyz	-6.769e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.99384	up	Coact	16	Co	dz2	-1.129e-14	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.99384	down	Coact	16	Co	dz2	-0.0004742	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.99384	up	Coact	16	Co	dxz	-5.632e-13	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.99384	down	Coact	16	Co	dxz	-3.338e-05	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.99384	up	Coact	16	Co	dx2-y2	-1.149e-13	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	0.99384	down	Coact	16	Co	dx2-y2	-0.0008661	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.10384	up	Coact	16	Co	dxy	-1.999e-15	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.10384	down	Coact	16	Co	dxy	-0.004026	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.10384	up	Coact	16	Co	dyz	-1.225e-15	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.10384	down	Coact	16	Co	dyz	-0.0008286	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.10384	up	Coact	16	Co	dz2	-8.059e-17	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.10384	down	Coact	16	Co	dz2	-0.005637	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.10384	up	Coact	16	Co	dxz	-3.483e-15	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.10384	down	Coact	16	Co	dxz	-0.00062	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.10384	up	Coact	16	Co	dx2-y2	-6.328e-16	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.10384	down	Coact	16	Co	dx2-y2	-0.01051	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.21384	up	Coact	16	Co	dxy	-1.16e-15	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.21384	down	Coact	16	Co	dxy	-0.02782	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.21384	up	Coact	16	Co	dyz	-1.383e-15	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.21384	down	Coact	16	Co	dyz	-0.004668	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.21384	up	Coact	16	Co	dz2	-3.203e-15	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.21384	down	Coact	16	Co	dz2	-0.02979	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.21384	up	Coact	16	Co	dxz	-1.181e-15	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.21384	down	Coact	16	Co	dxz	-0.005951	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.21384	up	Coact	16	Co	dx2-y2	-4.471e-16	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.21384	down	Coact	16	Co	dx2-y2	-0.05815	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.32484	up	Coact	16	Co	dxy	-1.97e-13	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.32484	down	Coact	16	Co	dxy	-0.07763	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.32484	up	Coact	16	Co	dyz	-2.347e-13	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.32484	down	Coact	16	Co	dyz	-0.007654	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.32484	up	Coact	16	Co	dz2	-5.449e-13	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.32484	down	Coact	16	Co	dz2	-0.03654	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.32484	up	Coact	16	Co	dxz	-1.978e-13	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.32484	down	Coact	16	Co	dxz	-0.02512	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.32484	up	Coact	16	Co	dx2-y2	-7.586e-14	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.32484	down	Coact	16	Co	dx2-y2	-0.08864	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.43484	up	Coact	16	Co	dxy	-1.8e-11	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.43484	down	Coact	16	Co	dxy	0.0671	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.43484	up	Coact	16	Co	dyz	-2.136e-11	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.43484	down	Coact	16	Co	dyz	0.02731	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.43484	up	Coact	16	Co	dz2	-4.957e-11	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.43484	down	Coact	16	Co	dz2	0.2119	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.43484	up	Coact	16	Co	dxz	-1.788e-11	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.43484	down	Coact	16	Co	dxz	-0.01165	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.43484	up	Coact	16	Co	dx2-y2	-6.913e-12	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.43484	down	Coact	16	Co	dx2-y2	0.3616	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.54484	up	Coact	16	Co	dxy	-8.716e-10	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.54484	down	Coact	16	Co	dxy	0.8699	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.54484	up	Coact	16	Co	dyz	-1.03e-09	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.54484	down	Coact	16	Co	dyz	0.125	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.54484	up	Coact	16	Co	dz2	-2.388e-09	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.54484	down	Coact	16	Co	dz2	0.761	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.54484	up	Coact	16	Co	dxz	-8.553e-10	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.54484	down	Coact	16	Co	dxz	0.2132	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.54484	up	Coact	16	Co	dx2-y2	-3.337e-10	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.54484	down	Coact	16	Co	dx2-y2	1.549	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.65584	up	Coact	16	Co	dxy	-2.197e-08	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.65584	down	Coact	16	Co	dxy	1.845	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.65584	up	Coact	16	Co	dyz	-2.585e-08	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.65584	down	Coact	16	Co	dyz	0.1768	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.65584	up	Coact	16	Co	dz2	-5.986e-08	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.65584	down	Coact	16	Co	dz2	0.899	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.65584	up	Coact	16	Co	dxz	-2.127e-08	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.65584	down	Coact	16	Co	dxz	0.5672	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.65584	up	Coact	16	Co	dx2-y2	-8.382e-09	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.65584	down	Coact	16	Co	dx2-y2	2.162	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.76584	up	Coact	16	Co	dxy	-2.778e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.76584	down	Coact	16	Co	dxy	1.575	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.76584	up	Coact	16	Co	dyz	-3.261e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.76584	down	Coact	16	Co	dyz	0.09474	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.76584	up	Coact	16	Co	dz2	-7.514e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.76584	down	Coact	16	Co	dz2	0.4041	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.76584	up	Coact	16	Co	dxz	-2.65e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.76584	down	Coact	16	Co	dxz	0.5119	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.76584	up	Coact	16	Co	dx2-y2	-1.056e-07	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.76584	down	Coact	16	Co	dx2-y2	1.285	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.87584	up	Coact	16	Co	dxy	-1.599e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.87584	down	Coact	16	Co	dxy	0.5097	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.87584	up	Coact	16	Co	dyz	-1.89e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.87584	down	Coact	16	Co	dyz	0.06375	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
Al16	*OH	1.87584	up	Coact	16	Co	dz2	-4.264e-06	source_manifest:COHP/PDOS/Al16/*OH/DOSCAR
