system	state	energy_eV_rel_EF	spin	site_role	atom_index	element	orbital	dos	source_file
pristine	*O	-1.45122	up	TDOS	0	all	total	100.1	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-1.45122	down	TDOS	0	all	total	40.69	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-1.34522	up	TDOS	0	all	total	101.5	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-1.34522	down	TDOS	0	all	total	52.66	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-1.23922	up	TDOS	0	all	total	90.87	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-1.23922	down	TDOS	0	all	total	91.64	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-1.13322	up	TDOS	0	all	total	78.45	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-1.13322	down	TDOS	0	all	total	143.8	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-1.02722	up	TDOS	0	all	total	71.06	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-1.02722	down	TDOS	0	all	total	186.5	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.92122	up	TDOS	0	all	total	69.94	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.92122	down	TDOS	0	all	total	200.3	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.81522	up	TDOS	0	all	total	73.98	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.81522	down	TDOS	0	all	total	175.4	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.71022	up	TDOS	0	all	total	76	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.71022	down	TDOS	0	all	total	127	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.60422	up	TDOS	0	all	total	68.81	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.60422	down	TDOS	0	all	total	78.53	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.49822	up	TDOS	0	all	total	58.88	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.49822	down	TDOS	0	all	total	40.48	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.39222	up	TDOS	0	all	total	57.62	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.39222	down	TDOS	0	all	total	17.55	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.28622	up	TDOS	0	all	total	70.63	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.28622	down	TDOS	0	all	total	7.615	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.18022	up	TDOS	0	all	total	93.53	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.18022	down	TDOS	0	all	total	5.748	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.07422	up	TDOS	0	all	total	103.1	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	-0.07422	down	TDOS	0	all	total	9.03	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.03178	up	TDOS	0	all	total	78.77	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.03178	down	TDOS	0	all	total	9.463	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.13778	up	TDOS	0	all	total	36	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.13778	down	TDOS	0	all	total	4.71	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.24378	up	TDOS	0	all	total	7.114	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.24378	down	TDOS	0	all	total	2.053	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.34978	up	TDOS	0	all	total	6.259	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.34978	down	TDOS	0	all	total	3.335	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.45578	up	TDOS	0	all	total	22.1	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
pristine	*O	0.45578	down	TDOS	0	all	total	3.284	source_manifest:COHP/PDOS/pristine/*O/DOSCAR
