system	state	energy_eV_rel_EF	spin	site_role	atom_index	element	orbital	dos	source_file
Al16	*O	-2.54183	down	Coact	16	Co	dyz	0.1685	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.54183	up	Coact	16	Co	dz2	0.04739	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.54183	down	Coact	16	Co	dz2	0.01162	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.54183	up	Coact	16	Co	dxz	0.05598	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.54183	down	Coact	16	Co	dxz	0.006541	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.54183	up	Coact	16	Co	dx2-y2	0.03523	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.54183	down	Coact	16	Co	dx2-y2	0.02216	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.43083	up	Coact	16	Co	dxy	0.05775	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.43083	down	Coact	16	Co	dxy	0.06484	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.43083	up	Coact	16	Co	dyz	0.02171	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.43083	down	Coact	16	Co	dyz	0.2753	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.43083	up	Coact	16	Co	dz2	0.05536	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.43083	down	Coact	16	Co	dz2	0.04734	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.43083	up	Coact	16	Co	dxz	0.09822	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.43083	down	Coact	16	Co	dxz	0.02364	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.43083	up	Coact	16	Co	dx2-y2	0.04879	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.43083	down	Coact	16	Co	dx2-y2	0.06046	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.32083	up	Coact	16	Co	dxy	0.04963	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.32083	down	Coact	16	Co	dxy	0.1685	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.32083	up	Coact	16	Co	dyz	0.01208	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.32083	down	Coact	16	Co	dyz	0.204	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.32083	up	Coact	16	Co	dz2	0.04064	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.32083	down	Coact	16	Co	dz2	0.1094	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.32083	up	Coact	16	Co	dxz	0.07807	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.32083	down	Coact	16	Co	dxz	0.02158	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.32083	up	Coact	16	Co	dx2-y2	0.03569	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.32083	down	Coact	16	Co	dx2-y2	0.1246	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.20983	up	Coact	16	Co	dxy	0.03181	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.20983	down	Coact	16	Co	dxy	0.3358	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.20983	up	Coact	16	Co	dyz	0.003354	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.20983	down	Coact	16	Co	dyz	0.1111	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.20983	up	Coact	16	Co	dz2	0.0209	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.20983	down	Coact	16	Co	dz2	0.209	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.20983	up	Coact	16	Co	dxz	0.02883	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.20983	down	Coact	16	Co	dxz	0.01818	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.20983	up	Coact	16	Co	dx2-y2	0.01381	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.20983	down	Coact	16	Co	dx2-y2	0.1994	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.09983	up	Coact	16	Co	dxy	0.01942	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.09983	down	Coact	16	Co	dxy	0.5595	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.09983	up	Coact	16	Co	dyz	0.001093	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.09983	down	Coact	16	Co	dyz	0.1157	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.09983	up	Coact	16	Co	dz2	0.0104	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.09983	down	Coact	16	Co	dz2	0.4173	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.09983	up	Coact	16	Co	dxz	0.008564	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.09983	down	Coact	16	Co	dxz	0.03443	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.09983	up	Coact	16	Co	dx2-y2	0.006087	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-2.09983	down	Coact	16	Co	dx2-y2	0.2781	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.98883	up	Coact	16	Co	dxy	0.01434	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.98883	down	Coact	16	Co	dxy	0.5988	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.98883	up	Coact	16	Co	dyz	0.003259	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.98883	down	Coact	16	Co	dyz	0.1332	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.98883	up	Coact	16	Co	dz2	0.007182	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.98883	down	Coact	16	Co	dz2	0.6579	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.98883	up	Coact	16	Co	dxz	0.007267	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.98883	down	Coact	16	Co	dxz	0.08317	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.98883	up	Coact	16	Co	dx2-y2	0.006985	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.98883	down	Coact	16	Co	dx2-y2	0.3148	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.87883	up	Coact	16	Co	dxy	0.0123	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.87883	down	Coact	16	Co	dxy	0.3327	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.87883	up	Coact	16	Co	dyz	0.006502	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.87883	down	Coact	16	Co	dyz	0.09466	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.87883	up	Coact	16	Co	dz2	0.006173	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.87883	down	Coact	16	Co	dz2	0.6683	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.87883	up	Coact	16	Co	dxz	0.006523	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.87883	down	Coact	16	Co	dxz	0.1308	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.87883	up	Coact	16	Co	dx2-y2	0.007313	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.87883	down	Coact	16	Co	dx2-y2	0.2475	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.76783	up	Coact	16	Co	dxy	0.009601	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.76783	down	Coact	16	Co	dxy	0.0765	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.76783	up	Coact	16	Co	dyz	0.007533	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.76783	down	Coact	16	Co	dyz	0.03849	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.76783	up	Coact	16	Co	dz2	0.004359	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.76783	down	Coact	16	Co	dz2	0.4079	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.76783	up	Coact	16	Co	dxz	0.004391	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.76783	down	Coact	16	Co	dxz	0.1234	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.76783	up	Coact	16	Co	dx2-y2	0.005376	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.76783	down	Coact	16	Co	dx2-y2	0.122	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.65783	up	Coact	16	Co	dxy	0.00704	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.65783	down	Coact	16	Co	dxy	-0.003373	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.65783	up	Coact	16	Co	dyz	0.006582	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.65783	down	Coact	16	Co	dyz	0.0114	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.65783	up	Coact	16	Co	dz2	0.002562	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.65783	down	Coact	16	Co	dz2	0.1339	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.65783	up	Coact	16	Co	dxz	0.002404	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.65783	down	Coact	16	Co	dxz	0.07111	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.65783	up	Coact	16	Co	dx2-y2	0.003415	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.65783	down	Coact	16	Co	dx2-y2	0.02993	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.54683	up	Coact	16	Co	dxy	0.008405	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.54683	down	Coact	16	Co	dxy	-0.006182	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.54683	up	Coact	16	Co	dyz	0.006112	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.54683	down	Coact	16	Co	dyz	0.00284	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.54683	up	Coact	16	Co	dz2	0.001722	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.54683	down	Coact	16	Co	dz2	0.01022	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.54683	up	Coact	16	Co	dxz	0.001426	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.54683	down	Coact	16	Co	dxz	0.02022	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.54683	up	Coact	16	Co	dx2-y2	0.003783	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.54683	down	Coact	16	Co	dx2-y2	-0.002498	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.43583	up	Coact	16	Co	dxy	0.01426	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.43583	down	Coact	16	Co	dxy	-0.001853	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.43583	up	Coact	16	Co	dyz	0.005691	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.43583	down	Coact	16	Co	dyz	-0.0002883	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.43583	up	Coact	16	Co	dz2	0.001078	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.43583	down	Coact	16	Co	dz2	-0.0103	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.43583	up	Coact	16	Co	dxz	0.0007747	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.43583	down	Coact	16	Co	dxz	-0.001622	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.43583	up	Coact	16	Co	dx2-y2	0.005388	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.43583	down	Coact	16	Co	dx2-y2	-0.003983	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.32583	up	Coact	16	Co	dxy	0.01675	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.32583	down	Coact	16	Co	dxy	5.195e-07	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.32583	up	Coact	16	Co	dyz	0.004445	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.32583	down	Coact	16	Co	dyz	-0.0002807	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.32583	up	Coact	16	Co	dz2	0.0008633	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.32583	down	Coact	16	Co	dz2	-0.004307	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.32583	up	Coact	16	Co	dxz	0.002124	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.32583	down	Coact	16	Co	dxz	-0.002654	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.32583	up	Coact	16	Co	dx2-y2	0.004921	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.32583	down	Coact	16	Co	dx2-y2	-0.001011	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.21483	up	Coact	16	Co	dxy	0.01315	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.21483	down	Coact	16	Co	dxy	0.0004652	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.21483	up	Coact	16	Co	dyz	0.004162	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.21483	down	Coact	16	Co	dyz	0.0002325	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.21483	up	Coact	16	Co	dz2	0.005	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.21483	down	Coact	16	Co	dz2	-0.0004586	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.21483	up	Coact	16	Co	dxz	0.01264	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.21483	down	Coact	16	Co	dxz	-0.0005512	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.21483	up	Coact	16	Co	dx2-y2	0.002732	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.21483	down	Coact	16	Co	dx2-y2	6.972e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.10483	up	Coact	16	Co	dxy	0.01104	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.10483	down	Coact	16	Co	dxy	0.0003535	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.10483	up	Coact	16	Co	dyz	0.004537	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.10483	down	Coact	16	Co	dyz	0.0002689	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.10483	up	Coact	16	Co	dz2	0.01267	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.10483	down	Coact	16	Co	dz2	0.0001536	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.10483	up	Coact	16	Co	dxz	0.02702	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.10483	down	Coact	16	Co	dxz	6.104e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.10483	up	Coact	16	Co	dx2-y2	0.00152	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-1.10483	down	Coact	16	Co	dx2-y2	0.0002288	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.99383	up	Coact	16	Co	dxy	0.008054	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.99383	down	Coact	16	Co	dxy	0.0001273	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.99383	up	Coact	16	Co	dyz	-0.001759	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.99383	down	Coact	16	Co	dyz	0.0001084	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.99383	up	Coact	16	Co	dz2	0.01276	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.99383	down	Coact	16	Co	dz2	7.274e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.99383	up	Coact	16	Co	dxz	0.0185	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.99383	down	Coact	16	Co	dxz	7.17e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.99383	up	Coact	16	Co	dx2-y2	-0.0008335	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.99383	down	Coact	16	Co	dx2-y2	0.0001356	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.88383	up	Coact	16	Co	dxy	0.004638	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.88383	down	Coact	16	Co	dxy	3.14e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.88383	up	Coact	16	Co	dyz	0.001619	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.88383	down	Coact	16	Co	dyz	1.83e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.88383	up	Coact	16	Co	dz2	0.004885	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.88383	down	Coact	16	Co	dz2	4.273e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.88383	up	Coact	16	Co	dxz	0.002498	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.88383	down	Coact	16	Co	dxz	3.677e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.88383	up	Coact	16	Co	dx2-y2	-0.0004276	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.88383	down	Coact	16	Co	dx2-y2	4.309e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.77283	up	Coact	16	Co	dxy	0.0256	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.77283	down	Coact	16	Co	dxy	2.724e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.77283	up	Coact	16	Co	dyz	0.1218	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.77283	down	Coact	16	Co	dyz	8.491e-06	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.77283	up	Coact	16	Co	dz2	0.0005609	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.77283	down	Coact	16	Co	dz2	4.586e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.77283	up	Coact	16	Co	dxz	0.08066	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.77283	down	Coact	16	Co	dxz	3.003e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.77283	up	Coact	16	Co	dx2-y2	0.03702	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.77283	down	Coact	16	Co	dx2-y2	1.879e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.66283	up	Coact	16	Co	dxy	0.07794	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.66283	down	Coact	16	Co	dxy	1.806e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.66283	up	Coact	16	Co	dyz	0.3672	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.66283	down	Coact	16	Co	dyz	2.44e-06	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.66283	up	Coact	16	Co	dz2	0.001303	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.66283	down	Coact	16	Co	dz2	1.996e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.66283	up	Coact	16	Co	dxz	0.2622	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.66283	down	Coact	16	Co	dxz	-2.872e-06	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.66283	up	Coact	16	Co	dx2-y2	0.1163	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.66283	down	Coact	16	Co	dx2-y2	7.522e-06	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.55183	up	Coact	16	Co	dxy	0.1351	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.55183	down	Coact	16	Co	dxy	-1.323e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.55183	up	Coact	16	Co	dyz	0.4537	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.55183	down	Coact	16	Co	dyz	-9.415e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.55183	up	Coact	16	Co	dz2	0.002052	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.55183	down	Coact	16	Co	dz2	-0.0001097	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.55183	up	Coact	16	Co	dxz	0.3581	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.55183	down	Coact	16	Co	dxz	-0.0003409	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.55183	up	Coact	16	Co	dx2-y2	0.1592	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.55183	down	Coact	16	Co	dx2-y2	-8.916e-06	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.44083	up	Coact	16	Co	dxy	0.2104	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.44083	down	Coact	16	Co	dxy	-0.0001485	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.44083	up	Coact	16	Co	dyz	0.3649	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.44083	down	Coact	16	Co	dyz	-0.0007118	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.44083	up	Coact	16	Co	dz2	0.001678	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.44083	down	Coact	16	Co	dz2	-0.000851	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.44083	up	Coact	16	Co	dxz	0.3667	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.44083	down	Coact	16	Co	dxz	-0.002497	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.44083	up	Coact	16	Co	dx2-y2	0.167	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.44083	down	Coact	16	Co	dx2-y2	-7.6e-05	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.33083	up	Coact	16	Co	dxy	0.2214	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.33083	down	Coact	16	Co	dxy	-0.0003691	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.33083	up	Coact	16	Co	dyz	0.2683	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.33083	down	Coact	16	Co	dyz	-0.001737	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.33083	up	Coact	16	Co	dz2	0.001191	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.33083	down	Coact	16	Co	dz2	-0.002075	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.33083	up	Coact	16	Co	dxz	0.3187	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.33083	down	Coact	16	Co	dxz	-0.006071	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.33083	up	Coact	16	Co	dx2-y2	0.1488	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.33083	down	Coact	16	Co	dx2-y2	-0.0001884	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.21983	up	Coact	16	Co	dxy	0.1023	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.21983	down	Coact	16	Co	dxy	0.0007186	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.21983	up	Coact	16	Co	dyz	0.1181	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.21983	down	Coact	16	Co	dyz	0.003382	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.21983	up	Coact	16	Co	dz2	0.0005258	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.21983	down	Coact	16	Co	dz2	0.003991	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.21983	up	Coact	16	Co	dxz	0.1425	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.21983	down	Coact	16	Co	dxz	0.01168	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.21983	up	Coact	16	Co	dx2-y2	0.06764	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.21983	down	Coact	16	Co	dx2-y2	0.000384	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.10983	up	Coact	16	Co	dxy	0.004866	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.10983	down	Coact	16	Co	dxy	0.004714	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.10983	up	Coact	16	Co	dyz	0.005281	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
Al16	*O	-0.10983	down	Coact	16	Co	dyz	0.02237	source_manifest:COHP/PDOS/Al16/*O/DOSCAR
