"system","state","pair_role","atom1_index","atom2_index","distance_A","energy_eV_rel_EF","spin","pCOHP_raw","minus_pCOHP","source_file"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","3.75940","down","0.04931","-0.04931","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","3.80952","up","0.00443","-0.00443","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","3.80952","down","0.02249","-0.02249","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","3.80952","up","0.03458","-0.03458","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","3.80952","down","0.06375","-0.06375","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","3.80952","up","0.13241","-0.13241","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","3.80952","down","0.04097","-0.04097","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","3.85965","up","0.00225","-0.00225","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","3.85965","down","0.02146","-0.02146","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","3.85965","up","0.03772","-0.03772","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","3.85965","down","0.17665","-0.17665","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","3.85965","up","0.11934","-0.11934","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","3.85965","down","0.04099","-0.04099","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","3.90977","up","0.00608","-0.00608","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","3.90977","down","0.06372","-0.06372","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","3.90977","up","0.03062","-0.03062","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","3.90977","down","0.2121","-0.2121","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","3.90977","up","0.09573","-0.09573","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","3.90977","down","0.041","-0.041","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","3.95990","up","0.01204","-0.01204","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","3.95990","down","0.15038","-0.15038","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","3.95990","up","0.03363","-0.03363","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","3.95990","down","0.19809","-0.19809","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","3.95990","up","0.14067","-0.14067","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","3.95990","down","0.06023","-0.06023","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.01003","up","0.01976","-0.01976","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.01003","down","0.21578","-0.21578","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.01003","up","0.04693","-0.04693","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.01003","down","0.19819","-0.19819","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.01003","up","0.10879","-0.10879","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.01003","down","0.05247","-0.05247","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.06015","up","0.02441","-0.02441","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.06015","down","0.17626","-0.17626","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.06015","up","0.0929","-0.0929","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.06015","down","0.26403","-0.26403","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.06015","up","0.0788","-0.0788","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.06015","down","0.07228","-0.07228","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.11028","up","0.01727","-0.01727","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.11028","down","0.10253","-0.10253","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.11028","up","0.16953","-0.16953","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.11028","down","0.45629","-0.45629","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.11028","up","0.08028","-0.08028","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.11028","down","0.13943","-0.13943","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.16040","up","0.02726","-0.02726","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.16040","down","0.14832","-0.14832","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.16040","up","0.20716","-0.20716","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.16040","down","0.53672","-0.53672","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.16040","up","0.06432","-0.06432","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.16040","down","0.16617","-0.16617","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.21053","up","0.02369","-0.02369","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.21053","down","0.14292","-0.14292","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.21053","up","0.22705","-0.22705","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.21053","down","0.47238","-0.47238","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.21053","up","0.04917","-0.04917","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.21053","down","0.17933","-0.17933","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.26065","up","0.01606","-0.01606","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.26065","down","0.1305","-0.1305","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.26065","up","0.23423","-0.23423","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.26065","down","0.34344","-0.34344","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.26065","up","0.03204","-0.03204","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.26065","down","0.18143","-0.18143","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.31078","up","0.02687","-0.02687","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.31078","down","0.17443","-0.17443","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.31078","up","0.35797","-0.35797","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.31078","down","0.34712","-0.34712","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.31078","up","0.05173","-0.05173","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.31078","down","0.18228","-0.18228","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.36090","up","0.02426","-0.02426","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.36090","down","0.19149","-0.19149","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.36090","up","0.60675","-0.60675","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.36090","down","0.48677","-0.48677","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.36090","up","0.06181","-0.06181","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.36090","down","0.2394","-0.2394","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.41103","up","0.02539","-0.02539","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.41103","down","0.30292","-0.30292","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.41103","up","0.62642","-0.62642","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.41103","down","0.55113","-0.55113","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.41103","up","0.04271","-0.04271","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.41103","down","0.24983","-0.24983","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.46115","up","0.01898","-0.01898","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.46115","down","0.35352","-0.35352","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.46115","up","0.53369","-0.53369","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.46115","down","0.49636","-0.49636","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.46115","up","0.0338","-0.0338","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.46115","down","0.20779","-0.20779","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.51128","up","0.00804","-0.00804","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Oads","21","348","1.875883","4.51128","down","0.22745","-0.22745","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.51128","up","0.71818","-0.71818","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","Coact-Obridge","21","259","2.069958","4.51128","down","0.42274","-0.42274","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
"pristine","*OH","neighbor-Obridge","23","259","2.112332","4.51128","up","0.02165","-0.02165","source_manifest:COHP/PDOS/pristine/*OH/COHPCAR.lobster"
