energy_eV_rel_EF	TDOS_up	TDOS_down	Al_s_up	Al_s_down	Al_px_up	Al_px_down	Al_py_up	Al_py_down	Al_pz_up	Al_pz_down	Al_p_total_up	Al_p_total_down	Al_d_total_up	Al_d_total_down	Al_total_up	Al_total_down	Co_s_up	Co_s_down	Co_dxy_up	Co_dxy_down	Co_dyz_up	Co_dyz_down	Co_dz2_up	Co_dz2_down	Co_dxz_up	Co_dxz_down	Co_dx2y2_up	Co_dx2y2_down	Co_p_total_up	Co_p_total_down	Co_d_total_up	Co_d_total_down	Co_total_up	Co_total_down	H_s_up	H_s_down	H_p_total_up	H_p_total_down	H_d_total_up	H_d_total_down	H_total_up	H_total_down	O_s_up	O_s_down	O_px_up	O_px_down	O_py_up	O_py_down	O_pz_up	O_pz_down	O_p_total_up	O_p_total_down	O_d_total_up	O_d_total_down	O_total_up	O_total_down
-7.26817	81.41776	50.43438	0.12835	0.22787	0.12387999999999999	0.25323	0.10174	0.19138	-0.030309999999999997	-0.09191	0.19530999999999998	0.3527	0	0	0.32366	0.58057	1.5049299999999997	1.6452399999999998	6.331990000000001	0.5613900000000002	4.257480000000001	0.06112	2.1337400000000004	0.51141	6.654339999999999	0.053869999999999994	6.392139999999998	0.5916700000000001	0	0	25.769689999999997	1.7794600000000003	27.27462	3.4247	7.639309999999997	6.65324	0	0	0	0	7.639309999999997	6.65324	2.38257	2.4696	5.280690000000003	1.9933799999999997	4.568509999999999	1.9357500000000003	33.94848999999999	33.37717	43.797689999999996	37.3063	0	0	46.18026	39.7759
-7.21805	79.21037	41.94928	0.15927999999999998	0.1743	0.10435	0.16996	0.09083000000000001	0.18277	-0.016800000000000002	-0.0871	0.17838	0.26563	0	0	0.33765999999999996	0.43993	1.4415300000000002	1.2947699999999998	6.30627	0.4654999999999998	4.125189999999999	0.054870000000000016	2.3345100000000003	0.41791999999999996	6.38386	0.06356000000000002	6.586280000000001	0.45297	0	0	25.73611	1.4548199999999998	27.17764	2.7495899999999995	7.16419	5.611600000000002	0	0	0	0	7.16419	5.611600000000002	2.53357	2.12316	5.472549999999998	1.7964600000000004	5.053750000000001	1.7782500000000003	31.471100000000003	27.450130000000016	41.9974	31.024840000000015	0	0	44.53097	33.14800000000002
-7.16792	80.30807	45.30498	0.20280000000000006	0.16666000000000003	0.09598000000000001	0.12356	0.08524	0.20432000000000003	0.004559999999999999	-0.09211	0.18578	0.23577000000000004	0	0	0.3885800000000001	0.40243000000000007	1.2740799999999999	1.3412	7.7690399999999995	0.4505400000000002	5.19415	0.07676000000000002	2.10306	0.44451	6.05794	0.08753000000000002	8.334420000000001	0.44831999999999994	0	0	29.45861	1.5076600000000002	30.73269	2.84886	6.543200000000005	6.047279999999997	0	0	0	0	6.543200000000005	6.047279999999997	2.57888	2.38869	5.630130000000001	2.3935499999999994	6.05357	2.548209999999999	28.380939999999995	28.676080000000002	40.06464	33.61784	0	0	42.643519999999995	36.00653
-7.11779	83.49734	47.00711	0.17514000000000002	0.13982999999999998	0.07846	0.1099	0.08191000000000001	0.1744	0.04349	-0.10763999999999999	0.20386	0.17666	0	0	0.379	0.31649	1.2147	1.3016900000000005	8.46901	0.4798500000000001	4.421869999999998	0.09826000000000001	2.20977	0.41258000000000006	6.09378	0.07555999999999999	10.712310000000004	0.4983000000000001	0	0	31.906740000000003	1.5645500000000003	33.12144	2.866240000000001	6.451849999999999	6.33622	0	0	0	0	6.451849999999999	6.33622	2.6691599999999984	2.577160000000001	5.149369999999999	2.584919999999999	6.533059999999999	2.693510000000001	29.19335	29.63260999999999	40.87578	34.911039999999986	0	0	43.54494	37.48819999999999
-7.06767	84.49148	40.95887	0.14434999999999998	0.14427	0.076	0.12040000000000001	0.058059999999999994	0.13008999999999998	0.0677	-0.10776999999999999	0.20176	0.14272	0	0	0.34611	0.28699	1.1579200000000005	1.0236100000000001	7.840870000000001	0.45541000000000004	4.15625	0.10727000000000002	2.4359399999999996	0.3503799999999999	6.464029999999999	0.04538	11.473680000000003	0.4849000000000001	0	0	32.37077	1.44334	33.528690000000005	2.46695	6.509030000000002	5.667319999999998	0	0	0	0	6.509030000000002	5.667319999999998	2.632980000000001	2.33356	4.87393	2.7221300000000013	6.236440000000002	1.9692899999999998	30.364300000000018	25.512619999999995	41.47467000000002	30.204039999999996	0	0	44.10765000000002	32.5376
-7.01754	78.16372	31.61177	0.14199	0.13433	0.06715999999999998	0.10864000000000001	0.034839999999999996	0.0783	0.07404999999999998	-0.05882	0.17604999999999996	0.12812	0	0	0.31804	0.26245	1.06673	0.8515600000000001	6.53665	0.351	3.8567200000000006	0.07502	2.21636	0.32480000000000014	6.069529999999998	0.03015	11.207979999999997	0.4242799999999999	0	0	29.887239999999995	1.20525	30.953969999999995	2.05681	6.00454	4.332039999999998	0	0	0	0	6.00454	4.332039999999998	2.29712	1.7680299999999998	4.685840000000002	2.086240000000001	5.830589999999998	1.4435300000000004	28.073599999999992	19.662649999999992	38.59002999999999	23.192419999999995	0	0	40.88714999999999	24.960449999999994
-6.96742	70.71943	35.22361	0.20110999999999996	0.13782	0.07522000000000001	0.11020000000000002	0.04519	0.05938999999999999	0.06447	0.0003399999999999956	0.18488000000000002	0.16993	0	0	0.38598999999999994	0.30775	0.9987299999999999	1.0323199999999997	5.2503600000000015	0.43953	3.77678	0.050230000000000025	1.7200600000000004	0.45192000000000004	5.003489999999999	0.03851	9.83717	0.5328900000000001	0	0	25.587860000000003	1.5130800000000002	26.58659	2.5454	5.548830000000006	4.698290000000001	0	0	0	0	5.548830000000006	4.698290000000001	1.9739399999999996	1.9401900000000003	4.565659999999999	1.7948000000000002	5.330750000000002	1.7693100000000002	26.327700000000007	22.16771	36.22411000000001	25.73182	0	0	38.19805000000001	27.67201
-6.91729	67.97452	46.0063	0.31539	0.19806999999999997	0.0765	0.10296000000000001	0.07552999999999999	0.07701	0.03432	0.04273	0.18635	0.2227	0	0	0.50174	0.42077	0.8640599999999999	1.22966	5.54193	0.6530899999999998	5.2673499999999995	0.06393000000000003	1.2432900000000005	0.6028899999999998	5.243559999999999	0.05968000000000001	7.815410000000002	0.68479	0	0	25.11154	2.06438	25.9756	3.29404	5.163479999999998	6.153809999999999	0	0	0	0	5.163479999999998	6.153809999999999	1.8246900000000001	2.6615200000000003	4.83713	2.4730199999999996	5.505180000000004	2.6831399999999994	24.16666	28.319880000000015	34.508970000000005	33.47604000000001	0	0	36.33366	36.137560000000015
-6.86717	69.80666	54.0142	0.38216	0.24958999999999998	0.06819	0.09403	0.11316	0.07951000000000001	0.02011	0.06405	0.20146	0.23759000000000002	0	0	0.58362	0.48718	0.7669	1.3105300000000002	6.125829999999999	0.8016300000000003	6.58839	0.09777	1.8571600000000006	0.6864100000000001	7.195689999999999	0.08455000000000001	6.696479999999999	0.79873	0	0	28.463549999999998	2.4690900000000005	29.230449999999998	3.7796200000000004	4.839260000000001	7.242110000000003	0	0	0	0	4.839260000000001	7.242110000000003	1.8362100000000001	3.2560000000000002	5.486299999999999	3.1263400000000012	6.58313	3.5884799999999992	21.24759000000001	32.53444	33.31702000000001	39.24926	0	0	35.15323000000001	42.50526
-6.81704	70.72853	59.163	0.38496	0.26752	0.09251	0.08577000000000003	0.10987999999999999	0.06684999999999999	0.02282	0.04701999999999999	0.22521	0.19964	0	0	0.61017	0.46716	0.7644800000000002	1.458170000000001	5.981139999999998	0.83501	5.9554800000000006	0.17750000000000002	2.8268700000000013	0.74677	6.808959999999998	0.11674999999999999	6.8154	0.8999999999999999	0	0	28.38785	2.77603	29.15233	4.234200000000001	4.822779999999999	8.003389999999998	0	0	0	0	4.822779999999999	8.003389999999998	1.91004	3.6345399999999994	5.108270000000002	4.1393	6.620550000000002	4.566659999999998	22.504319999999993	34.11766999999999	34.23314	42.82362999999999	0	0	36.143179999999994	46.45816999999999
-6.76692	69.32846	73.37929	0.3548	0.30759000000000003	0.10929	0.10102	0.11397000000000002	0.07037999999999998	0.02211	0.02534	0.24537	0.19673999999999997	0	0	0.60017	0.5043300000000001	0.76171	1.9537000000000002	5.21946	0.9115999999999999	5.2791	0.2891699999999999	3.9000299999999988	0.98782	5.384659999999999	0.19965999999999995	6.678599999999997	1.0711599999999994	0	0	26.461849999999995	3.459409999999999	27.223559999999996	5.41311	4.707079999999999	10.009699999999997	0	0	0	0	4.707079999999999	10.009699999999997	1.9498499999999999	4.607629999999999	4.802929999999999	6.406879999999998	5.5721599999999984	6.259959999999998	24.472810000000017	40.177640000000004	34.84790000000002	52.84448	0	0	36.797750000000015	57.45211
-6.71679	57.69824	62.58563	0.37447	0.261	0.10186	0.09862000000000001	0.11021999999999998	0.06749000000000001	0.02383	0.004809999999999994	0.23590999999999998	0.17092000000000002	0	0	0.61038	0.43192	0.6793900000000003	1.6244499999999997	4.276579999999999	0.7887299999999998	4.9414	0.24126000000000006	3.266289999999999	0.7057799999999999	4.946110000000001	0.21080000000000004	5.189359999999999	0.97316	0	0	22.619739999999997	2.91973	23.299129999999998	4.54418	3.62376	8.492850000000002	0	0	0	0	3.62376	8.492850000000002	1.5352	3.93288	4.9390899999999975	5.557700000000001	4.7240899999999995	5.080679999999999	18.96653	34.54529999999999	28.629709999999996	45.18367999999999	0	0	30.164909999999995	49.11655999999999
-6.66667	47.04835	43.68371	0.28942	0.16036	0.08444000000000002	0.056010000000000004	0.07872	0.06359	0.042609999999999995	-0.011230000000000002	0.20577	0.10837	0	0	0.49519	0.26873	0.65777	1.0507500000000003	3.91223	0.54789	4.862420000000001	0.12305999999999999	1.6333999999999997	0.39762000000000003	4.65322	0.16353999999999996	3.9302900000000003	0.7726899999999998	0	0	18.99156	2.0048	19.649330000000003	3.05555	2.7968100000000002	5.890000000000001	0	0	0	0	2.7968100000000002	5.890000000000001	1.1001599999999998	2.70028	5.092899999999998	3.3890599999999993	4.345869999999999	3.09982	13.568209999999993	25.28038	23.00697999999999	31.76926	0	0	24.10713999999999	34.46954
-6.61654	45.37226	42.7538	0.29518	0.12966	0.09914	0.037489999999999996	0.09843	0.07277	0.09120999999999999	-0.011859999999999994	0.28878	0.0984	0	0	0.58396	0.22806	0.8667800000000002	0.9382900000000001	3.5833099999999996	0.4729299999999999	4.606919999999999	0.07354	1.8092399999999997	0.35277	4.5999799999999995	0.16461000000000003	3.7426399999999997	0.7757100000000001	0	0	18.34209	1.83956	19.208869999999997	2.77785	2.6201200000000004	5.718	0	0	0	0	2.6201200000000004	5.718	1.0098000000000003	2.62765	5.21985	3.0217200000000015	4.914680000000002	2.84269	11.814899999999996	25.537830000000014	21.94943	31.402240000000017	0	0	22.959229999999998	34.029890000000016
-6.56642	57.92981	40.27703	0.46135	0.14549	0.17235	0.03111	0.16551	0.051739999999999994	0.13418	-0.003490000000000006	0.47204	0.07935999999999999	0	0	0.9333899999999999	0.22485	1.1590599999999995	0.8345	4.24141	0.47575	5.87345	0.09161000000000002	2.1666000000000007	0.32964000000000004	6.257970000000004	0.14558000000000004	5.094450000000002	0.65066	0	0	23.633880000000005	1.69324	24.792940000000005	2.52774	3.143719999999997	5.352630000000001	0	0	0	0	3.143719999999997	5.352630000000001	1.2508599999999999	2.49954	6.462100000000002	2.753020000000001	6.94669	3.0242400000000003	14.400009999999998	23.895040000000005	27.8088	29.672300000000007	0	0	29.05966	32.17184
-6.51629	71.45282	52.20401	0.63273	0.24062999999999998	0.19755999999999999	0.037360000000000004	0.19994000000000003	0.038770000000000006	0.15625999999999998	0.022080000000000006	0.55376	0.09821000000000002	0	0	1.18649	0.33884	1.5496999999999996	1.20141	4.90566	0.7435400000000002	7.259130000000001	0.16732000000000008	2.72932	0.40837999999999997	7.896039999999999	0.16796	6.26761	0.75705	0	0	29.057760000000002	2.24425	30.60746	3.44566	3.7826599999999995	6.908360000000003	0	0	0	0	3.7826599999999995	6.908360000000003	1.5344200000000003	3.2051199999999986	7.814080000000003	3.6863100000000006	9.040739999999994	4.845240000000001	17.48693	29.774470000000004	34.34175	38.306020000000004	0	0	35.87617	41.511140000000005
-6.46617	63.76828	57.28026	0.50501	0.20305	0.12605000000000002	0.02722	0.16219999999999998	0.03187	0.10040999999999999	0.03499	0.38866	0.09408	0	0	0.89367	0.29713	1.5072899999999991	1.4720300000000004	4.54176	0.8795099999999998	6.68768	0.16116999999999998	2.639249999999999	0.33488	7.468170000000001	0.17810999999999996	5.004729999999999	0.99906	0	0	26.34159	2.5527299999999995	27.848879999999998	4.02476	3.2930800000000002	7.3625700000000025	0	0	0	0	3.2930800000000002	7.3625700000000025	1.37783	3.3257399999999993	7.3701300000000005	4.21353	8.404980000000002	5.847490000000001	14.579690000000001	32.209070000000004	30.354800000000004	42.27009	0	0	31.732630000000004	45.59583000000001
-6.41604	58.14681	43.97006	0.47513	0.12544999999999998	0.10964999999999998	0.014929999999999999	0.11685	0.027880000000000005	0.08139	0.024239999999999998	0.30789	0.06705	0	0	0.7830199999999999	0.19249999999999998	1.2673999999999999	1.07737	4.2259600000000015	0.7101000000000001	6.574530000000001	0.09566	2.2306600000000003	0.22733000000000003	7.054110000000001	0.12016999999999999	4.17896	0.99311	0	0	24.264220000000005	2.14637	25.531620000000004	3.2237400000000003	3.0174900000000004	5.491080000000003	0	0	0	0	3.0174900000000004	5.491080000000003	1.28701	2.4537899999999997	6.840799999999999	3.1600900000000007	7.697110000000001	4.266300000000001	12.989680000000002	25.182549999999996	27.527590000000004	32.60894	0	0	28.814600000000002	35.062729999999995
-6.36591	52.10755	32.83016	0.6213899999999999	0.14539999999999997	0.12634	0.016	0.08296999999999999	0.02189	0.07634	0.03792999999999999	0.28565	0.07582	0	0	0.9070399999999998	0.22121999999999997	1.0716699999999997	0.76573	3.463290000000001	0.48685999999999996	7.13964	0.08049	1.4872	0.21770000000000003	6.840179999999999	0.08571000000000002	3.7150800000000004	0.7267999999999999	0	0	22.64539	1.5975599999999999	23.71706	2.36329	2.37252	4.141989999999998	0	0	0	0	2.37252	4.141989999999998	1.03552	1.9063999999999999	6.390000000000002	2.5800499999999977	7.110210000000003	3.2252600000000005	10.575319999999998	18.391840000000006	24.075530000000004	24.197150000000004	0	0	25.111050000000002	26.103550000000002
-6.31579	52.21901	46.3299	0.6963299999999999	0.25196999999999997	0.13840999999999998	0.024160000000000004	0.08831	0.036899999999999995	0.07522999999999999	0.06725	0.30194999999999994	0.12831	0	0	0.9982799999999998	0.38027999999999995	1.1625599999999996	1.3317599999999996	3.18119	0.6431100000000001	8.2572	0.17146	1.2920599999999995	0.39686999999999995	6.815319999999999	0.16072999999999998	3.563310000000001	0.7110399999999999	0	0	23.10908	2.08321	24.271639999999998	3.4149699999999994	2.17643	5.991390000000003	0	0	0	0	2.17643	5.991390000000003	0.9743500000000003	2.774799999999999	6.7737899999999955	4.22215	7.221410000000002	5.759020000000001	9.803170000000003	23.787449999999993	23.798370000000002	33.76861999999999	0	0	24.77272	36.54341999999999
-6.26566	57.40287	51.11447	0.68501	0.18325999999999998	0.16176	0.028010000000000004	0.09769	0.04845	0.08108	0.04524	0.34053	0.1217	0	0	1.02554	0.30496	1.2914400000000001	1.0856800000000004	3.8042100000000003	0.8546	8.65135	0.28526999999999997	1.5505800000000003	0.38049999999999995	6.7970799999999985	0.17624	3.59297	0.82404	0	0	24.39619	2.52065	25.68763	3.6063300000000003	2.623630000000001	6.6712699999999945	0	0	0	0	2.623630000000001	6.6712699999999945	1.1664500000000004	3.2543099999999994	7.4784000000000015	3.62918	7.467610000000001	5.398319999999997	11.953529999999999	28.24999	26.899540000000002	37.27749	0	0	28.065990000000003	40.5318
-6.21554	71.24086	44.91494	0.7928800000000001	0.09281999999999999	0.22243000000000004	0.03834	0.10804	0.03446	0.08137000000000001	0.028	0.41184000000000004	0.1008	0	0	1.2047200000000002	0.19362	1.7056200000000006	0.56713	5.202330000000001	0.8146999999999999	9.76487	0.38759999999999994	2.0910300000000004	0.17401999999999995	7.8310900000000006	0.18672	4.217179999999998	0.7782600000000001	0	0	29.1065	2.3413	30.81212	2.90843	3.4719900000000004	5.977630000000001	0	0	0	0	3.4719900000000004	5.977630000000001	1.4910099999999997	3.0083599999999993	9.68898	3.08736	8.689629999999994	4.032979999999999	15.882259999999999	25.706520000000005	34.26087	32.82686	0	0	35.75187999999999	35.83522000000001
-6.16541	83.80504	39.65808	0.79112	0.22295999999999996	0.21821	0.05149000000000001	0.12681	0.023839999999999997	0.08915999999999999	0.053919999999999996	0.43418	0.12925	0	0	1.2253	0.35220999999999997	2.17121	0.7069499999999997	5.69028	0.5853500000000001	10.928790000000001	0.2874600000000001	2.41773	0.18012999999999996	8.64006	0.15299000000000004	4.95654	0.5950200000000002	0	0	32.6334	1.8009500000000005	34.804610000000004	2.5079000000000002	4.497099999999998	5.261590000000003	0	0	0	0	4.497099999999998	5.261590000000003	1.8624000000000003	2.6210200000000015	11.374039999999995	4.253070000000001	10.52543	4.02277	19.516039999999997	20.639559999999996	41.41550999999999	28.915399999999998	0	0	43.27790999999999	31.53642
-6.11529	77.97273	49.12953	0.58116	0.35009	0.14915	0.04211000000000001	0.1269	0.020770000000000004	0.10793000000000001	0.10266	0.38398000000000004	0.16554000000000002	0	0	0.96514	0.51563	2.0592900000000003	1.02161	5.103840000000001	0.6527599999999999	9.882209999999999	0.21988999999999995	1.8961299999999996	0.33949	8.0326	0.13545	4.59301	0.7210200000000003	0	0	29.50779	2.06861	31.56708	3.09022	4.463089999999999	6.5677499999999975	0	0	0	0	4.463089999999999	6.5677499999999975	1.8033499999999996	3.2735299999999996	10.011099999999997	5.726350000000002	10.670830000000004	4.782889999999999	18.49226	25.17311	39.17419	35.68235	0	0	40.977540000000005	38.95588
-6.06516	78.24547	39.97179	0.7196900000000002	0.254	0.13067	0.01564	0.13523000000000002	0.009940000000000001	0.14185999999999999	0.06307	0.40776	0.08865	0	0	1.12745	0.34265	1.7759800000000001	0.67097	5.35708	0.51662	11.001570000000001	0.21929000000000004	1.3029000000000002	0.38552999999999993	9.166250000000002	0.14662000000000006	5.083319999999999	0.57194	0	0	31.91112	1.84	33.6871	2.51097	3.8808300000000004	5.413200000000002	0	0	0	0	3.8808300000000004	5.413200000000002	1.654039999999999	2.828349999999999	9.532160000000006	4.01608	11.851540000000005	4.24427	16.512430000000013	20.616279999999993	37.89613000000003	28.87662999999999	0	0	39.55017000000002	31.704979999999992
-6.01504	89.34822	42.8497	0.9639299999999998	0.59193	0.1466	0.0271	0.18521000000000004	0.01025	0.14925000000000002	0.03415	0.48106000000000004	0.0715	0	0	1.44499	0.66343	1.7928800000000005	0.77668	5.85873	0.4477799999999999	13.683450000000002	0.3117400000000001	1.39043	0.43766999999999984	11.91507	0.26768999999999993	6.0090699999999995	0.5046400000000001	0	0	38.856750000000005	1.9695199999999997	40.64963	2.7462	3.7604499999999983	5.314790000000001	0	0	0	0	3.7604499999999983	5.314790000000001	1.6871600000000004	2.893900000000001	11.142570000000001	5.419910000000002	13.664249999999994	6.1497899999999985	16.999169999999992	19.661720000000003	41.80598999999999	31.231420000000004	0	0	43.493149999999986	34.12532
-5.96491	108.64866	53.56575	1.06274	0.8337	0.15534	0.041449999999999994	0.21495000000000003	0.01004	0.19086999999999998	0.07083999999999999	0.56116	0.12232999999999998	0	0	1.6239000000000001	0.9560299999999999	2.0811100000000002	1.1933699999999996	6.93247	0.5096699999999998	16.65228	0.32458	1.6877200000000006	0.37621999999999994	15.210119999999995	0.36084	7.6316799999999985	0.5541099999999999	0	0	48.11427	2.1254199999999996	50.19537999999999	3.318789999999999	4.528670000000002	6.597649999999999	0	0	0	0	4.528670000000002	6.597649999999999	2.0333700000000006	3.3897100000000004	13.277560000000005	7.5238400000000025	16.346300000000003	8.501620000000003	20.643389999999993	23.278100000000002	50.267250000000004	39.303560000000004	0	0	52.30062	42.693270000000005
-5.91479	109.46749	52.63968	0.93892	0.87145	0.14971	0.04352	0.17462999999999998	0.002680000000000002	0.21915	0.12198	0.54349	0.16818	0	0	1.48241	1.03963	2.03676	1.1988399999999995	7.20314	0.47850999999999994	17.00106	0.25427999999999995	1.7453099999999997	0.32064000000000004	15.5634	0.33136000000000004	7.952840000000001	0.5224899999999999	0	0	49.46575	1.9072799999999999	51.50251	3.1061199999999993	4.5331	6.538480000000001	0	0	0	0	4.5331	6.538480000000001	2.0229500000000002	3.2368699999999992	13.327760000000007	6.326660000000004	16.428680000000004	8.996139999999997	20.17024	23.39575999999999	49.92668000000001	38.71855999999999	0	0	51.94963000000001	41.955429999999986
-5.86466	96.83983	55.22008	0.7345599999999999	1.2183300000000001	0.14290999999999998	0.04938	0.12127000000000002	0.023549999999999998	0.24313	0.14892	0.50731	0.22185	0	0	1.2418699999999998	1.4401800000000002	1.8464099999999997	1.4357499999999994	6.842960000000001	0.49346	15.12635	0.32732000000000006	1.6394299999999997	0.48436	14.430230000000003	0.30460000000000004	6.766040000000001	0.5771199999999999	0	0	44.80501	2.18686	46.65142	3.6226099999999994	3.80633	6.125060000000002	0	0	0	0	3.80633	6.125060000000002	1.7210999999999996	3.1271299999999997	12.606890000000002	6.860289999999999	14.42484	9.809530000000002	16.387050000000002	24.23520999999999	43.418780000000005	40.90503	0	0	45.139880000000005	44.03215999999999
-5.81454	89.60607	60.95443	0.6050899999999999	1.5353400000000001	0.13569	0.04265	0.10017	0.019059999999999997	0.26792	0.16465000000000002	0.50378	0.22636	0	0	1.1088699999999998	1.7617000000000003	1.6696999999999997	1.7861400000000003	6.484780000000002	0.5904200000000001	14.465060000000003	0.33488	1.5238599999999998	0.5689200000000001	14.210389999999999	0.3229699999999999	6.12852	0.6230600000000001	0	0	42.81261000000001	2.4402500000000003	44.482310000000005	4.22639	3.1091800000000003	6.613400000000001	0	0	0	0	3.1091800000000003	6.613400000000001	1.5047699999999997	3.29435	12.675989999999993	7.979359999999997	13.391949999999998	11.035259999999997	13.332899999999997	26.043939999999996	39.40083999999999	45.05855999999999	0	0	40.90560999999999	48.35290999999999
-5.76441	83.49131	63.35046	0.57535	1.64785	0.12803	0.057100000000000005	0.09955	0.005479999999999999	0.26259	0.10808000000000001	0.49017	0.17066	0	0	1.06552	1.81851	1.4099800000000007	1.9510000000000003	6.24199	0.63457	13.56302	0.31267000000000006	1.407790000000001	0.6597300000000001	14.506030000000006	0.4495100000000001	5.704400000000001	0.5989300000000001	0	0	41.42323000000001	2.6554100000000003	42.83321000000001	4.60641	2.38962	6.672670000000001	0	0	0	0	2.38962	6.672670000000001	1.30491	3.34484	12.921060000000002	9.207930000000003	12.61347	10.342700000000004	10.363629999999997	27.357470000000017	35.89816	46.908100000000026	0	0	37.20307	50.252940000000024
-5.71429	83.97752	50.26963	0.5418799999999999	1.1528299999999998	0.13213	0.06316	0.10730999999999999	-0.01016	0.30922	0.04576	0.5486599999999999	0.09876	0	0	1.0905399999999998	1.2515899999999998	1.3866199999999997	1.8687199999999997	6.11048	0.4400300000000001	13.388620000000003	0.25633	1.44315	0.7155900000000001	14.424639999999998	0.31915000000000016	5.789709999999999	0.39357	0	0	41.1566	2.12467	42.54322	3.9933899999999998	2.3172599999999988	5.065320000000002	0	0	0	0	2.3172599999999988	5.065320000000002	1.3966799999999993	2.501489999999999	13.37156	8.197239999999997	13.360909999999997	7.830170000000006	9.89741	21.430519999999994	36.62988	37.45793	0	0	38.026559999999996	39.959419999999994
-5.66416	87.38445	55.34837	0.51973	1.43129	0.13649000000000003	0.055299999999999995	0.10195	-0.02248	0.31543	0.048170000000000004	0.55387	0.08099	0	0	1.0736	1.5122799999999998	1.4502000000000002	1.8745100000000001	6.182000000000001	0.44499000000000005	14.0492	0.3476599999999999	1.5236200000000002	0.6887199999999999	14.855090000000002	0.30472	6.06945	0.45472999999999997	0	0	42.67936	2.24082	44.129560000000005	4.11533	2.4163100000000015	5.457220000000002	0	0	0	0	2.4163100000000015	5.457220000000002	1.55426	2.8579300000000005	13.797090000000003	9.214550000000001	14.361399999999998	10.322370000000001	10.052159999999999	21.868730000000006	38.21065	41.40565000000001	0	0	39.76491	44.26358000000001
-5.61404	86.76393	58.56919	0.54868	1.80429	0.12436000000000003	0.014629999999999997	0.09162000000000001	0.00133	0.30689	0.07077	0.5228700000000001	0.08673	0	0	1.07155	1.89102	1.45309	1.51399	6.063109999999999	0.4941599999999999	13.622110000000008	0.4009400000000001	1.5759600000000002	0.49061000000000005	15.83351	0.36033	6.017510000000001	0.5703999999999999	0	0	43.11220000000001	2.31644	44.56529000000001	3.83043	2.2025799999999993	5.826739999999997	0	0	0	0	2.2025799999999993	5.826739999999997	1.4467799999999997	3.237869999999998	13.78301	9.56917	14.547369999999994	11.512800000000004	9.147210000000001	22.701109999999986	37.47758999999999	43.78307999999999	0	0	38.924369999999996	47.020949999999985
-5.56391	81.1032	43.17312	0.47552999999999995	1.2005	0.10908999999999999	-0.012489999999999998	0.09514000000000002	0.02957	0.38027999999999995	0.08845	0.58451	0.10553	0	0	1.0600399999999999	1.3060299999999998	1.34409	1.01636	5.222270000000001	0.44630999999999993	12.956440000000002	0.29155999999999993	1.50288	0.26566000000000006	14.52039	0.29217000000000004	5.82105	0.43295	0	0	40.023030000000006	1.72865	41.36712000000001	2.7450099999999997	1.97484	4.307989999999999	0	0	0	0	1.97484	4.307989999999999	1.3214700000000006	2.443079999999999	12.954719999999998	7.583990000000002	13.904739999999997	8.237650000000002	8.520500000000004	16.549200000000003	35.37996	32.37084000000001	0	0	36.70143	34.81392
-5.51378	84.99377	42.43455	0.42934	0.77349	0.12014000000000001	-0.009080000000000008	0.11475000000000002	0.05448	0.48243	0.12176	0.7173200000000001	0.16715999999999998	0	0	1.14666	0.94065	1.2757699999999998	1.13326	5.4645	0.5256899999999999	13.957899999999997	0.3271199999999999	1.6273500000000003	0.24343999999999993	14.43946	0.27215999999999996	6.07984	0.47744999999999993	0	0	41.56905	1.8458599999999996	42.84482	2.9791199999999995	2.0962399999999994	4.098970000000001	0	0	0	0	2.0962399999999994	4.098970000000001	1.4738699999999993	2.281910000000001	13.776670000000001	7.795700000000004	14.293769999999999	8.609959999999997	9.361580000000002	15.728430000000001	37.43202	32.13409	0	0	38.90589	34.416000000000004
-5.46366	87.88391	52.10151	0.36154000000000003	1.4538600000000002	0.12126999999999999	0.04474999999999999	0.11368000000000002	0.05536	0.50424	0.18752	0.73919	0.28763	0	0	1.10073	1.7414900000000002	1.2200499999999999	1.2318499999999994	6.175789999999999	0.7171799999999996	13.64918	0.46426999999999996	1.8731399999999998	0.27266	15.069399999999998	0.28105	6.213209999999999	0.6616500000000002	0	0	42.98072	2.39681	44.20077	3.628659999999999	2.1978500000000007	4.569280000000001	0	0	0	0	2.1978500000000007	4.569280000000001	1.6053400000000002	2.4706499999999996	14.634410000000004	8.745679999999998	14.298699999999991	12.107239999999994	9.846109999999996	18.838429999999995	38.779219999999995	39.691349999999986	0	0	40.38455999999999	42.161999999999985
-5.41353	88.48208	59.7566	0.31695000000000007	1.98786	0.1262	0.06126999999999999	0.1109	0.042760000000000006	0.49695	0.31317	0.73405	0.4172	0	0	1.0510000000000002	2.4050599999999998	1.24557	1.0689400000000002	6.654780000000001	0.9920000000000001	13.08794	0.43139000000000005	2.05386	0.24551	14.44902	0.37299	6.272010000000001	0.7051200000000002	0	0	42.517610000000005	2.7470100000000004	43.76318	3.8159500000000004	2.258690000000001	5.2683	0	0	0	0	2.258690000000001	5.2683	1.70126	2.8051500000000003	14.810850000000004	9.700189999999996	14.550499999999998	13.59929999999999	10.346709999999996	22.16252999999999	39.708059999999996	45.462019999999974	0	0	41.40932	48.26716999999998
