system	state	spin	E_EF_eV	minusCOHP	minusICOHP
pristine_OH	*OH	down	-13.83459000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.78446000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.73434000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.68421000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.63409000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.58396000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.53383000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.48371000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.43358000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.38346000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.33333000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.28321000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.23308000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.18296000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.13283000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.08271000	-0.00000000	3.05837000
pristine_OH	*OH	down	-13.03258000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.98246000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.93233000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.88221000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.83208000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.78195000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.73183000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.68170000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.63158000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.58145000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.53133000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.48120000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.43108000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.38095000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.33083000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.28070000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.23058000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.18045000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.13033000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.08020000	-0.00000000	3.05837000
pristine_OH	*OH	down	-12.03008000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.97995000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.92982000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.87970000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.82957000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.77945000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.72932000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.67920000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.62907000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.57895000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.52882000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.47870000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.42857000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.37845000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.32832000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.27820000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.22807000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.17794000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.12782000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.07769000	-0.00000000	3.05837000
pristine_OH	*OH	down	-11.02757000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.97744000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.92732000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.87719000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.82707000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.77694000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.72682000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.67669000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.62657000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.57644000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.52632000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.47619000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.42607000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.37594000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.32581000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.27569000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.22556000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.17544000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.12531000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.07519000	-0.00000000	3.05837000
pristine_OH	*OH	down	-10.02506000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.97494000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.92481000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.87469000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.82456000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.77444000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.72431000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.67419000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.62406000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.57393000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.52381000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.47368000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.42356000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.37343000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.32331000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.27318000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.22306000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.17293000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.12281000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.07268000	-0.00000000	3.05837000
pristine_OH	*OH	down	-9.02256000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.97243000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.92231000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.87218000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.82206000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.77193000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.72180000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.67168000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.62155000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.57143000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.52130000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.47118000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.42105000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.37093000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.32080000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.27068000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.22055000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.17043000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.12030000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.07018000	-0.00000000	3.05837000
pristine_OH	*OH	down	-8.02005000	-0.00000000	3.05837000
pristine_OH	*OH	down	-7.96992000	0.00000000	3.05837000
pristine_OH	*OH	down	-7.91980000	0.00000000	3.05837000
pristine_OH	*OH	down	-7.86967000	0.00000000	3.05837000
pristine_OH	*OH	down	-7.81955000	0.00000000	3.05837000
pristine_OH	*OH	down	-7.76942000	0.00030000	3.05838000
pristine_OH	*OH	down	-7.71930000	0.00334000	3.05855000
pristine_OH	*OH	down	-7.66917000	0.00887000	3.05899000
pristine_OH	*OH	down	-7.61905000	0.01090000	3.05954000
pristine_OH	*OH	down	-7.56892000	0.01152000	3.06012000
pristine_OH	*OH	down	-7.51880000	0.00636000	3.06044000
pristine_OH	*OH	down	-7.46867000	0.00560000	3.06072000
pristine_OH	*OH	down	-7.41855000	0.01015000	3.06123000
pristine_OH	*OH	down	-7.36842000	0.00967000	3.06171000
pristine_OH	*OH	down	-7.31830000	0.01142000	3.06228000
pristine_OH	*OH	down	-7.26817000	0.01700000	3.06313000
pristine_OH	*OH	down	-7.21805000	0.01750000	3.06401000
pristine_OH	*OH	down	-7.16792000	0.03139000	3.06559000
pristine_OH	*OH	down	-7.11779000	0.03374000	3.06728000
pristine_OH	*OH	down	-7.06767000	0.02030000	3.06829000
pristine_OH	*OH	down	-7.01754000	0.01667000	3.06913000
pristine_OH	*OH	down	-6.96742000	0.01889000	3.07008000
pristine_OH	*OH	down	-6.91729000	0.01946000	3.07105000
pristine_OH	*OH	down	-6.86717000	0.03112000	3.07261000
pristine_OH	*OH	down	-6.81704000	0.10248000	3.07775000
pristine_OH	*OH	down	-6.76692000	0.21690000	3.08862000
pristine_OH	*OH	down	-6.71679000	0.22255000	3.09978000
pristine_OH	*OH	down	-6.66667000	0.19228000	3.10941000
pristine_OH	*OH	down	-6.61654000	0.12638000	3.11575000
pristine_OH	*OH	down	-6.56642000	0.08441000	3.11998000
pristine_OH	*OH	down	-6.51629000	0.09110000	3.12455000
pristine_OH	*OH	down	-6.46617000	0.09159000	3.12914000
pristine_OH	*OH	down	-6.41604000	0.13758000	3.13603000
pristine_OH	*OH	down	-6.36591000	0.18699000	3.14541000
pristine_OH	*OH	down	-6.31579000	0.17226000	3.15404000
pristine_OH	*OH	down	-6.26566000	0.19034000	3.16358000
pristine_OH	*OH	down	-6.21554000	0.17908000	3.17256000
pristine_OH	*OH	down	-6.16541000	0.12867000	3.17901000
pristine_OH	*OH	down	-6.11529000	0.04800000	3.18142000
pristine_OH	*OH	down	-6.06516000	0.01487000	3.18216000
pristine_OH	*OH	down	-6.01504000	0.01725000	3.18303000
pristine_OH	*OH	down	-5.96491000	0.09771000	3.18792000
pristine_OH	*OH	down	-5.91479000	0.23942000	3.19992000
pristine_OH	*OH	down	-5.86466000	0.30405000	3.21517000
pristine_OH	*OH	down	-5.81454000	0.30776000	3.23059000
pristine_OH	*OH	down	-5.76441000	0.24680000	3.24296000
pristine_OH	*OH	down	-5.71429000	0.16351000	3.25116000
pristine_OH	*OH	down	-5.66416000	0.11726000	3.25704000
pristine_OH	*OH	down	-5.61404000	0.09307000	3.26170000
pristine_OH	*OH	down	-5.56391000	0.14061000	3.26875000
pristine_OH	*OH	down	-5.51378000	0.18007000	3.27778000
pristine_OH	*OH	down	-5.46366000	0.23377000	3.28949000
pristine_OH	*OH	down	-5.41353000	1.57727000	3.36855000
pristine_OH	*OH	down	-5.36341000	4.38570000	3.58839000
pristine_OH	*OH	down	-5.31328000	2.29705000	3.70353000
pristine_OH	*OH	down	-5.26316000	0.21272000	3.71419000
pristine_OH	*OH	down	-5.21303000	0.00432000	3.71441000
pristine_OH	*OH	down	-5.16291000	0.04531000	3.71668000
pristine_OH	*OH	down	-5.11278000	0.30731000	3.73208000
pristine_OH	*OH	down	-5.06266000	0.38119000	3.75119000
pristine_OH	*OH	down	-5.01253000	0.08825000	3.75561000
pristine_OH	*OH	down	-4.96241000	0.00363000	3.75580000
pristine_OH	*OH	down	-4.91228000	0.00003000	3.75580000
pristine_OH	*OH	down	-4.86216000	0.00000000	3.75580000
pristine_OH	*OH	down	-4.81203000	0.00000000	3.75580000
pristine_OH	*OH	down	-4.76190000	0.00000000	3.75580000
pristine_OH	*OH	down	-4.71178000	0.00000000	3.75580000
pristine_OH	*OH	down	-4.66165000	0.00001000	3.75580000
pristine_OH	*OH	down	-4.61153000	0.00023000	3.75581000
pristine_OH	*OH	down	-4.56140000	0.00116000	3.75587000
pristine_OH	*OH	down	-4.51128000	0.00687000	3.75621000
pristine_OH	*OH	down	-4.46115000	0.02423000	3.75743000
pristine_OH	*OH	down	-4.41103000	0.02897000	3.75888000
pristine_OH	*OH	down	-4.36090000	0.01732000	3.75975000
pristine_OH	*OH	down	-4.31078000	0.00810000	3.76015000
pristine_OH	*OH	down	-4.26065000	0.00236000	3.76027000
pristine_OH	*OH	down	-4.21053000	0.00372000	3.76046000
pristine_OH	*OH	down	-4.16040000	0.00858000	3.76089000
pristine_OH	*OH	down	-4.11028000	0.00322000	3.76105000
pristine_OH	*OH	down	-4.06015000	-0.01810000	3.76014000
pristine_OH	*OH	down	-4.01003000	-0.04628000	3.75782000
pristine_OH	*OH	down	-3.95990000	-0.03632000	3.75600000
pristine_OH	*OH	down	-3.90977000	-0.00279000	3.75586000
pristine_OH	*OH	down	-3.85965000	0.01862000	3.75679000
pristine_OH	*OH	down	-3.80952000	0.00120000	3.75685000
pristine_OH	*OH	down	-3.75940000	-0.00793000	3.75646000
pristine_OH	*OH	down	-3.70927000	0.00880000	3.75690000
pristine_OH	*OH	down	-3.65915000	0.01892000	3.75785000
pristine_OH	*OH	down	-3.60902000	0.01625000	3.75866000
pristine_OH	*OH	down	-3.55890000	0.02102000	3.75972000
pristine_OH	*OH	down	-3.50877000	0.06868000	3.76316000
pristine_OH	*OH	down	-3.45865000	0.09817000	3.76808000
pristine_OH	*OH	down	-3.40852000	0.04734000	3.77045000
pristine_OH	*OH	down	-3.35840000	0.02248000	3.77158000
pristine_OH	*OH	down	-3.30827000	0.01302000	3.77223000
pristine_OH	*OH	down	-3.25815000	0.00857000	3.77266000
pristine_OH	*OH	down	-3.20802000	0.00699000	3.77301000
pristine_OH	*OH	down	-3.15789000	0.00326000	3.77317000
pristine_OH	*OH	down	-3.10777000	-0.00278000	3.77304000
pristine_OH	*OH	down	-3.05764000	-0.01494000	3.77229000
pristine_OH	*OH	down	-3.00752000	-0.03652000	3.77046000
pristine_OH	*OH	down	-2.95739000	-0.07014000	3.76694000
pristine_OH	*OH	down	-2.90727000	-0.12868000	3.76049000
pristine_OH	*OH	down	-2.85714000	-0.12121000	3.75441000
pristine_OH	*OH	down	-2.80702000	-0.05445000	3.75168000
pristine_OH	*OH	down	-2.75689000	-0.01384000	3.75099000
pristine_OH	*OH	down	-2.70677000	-0.01132000	3.75042000
pristine_OH	*OH	down	-2.65664000	-0.02012000	3.74942000
pristine_OH	*OH	down	-2.60652000	-0.01495000	3.74867000
pristine_OH	*OH	down	-2.55639000	-0.00509000	3.74841000
pristine_OH	*OH	down	-2.50627000	0.00990000	3.74891000
pristine_OH	*OH	down	-2.45614000	0.01499000	3.74966000
pristine_OH	*OH	down	-2.40602000	0.00427000	3.74987000
pristine_OH	*OH	down	-2.35589000	-0.00053000	3.74985000
pristine_OH	*OH	down	-2.30576000	0.00761000	3.75023000
pristine_OH	*OH	down	-2.25564000	0.01383000	3.75092000
pristine_OH	*OH	down	-2.20551000	0.01359000	3.75160000
pristine_OH	*OH	down	-2.15539000	0.01356000	3.75228000
pristine_OH	*OH	down	-2.10526000	0.02979000	3.75377000
pristine_OH	*OH	down	-2.05514000	0.06626000	3.75710000
pristine_OH	*OH	down	-2.00501000	0.09807000	3.76201000
pristine_OH	*OH	down	-1.95489000	0.07422000	3.76573000
pristine_OH	*OH	down	-1.90476000	0.04093000	3.76778000
pristine_OH	*OH	down	-1.85464000	0.02206000	3.76889000
pristine_OH	*OH	down	-1.80451000	0.00854000	3.76932000
pristine_OH	*OH	down	-1.75439000	0.00763000	3.76970000
pristine_OH	*OH	down	-1.70426000	0.00995000	3.77020000
pristine_OH	*OH	down	-1.65414000	0.00624000	3.77051000
pristine_OH	*OH	down	-1.60401000	0.00491000	3.77076000
pristine_OH	*OH	down	-1.55388000	0.00484000	3.77100000
pristine_OH	*OH	down	-1.50376000	0.00411000	3.77121000
pristine_OH	*OH	down	-1.45363000	0.00055000	3.77123000
pristine_OH	*OH	down	-1.40351000	-0.00070000	3.77120000
pristine_OH	*OH	down	-1.35338000	-0.00089000	3.77115000
pristine_OH	*OH	down	-1.30326000	-0.00319000	3.77099000
pristine_OH	*OH	down	-1.25313000	-0.02023000	3.76998000
pristine_OH	*OH	down	-1.20301000	-0.03538000	3.76821000
pristine_OH	*OH	down	-1.15288000	-0.02409000	3.76700000
pristine_OH	*OH	down	-1.10276000	-0.02611000	3.76569000
pristine_OH	*OH	down	-1.05263000	-0.05727000	3.76282000
pristine_OH	*OH	down	-1.00251000	-0.07405000	3.75911000
pristine_OH	*OH	down	-0.95238000	-0.05729000	3.75624000
pristine_OH	*OH	down	-0.90226000	-0.05260000	3.75360000
pristine_OH	*OH	down	-0.85213000	-0.04808000	3.75119000
pristine_OH	*OH	down	-0.80201000	-0.01904000	3.75023000
pristine_OH	*OH	down	-0.75188000	-0.01109000	3.74968000
pristine_OH	*OH	down	-0.70175000	-0.00561000	3.74940000
pristine_OH	*OH	down	-0.65163000	-0.00100000	3.74935000
pristine_OH	*OH	down	-0.60150000	-0.00006000	3.74934000
pristine_OH	*OH	down	-0.55138000	0.00034000	3.74936000
pristine_OH	*OH	down	-0.50125000	0.00014000	3.74937000
pristine_OH	*OH	down	-0.45113000	-0.00001000	3.74937000
pristine_OH	*OH	down	-0.40100000	-0.00003000	3.74937000
pristine_OH	*OH	down	-0.35088000	-0.00001000	3.74937000
pristine_OH	*OH	down	-0.30075000	-0.00000000	3.74937000
pristine_OH	*OH	down	-0.25063000	-0.00000000	3.74937000
pristine_OH	*OH	down	-0.20050000	-0.00028000	3.74935000
pristine_OH	*OH	down	-0.15038000	-0.00438000	3.74913000
pristine_OH	*OH	down	-0.10025000	-0.01177000	3.74854000
pristine_OH	*OH	down	-0.05013000	-0.00575000	3.74825000
pristine_OH	*OH	down	0.00000000	-0.00050000	3.74823000
pristine_OH	*OH	down	0.05013000	-0.00001000	3.74823000
pristine_OH	*OH	down	0.10025000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.15038000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.20050000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.25063000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.30075000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.35088000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.40100000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.45113000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.50125000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.55138000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.60150000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.65163000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.70175000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.75188000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.80201000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.85213000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.90226000	-0.00000000	3.74823000
pristine_OH	*OH	down	0.95238000	-0.00000000	3.74823000
pristine_OH	*OH	down	1.00251000	-0.00000000	3.74823000
pristine_OH	*OH	down	1.05263000	-0.00000000	3.74823000
pristine_OH	*OH	down	1.10276000	-0.00000000	3.74823000
pristine_OH	*OH	down	1.15288000	-0.00000000	3.74823000
pristine_OH	*OH	down	1.20301000	0.00000000	3.74823000
pristine_OH	*OH	down	1.25313000	-0.00000000	3.74823000
pristine_OH	*OH	down	1.30326000	-0.00000000	3.74823000
pristine_OH	*OH	down	1.35338000	-0.00000000	3.74823000
pristine_OH	*OH	down	1.40351000	-0.00009000	3.74822000
pristine_OH	*OH	down	1.45363000	-0.00120000	3.74816000
pristine_OH	*OH	down	1.50376000	-0.03161000	3.74658000
pristine_OH	*OH	down	1.55388000	-0.24284000	3.73441000
pristine_OH	*OH	down	1.60401000	-0.44963000	3.71187000
pristine_OH	*OH	down	1.65414000	-0.26962000	3.69835000
pristine_OH	*OH	down	1.70426000	-0.04670000	3.69601000
pristine_OH	*OH	down	1.75439000	-0.00192000	3.69592000
pristine_OH	*OH	down	1.80451000	-0.00012000	3.69591000
pristine_OH	*OH	down	1.85464000	-0.00018000	3.69590000
pristine_OH	*OH	down	1.90476000	-0.00828000	3.69549000
pristine_OH	*OH	down	1.95489000	-0.08316000	3.69132000
pristine_OH	*OH	down	2.00501000	-0.22000000	3.68029000
pristine_OH	*OH	down	2.05514000	-0.15853000	3.67234000
pristine_OH	*OH	down	2.10526000	-0.03288000	3.67070000
pristine_OH	*OH	down	2.15539000	-0.00381000	3.67051000
pristine_OH	*OH	down	2.20551000	-0.00081000	3.67046000
pristine_OH	*OH	down	2.25564000	-0.00035000	3.67045000
pristine_OH	*OH	down	2.30576000	-0.00003000	3.67045000
pristine_OH	*OH	down	2.35589000	-0.00000000	3.67045000
pristine_OH	*OH	down	2.40602000	-0.00000000	3.67045000
pristine_OH	*OH	down	2.45614000	-0.00000000	3.67045000
pristine_OH	*OH	down	2.50627000	-0.00000000	3.67045000
pristine_OH	*OH	down	2.55639000	-0.00000000	3.67045000
pristine_OH	*OH	down	2.60652000	-0.00000000	3.67045000
pristine_OH	*OH	down	2.65664000	-0.00000000	3.67045000
pristine_OH	*OH	down	2.70677000	-0.00000000	3.67045000
pristine_OH	*OH	down	2.75689000	-0.00000000	3.67045000
pristine_OH	*OH	down	2.80702000	-0.00002000	3.67044000
pristine_OH	*OH	down	2.85714000	-0.00081000	3.67040000
pristine_OH	*OH	down	2.90727000	-0.01334000	3.66974000
pristine_OH	*OH	down	2.95739000	-0.06034000	3.66671000
pristine_OH	*OH	down	3.00752000	-0.09077000	3.66216000
pristine_OH	*OH	down	3.05764000	-0.10985000	3.65665000
pristine_OH	*OH	down	3.10777000	-0.07626000	3.65283000
pristine_OH	*OH	down	3.15789000	-0.01841000	3.65191000
pristine_OH	*OH	down	3.20802000	-0.04444000	3.64968000
pristine_OH	*OH	down	3.25815000	-0.17324000	3.64100000
pristine_OH	*OH	down	3.30827000	-0.17156000	3.63240000
pristine_OH	*OH	down	3.35840000	-0.16781000	3.62399000
pristine_OH	*OH	down	3.40852000	-0.31656000	3.60812000
pristine_OH	*OH	down	3.45865000	-0.31827000	3.59217000
pristine_OH	*OH	down	3.50877000	-0.33507000	3.57537000
pristine_OH	*OH	down	3.55890000	-0.42725000	3.55395000
pristine_OH	*OH	down	3.60902000	-0.36446000	3.53569000
pristine_OH	*OH	down	3.65915000	-0.20711000	3.52530000
pristine_OH	*OH	down	3.70927000	-0.12635000	3.51897000
pristine_OH	*OH	down	3.75940000	-0.18394000	3.50975000
pristine_OH	*OH	down	3.80952000	-0.39102000	3.49015000
pristine_OH	*OH	down	3.85965000	-0.47172000	3.46651000
pristine_OH	*OH	down	3.90977000	-0.50170000	3.44136000
pristine_OH	*OH	down	3.95990000	-0.76316000	3.40310000
pristine_OH	*OH	down	4.01003000	-0.58102000	3.37398000
pristine_OH	*OH	down	4.06015000	-0.47204000	3.35032000
pristine_OH	*OH	down	4.11028000	-0.51228000	3.32464000
pristine_OH	*OH	down	4.16040000	-0.54796000	3.29717000
pristine_OH	*OH	down	4.21053000	-0.57891000	3.26816000
pristine_OH	*OH	down	4.26065000	-0.40171000	3.24802000
pristine_OH	*OH	down	4.31078000	-0.37144000	3.22940000
pristine_OH	*OH	down	4.36090000	-0.55904000	3.20138000
pristine_OH	*OH	down	4.41103000	-0.67058000	3.16777000
pristine_OH	*OH	down	4.46115000	-0.56769000	3.13931000
pristine_OH	*OH	down	4.51128000	-0.40364000	3.11908000
pristine_OH	*OH	down	4.56140000	-0.29786000	3.10415000
pristine_OH	*OH	down	4.61153000	-0.29030000	3.08960000
pristine_OH	*OH	down	4.66165000	-0.43551000	3.06777000
pristine_OH	*OH	down	4.71178000	-0.61521000	3.03693000
pristine_OH	*OH	down	4.76190000	-0.71540000	3.00107000
pristine_OH	*OH	down	4.81203000	-0.57584000	2.97221000
pristine_OH	*OH	down	4.86216000	-0.67491000	2.93837000
pristine_OH	*OH	down	4.91228000	-0.57388000	2.90961000
pristine_OH	*OH	down	4.96241000	-0.46454000	2.88632000
pristine_OH	*OH	down	5.01253000	-0.62087000	2.85520000
Al16_OH	*OH	up	-15.03759000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.98747000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.93734000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.88722000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.83709000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.78697000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.73684000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.68672000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.63659000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.58647000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.53634000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.48622000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.43609000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.38596000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.33584000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.28571000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.23559000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.18546000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.13534000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.08521000	-0.00000000	3.00503000
Al16_OH	*OH	up	-14.03509000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.98496000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.93484000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.88471000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.83459000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.78446000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.73434000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.68421000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.63409000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.58396000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.53383000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.48371000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.43358000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.38346000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.33333000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.28321000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.23308000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.18296000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.13283000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.08271000	-0.00000000	3.00503000
Al16_OH	*OH	up	-13.03258000	-0.00000000	3.00503000
Al16_OH	*OH	up	-12.98246000	-0.00000000	3.00503000
Al16_OH	*OH	up	-12.93233000	-0.00000000	3.00503000
Al16_OH	*OH	up	-12.88221000	-0.00000000	3.00503000
Al16_OH	*OH	up	-12.83208000	-0.00000000	3.00503000
Al16_OH	*OH	up	-12.78195000	-0.00000000	3.00503000
Al16_OH	*OH	up	-12.73183000	-0.00000000	3.00503000
Al16_OH	*OH	up	-12.68170000	-0.00000000	3.00503000
Al16_OH	*OH	up	-12.63158000	-0.00000000	3.00503000
Al16_OH	*OH	up	-12.58145000	-0.00000000	3.00503000
Al16_OH	*OH	up	-12.53133000	-0.00000000	3.00503000
Al16_OH	*OH	up	-12.48120000	-0.00000000	3.00503000
