plane_label	axis_u	axis_v	u_min_A	u_max_A	v_min_A	v_max_A	nx	ny	coordinate_convention	color_limits_charge	color_limits_magnetization	color_limits_spin
PCA plane through Co(act)-Oads-Obridge-neighbor; x/y in Angstrom	0.78677396 -0.19795396 -0.58463746	-0.10861585 -0.97679954 0.18456774	-3.964056	3.901499	-1.660856	1.825955	120	80	x=axis_u projection; y=axis_v projection; origin at active adsorbate O	±0.050 e Angstrom^-3	±0.080 mu_B Angstrom^-3	±0.050 e Angstrom^-3

