energy_eV_rel_EF,Coact_16_dx2-y2_down,Coact_16_dx2-y2_up,Coact_16_dxy_down,Coact_16_dxy_up,Coact_16_dxz_down,Coact_16_dxz_up,Coact_16_dyz_down,Coact_16_dyz_up,Coact_16_dz2_down,Coact_16_dz2_up,Oads_348_px_down,Oads_348_px_up,Oads_348_py_down,Oads_348_py_up,Oads_348_pz_down,Oads_348_pz_up,Obridge_259_px_down,Obridge_259_px_up,Obridge_259_py_down,Obridge_259_py_up,Obridge_259_pz_down,Obridge_259_pz_up,TDOS_0_total_down,TDOS_0_total_up,neighbor_51_px_down,neighbor_51_px_up,neighbor_51_py_down,neighbor_51_py_up,neighbor_51_pz_down,neighbor_51_pz_up,neighbor_51_s_down,neighbor_51_s_up
0.11084,0.001233,-0.0006565,0.003543,-0.0004612,0.01455,-0.001104,0.0002809,-0.00221,3.933e-05,-1.523e-05,0.4773,-0.004745,0.1859,-0.0005854,0.1426,-0.0001781,1.403e-05,0.0001968,0.005172,0.0003143,0.002565,5.126e-05,9.657,27.08,-5e-08,-2.225e-05,3.832e-06,2.657e-05,2.746e-06,5.367e-05,2.461e-05,-6.027e-05
0.22184,7.018e-05,-7.633e-05,0.0002019,-4.696e-05,0.0008279,-0.0001476,1.608e-05,-0.0002886,2.197e-06,-1.586e-06,0.02714,-0.0003605,0.01055,-0.0001037,0.008099,-5.747e-05,-7.958e-07,6.524e-06,0.0002935,-1.553e-05,0.000146,-6.453e-06,1.469,2.441,-1.741e-07,-1.34e-05,1.191e-07,-7.16e-06,-1.156e-07,3.546e-06,1.056e-06,-2.994e-05
0.33184,-0.0001191,-1.513e-05,-0.000342,-1.365e-05,-0.001404,-3.206e-05,-2.71e-05,-4.581e-05,-3.82e-06,-3.883e-07,-0.04608,-4.081e-05,-0.01795,-2.527e-05,-0.01377,-1.61e-05,-1.758e-06,-3.29e-05,-0.0004995,-4.783e-05,-0.0002477,-9.896e-06,-0.7772,-2.557,-8.246e-08,-3.332e-06,-4.191e-07,-7.702e-06,-3.251e-07,-7.66e-06,-2.701e-06,-6.34e-06
0.44184,-3.589e-05,-2.944e-06,-0.0001031,-3.625e-06,-0.0004233,-6.833e-06,-8.179e-06,-7.048e-06,-1.149e-06,-1.043e-07,-0.01389,-1.069e-05,-0.005407,-4.334e-06,-0.004149,-2.571e-06,-4.376e-07,-1.174e-05,-0.0001505,-1.343e-05,-7.465e-05,-2.591e-06,-0.3568,-0.9985,-1.524e-08,-5.15e-07,-1.21e-07,-2.676e-06,-8.032e-08,-3.345e-06,-8.025e-07,-9.003e-07
0.55284,-4.199e-06,-3.281e-07,-1.207e-05,-4.957e-07,-4.953e-05,-8.753e-07,-9.579e-07,-7.044e-07,-1.342e-07,-1.512e-08,-0.001624,-1.708e-06,-0.0006323,-4.401e-07,-0.0004852,-2.389e-07,-4.808e-08,-1.762e-06,-1.76e-05,-1.616e-06,-8.732e-06,-3.024e-07,-0.0571,-0.1519,-1.374e-09,-4.695e-08,-1.391e-08,-4.314e-07,-8.531e-09,-5.734e-07,-9.383e-08,-8.5e-08
0.66284,-2.442e-07,-1.97e-08,-6.8e-07,-3.552e-08,-2.778e-06,-6.173e-08,-5.446e-08,-4.024e-08,-1.24e-08,-1.141e-09,-9.108e-05,-1.386e-07,-3.544e-05,-2.564e-08,-2.72e-05,-1.303e-08,-2.733e-09,-1.331e-07,-9.865e-07,-9.684e-08,-4.898e-07,-1.797e-08,-0.004351,-0.01134,-6.737e-11,-2.367e-09,-7.758e-10,-3.483e-08,-4.531e-10,-4.758e-08,-5.283e-09,-4.833e-09
0.77284,-7.766e-07,-6.438e-10,-2.503e-07,-1.367e-09,-9.596e-08,-2.371e-09,-6.128e-08,-1.282e-09,-4.29e-07,-4.565e-11,-2.608e-06,-5.841e-09,-1.063e-06,-8.398e-10,-8.211e-07,-4.09e-10,-2.579e-09,-5.304e-09,-3.486e-08,-3.04e-09,-2.072e-08,-5.696e-10,-0.0001741,-0.000441,-8.545e-11,-6.48e-11,-2.85e-10,-1.46e-09,-3.37e-11,-2.029e-09,-2.959e-10,-1.573e-10
0.88384,-3.582e-05,-1.157e-11,-1.123e-05,-2.851e-11,-9.879e-07,-4.955e-11,-2.786e-06,-2.271e-11,-1.983e-05,-9.782e-13,-1.936e-07,-1.3e-10,-2.324e-06,-1.527e-11,-2.02e-06,-7.245e-12,-1.164e-07,-1.135e-10,-3.112e-07,-5.115e-11,-3.106e-07,-9.848e-12,-0.0002306,-9.133e-06,-4.188e-09,-9.671e-13,-1.219e-08,-3.234e-11,-1.184e-09,-4.557e-11,-9.973e-09,-2.886e-12
0.99384,-0.0008661,-1.149e-13,-0.0002927,-3.234e-13,-3.338e-05,-5.632e-13,-6.769e-05,-2.235e-13,-0.0004742,-1.129e-14,-3.76e-06,-1.545e-12,-5.509e-05,-1.531e-13,-4.787e-05,-7.157e-14,-2.825e-06,-1.311e-12,-7.556e-06,-4.665e-13,-7.421e-06,-9.39e-14,-0.006073,-1.018e-07,-1.146e-07,-7.943e-15,-2.933e-07,-3.824e-13,-3.786e-08,-5.45e-13,-3.836e-07,-2.967e-14
1.10384,-0.01051,-6.328e-16,-0.004026,-1.999e-15,-0.00062,-3.483e-15,-0.0008286,-1.225e-15,-0.005637,-8.059e-17,-4.613e-05,-9.881e-15,-0.0006519,-8.652e-16,-0.0005656,-4.121e-16,-3.453e-05,-8.469e-15,-9.265e-05,-2.33e-15,-8.814e-05,-5.302e-16,-0.08441,-6.141e-10,-1.71e-06,-3.7e-17,-3.543e-06,-2.434e-15,-6.879e-07,-3.499e-15,-7.946e-06,-2.672e-15
1.21384,-0.05815,-4.471e-16,-0.02782,-1.16e-15,-0.005951,-1.181e-15,-0.004668,-1.383e-15,-0.02979,-3.203e-15,-0.0002611,-1.242e-14,-0.003409,-6.593e-15,-0.002948,-6.537e-15,-0.000194,-8.611e-14,-0.0005239,-2.148e-15,-0.0004651,-1.069e-14,-0.5804,-9.169e-11,-1.361e-05,-2.377e-16,-1.976e-05,-2.227e-15,-6.915e-06,-1.946e-15,-8.436e-05,-7.921e-13
1.32484,-0.08864,-7.586e-14,-0.07763,-1.97e-13,-0.02512,-1.978e-13,-0.007654,-2.347e-13,-0.03654,-5.449e-13,-0.000439,-2.106e-12,-0.003948,-1.122e-12,-0.00334,-1.118e-12,-0.0003175,-1.468e-11,-0.0008754,-3.661e-13,-0.0005665,-1.826e-12,-1.649,-1.523e-08,-5.169e-05,-4.074e-14,-3.535e-05,-3.77e-13,-3.52e-05,-3.3e-13,-0.000408,-1.349e-10
1.43484,0.3616,-6.913e-12,0.0671,-1.8e-11,-0.01165,-1.788e-11,0.02731,-2.136e-11,0.2119,-4.957e-11,0.001441,-1.914e-10,0.02494,-1.021e-10,0.02179,-1.022e-10,0.001119,-1.339e-09,0.003003,-3.35e-11,0.003313,-1.668e-10,0.6112,-1.383e-06,-3.387e-05,-3.74e-12,8.295e-05,-3.426e-11,-5.932e-05,-3.012e-11,-0.0004512,-1.229e-08
1.54484,1.549,-3.337e-10,0.8699,-8.716e-10,0.2132,-8.553e-10,0.125,-1.03e-09,0.761,-2.388e-09,0.006191,-9.219e-09,0.08596,-4.925e-09,0.07416,-4.955e-09,0.005096,-6.467e-08,0.01416,-1.627e-09,0.01184,-8.075e-09,15.23,-6.652e-05,0.0004002,-1.822e-10,0.0004689,-1.65e-09,0.0001865,-1.456e-09,0.002841,-5.932e-07
1.65584,2.162,-8.382e-09,1.845,-2.197e-08,0.5672,-2.127e-08,0.1768,-2.585e-08,0.899,-5.986e-08,0.004191,-2.312e-07,0.0956,-1.24e-07,0.08161,-1.25e-07,0.007058,-1.626e-06,0.02123,-4.146e-08,0.01395,-2.034e-07,41.5,-0.001664,0.001382,-4.648e-09,0.000975,-4.142e-08,0.0009762,-3.663e-08,0.01034,-1.489e-05
1.76584,1.285,-1.056e-07,1.575,-2.778e-07,0.5119,-2.65e-07,0.09474,-3.261e-07,0.4041,-7.514e-07,-0.009583,-2.918e-06,0.03517,-1.583e-06,0.02992,-1.581e-06,0.003443,-2.049e-05,0.0139,-5.461e-07,0.006314,-2.568e-06,58.89,-0.02087,0.001897,-6.066e-08,0.001223,-5.257e-07,0.001599,-4.618e-07,0.01334,-0.0001873
1.87584,0.2352,-6.046e-07,0.5097,-1.599e-06,0.3131,-1.496e-06,0.06375,-1.89e-06,0.03285,-4.264e-06,0.02845,-1.702e-05,0.009442,-9.665e-06,0.004405,-9.063e-06,0.004646,-0.000117,0.00427,-3.709e-06,0.0008646,-1.47e-05,48.21,-0.1191,0.001192,-3.914e-07,0.001036,-3.153e-06,0.001304,-2.635e-06,0.007519,-0.001066
1.98584,-0.06261,-9.691e-07,0.1306,-2.595e-06,0.8333,-2.313e-06,0.285,-3.41e-06,0.04507,-6.408e-06,0.202,-3.25e-05,0.06392,-2.45e-05,0.03457,-1.406e-05,0.02315,-0.0001818,0.004879,-1.422e-05,0.002008,-2.281e-05,23.99,-0.1918,0.0003603,-1.205e-06,0.001128,-7.284e-06,0.001125,-4.016e-06,0.002729,-0.001623
2.09684,-0.01008,3.594e-06,0.2468,9.455e-06,1.369,9.018e-06,0.4772,8.265e-06,0.1256,2.825e-05,0.3329,6.217e-05,0.1102,-1.013e-05,0.06152,5.869e-05,0.0379,0.0007418,0.008587,-3.9e-05,0.003995,9.434e-05,15.43,0.6868,0.000165,-1.698e-06,0.001417,2.023e-06,0.001317,1.736e-05,0.006719,0.006967
2.20684,0.02611,1.531e-05,0.1791,4.055e-05,0.8625,3.685e-05,0.3031,4.099e-05,0.08617,0.0001138,0.2074,0.0003443,0.06899,0.0001,0.03828,0.0002416,0.0246,0.003036,0.005965,-3.469e-05,0.002742,0.0003882,20.97,2.956,0.0001217,1.932e-06,0.0009681,4.51e-05,0.0008206,7.057e-05,0.02176,0.02826
2.31684,0.02189,2.166e-05,0.02931,5.56e-05,0.1489,4.708e-05,0.05581,7.801e-05,0.01563,0.0001418,0.03288,0.0007018,0.01172,0.0006364,0.005796,0.0003032,0.008033,0.00371,0.001815,0.0003948,0.0008745,0.0004916,26.53,4.352,5.005e-05,2.761e-05,0.0004677,0.0001899,0.0001425,8.761e-05,0.03841,0.03505
2.42784,0.01103,1.881e-05,-0.01102,4.237e-05,-0.0347,3.174e-05,-0.006194,0.0001294,-0.003895,6.593e-05,-0.01206,0.001251,-0.002051,0.002039,-0.002276,0.0001391,0.005,0.001703,0.001116,0.001663,0.0004814,0.0002457,28.55,4.204,7.503e-05,9.012e-05,0.0005587,0.0005301,-0.0001011,3.733e-05,0.03537,0.01628
2.53784,0.004466,1.785e-05,-0.002629,5.167e-05,-0.005972,6.554e-05,0.01556,0.0001719,-0.0007525,5.049e-06,-0.0008856,0.002332,0.002785,0.003062,-0.0004194,2.664e-05,0.00456,0.002585,0.002267,0.002606,0.0006485,6.941e-05,27.11,4.219,0.0001783,0.0001655,0.0009328,0.0007473,7.797e-06,-8.189e-06,0.0271,0.00765
2.64784,0.006044,1.933e-05,0.004638,0.0001111,0.007045,0.0001992,0.03587,0.0001711,0.00125,1.65e-06,0.007488,0.004203,0.005542,0.002313,0.001406,0.0001225,0.009902,0.009752,0.003445,0.002029,0.001196,0.0001675,23.69,4.76,0.0004123,0.0002809,0.001565,0.0005068,0.001044,-2.48e-05,0.04156,0.02559
2.75884,0.01363,1.763e-05,0.01034,0.000157,0.01528,0.0002979,0.0314,0.0002864,0.002419,1.129e-05,0.008867,0.005184,0.004378,0.001146,0.003356,0.0003577,0.0258,0.01548,0.004241,0.0009651,0.002647,0.0005761,22.79,5.964,0.0008876,0.0004275,0.002288,0.0001788,0.003082,-1.905e-05,0.0566,0.04169
2.86884,0.02658,1.209e-05,0.01572,0.0001544,0.06108,0.000286,0.08229,0.0006112,0.00417,1.256e-05,0.007292,0.00384,0.002686,0.0008719,0.004882,0.000841,0.03649,0.01593,0.004234,0.0003999,0.006561,0.00219,28.89,7.465,0.001314,0.0004627,0.002059,9.511e-05,0.004604,0.000228,0.04686,0.03988
2.97884,0.0507,1.404e-05,0.02668,0.0001517,0.1516,0.0002964,0.3832,0.0007294,0.008424,1.059e-05,0.00505,0.002284,0.002251,0.0013,0.005367,0.001939,0.03159,0.01639,0.004107,0.0008354,0.01219,0.006594,45.42,9.214,0.001282,0.0003634,0.001186,0.0004072,0.004697,0.00129,0.02822,0.03533
3.08884,0.08706,2.538e-05,0.04593,0.0001245,0.2204,0.000278,0.8265,0.0004317,0.01458,1.163e-05,0.003762,0.001666,0.002472,0.001814,0.004711,0.003122,0.01949,0.01367,0.005334,0.002229,0.0134,0.01181,70.05,11.02,0.001071,0.0003023,0.0009697,0.001062,0.003661,0.002899,0.01972,0.02864
3.19984,0.1091,3.427e-05,0.05502,8.801e-05,0.2008,0.0001714,0.9393,0.0002143,0.01578,1.304e-05,0.00457,0.002009,0.00275,0.001716,0.003168,0.002784,0.01151,0.008258,0.006686,0.002644,0.009,0.0113,88.3,11.85,0.001257,0.0003794,0.001341,0.001245,0.002787,0.003143,0.01962,0.01976
3.30984,0.08931,4.334e-05,0.04043,0.0001054,0.1216,0.0001189,0.6259,0.0002964,0.01139,1.129e-05,0.005989,0.003276,0.002584,0.001197,0.001933,0.001252,0.008365,0.006124,0.006235,0.00166,0.005486,0.005767,92.59,11.98,0.001803,0.0005252,0.001694,0.0007892,0.00347,0.001779,0.01882,0.01305
3.41984,0.05362,7.43e-05,0.02109,0.0001424,0.05452,0.0002412,0.2797,0.0004631,0.008344,1.099e-05,0.006423,0.003892,0.003167,0.00159,0.001839,0.0008468,0.006379,0.005811,0.007588,0.001715,0.007796,0.002852,86.23,12.48,0.002082,0.0007855,0.001692,0.0006433,0.004765,0.0008205,0.01525,0.01119
3.53084,0.03818,0.0001394,0.01706,0.0001581,0.03608,0.0004456,0.1561,0.0005456,0.00878,4.143e-05,0.006648,0.003544,0.006026,0.003047,0.002829,0.002492,0.005851,0.005515,0.01676,0.002728,0.01567,0.00365,73.04,13.37,0.002066,0.001211,0.001324,0.0008563,0.004067,0.0008006,0.01292,0.0163
3.64084,0.04714,0.0002052,0.02153,0.0001675,0.0545,0.000488,0.2174,0.0005985,0.008822,0.0001557,0.008702,0.00364,0.008104,0.003957,0.004908,0.006016,0.007048,0.00715,0.02986,0.003141,0.02034,0.005025,64.89,14.21,0.002445,0.001498,0.001005,0.0007991,0.002004,0.0009393,0.0145,0.02582
3.75084,0.07094,0.00023,0.02025,0.0002474,0.06838,0.0005102,0.3145,0.0007989,0.006804,0.0003355,0.01243,0.003794,0.006431,0.003413,0.008431,0.01046,0.009371,0.009142,0.03865,0.004444,0.01858,0.006161,65.64,15.15,0.002744,0.001552,0.001077,0.0006801,0.001171,0.001162,0.02406,0.04291
3.86184,0.07568,0.0002313,0.0138,0.0004623,0.05493,0.0007145,0.2812,0.0009596,0.004281,0.0005139,0.01381,0.004,0.004039,0.002353,0.01236,0.01285,0.01265,0.009704,0.03939,0.007931,0.01813,0.009033,67.82,16.74,0.002452,0.001575,0.00147,0.001092,0.001719,0.001895,0.04138,0.07081
3.97184,0.04315,0.0003334,0.007037,0.0007046,0.02833,0.0008834,0.1355,0.0008395,0.003044,0.000822,0.01101,0.006497,0.004894,0.002795,0.01529,0.01325,0.01464,0.01122,0.02839,0.01032,0.01698,0.01391,72.79,19.69,0.002415,0.001719,0.00205,0.002054,0.002436,0.002612,0.05185,0.09625
