energy_eV_rel_EF,Coact_16_dx2-y2_down,Coact_16_dx2-y2_up,Coact_16_dxy_down,Coact_16_dxy_up,Coact_16_dxz_down,Coact_16_dxz_up,Coact_16_dyz_down,Coact_16_dyz_up,Coact_16_dz2_down,Coact_16_dz2_up,Oads_347_px_down,Oads_347_px_up,Oads_347_py_down,Oads_347_py_up,Oads_347_pz_down,Oads_347_pz_up,Obridge_258_px_down,Obridge_258_px_up,Obridge_258_py_down,Obridge_258_py_up,Obridge_258_pz_down,Obridge_258_pz_up,TDOS_0_total_down,TDOS_0_total_up,neighbor_51_px_down,neighbor_51_px_up,neighbor_51_py_down,neighbor_51_py_up,neighbor_51_pz_down,neighbor_51_pz_up,neighbor_51_s_down,neighbor_51_s_up
0.33217,0.03901,-3.074e-05,0.02286,-5.057e-05,-0.003644,-8.457e-05,0.0003746,-5.611e-05,0.001157,-6.131e-07,0.1107,-0.0001175,0.3583,-4.354e-05,-0.04923,-6.586e-05,-5.832e-05,-4.585e-05,0.0001301,-5.048e-05,-0.0002146,-1.468e-05,0.3411,-2.172,-1.526e-06,-2.107e-06,1.392e-05,-5.48e-06,-3.84e-06,-5.516e-06,1.566e-05,-4.199e-06
0.44317,0.1158,-4.45e-06,0.06855,-8.777e-06,0.004923,-1.475e-05,0.005637,-7.25e-06,0.008788,-1.245e-07,0.3839,-1.672e-05,1.081,-5.565e-06,-0.01734,-9.271e-06,7.792e-05,-1.361e-05,0.000583,-1.343e-05,-7.337e-05,-3.204e-06,3.193,-0.9485,1.426e-06,-2.435e-07,4.323e-05,-2.291e-06,7.247e-07,-2.814e-06,8.092e-05,-7.076e-07
0.55417,0.1163,-4.949e-07,0.0689,-1.088e-06,0.006806,-1.826e-06,0.006196,-7.985e-07,0.009457,-1.626e-08,0.3919,-2.105e-06,1.087,-6.153e-07,-0.002164,-1.002e-06,0.000108,-1.97e-06,0.0006087,-1.603e-06,-6.921e-06,-3.648e-07,3.542,-0.1522,2.132e-06,-1.731e-08,4.359e-05,-3.933e-07,2.164e-06,-5.178e-07,8.512e-05,-7.044e-08
0.66417,0.03973,-3.16e-08,0.02354,-7.574e-08,0.002402,-1.277e-07,0.002139,-5.302e-08,0.003257,-1.18e-09,0.1342,-1.544e-07,0.3715,-4.038e-08,-0.0001112,-6.569e-08,3.812e-05,-1.475e-07,0.0002089,-9.538e-08,3.879e-07,-2.199e-08,1.226,-0.01175,7.572e-07,-7.589e-10,1.49e-05,-3.272e-08,7.987e-07,-4.479e-08,2.924e-05,-3.906e-09
0.77517,-0.003597,-1.109e-09,-0.002131,-2.877e-09,-0.0002195,-4.871e-09,-0.0001942,-1.955e-09,-0.0002955,-4.637e-11,-0.01215,-6.133e-09,-0.03363,-1.459e-09,-6.332e-06,-2.425e-09,-3.483e-06,-5.876e-09,-1.894e-05,-2.96e-09,-1.07e-07,-7.217e-10,-0.1116,-0.0004669,-6.93e-08,-2.038e-11,-1.349e-06,-1.394e-09,-7.385e-08,-1.957e-09,-2.651e-06,-1.213e-10
0.88517,-0.004859,-2.137e-11,-0.002879,-5.95e-11,-0.0002958,-1.01e-10,-0.0002622,-3.946e-11,-0.000399,-9.826e-13,-0.01641,-1.311e-10,-0.04544,-2.881e-11,-3.019e-06,-4.928e-11,-4.695e-06,-1.259e-10,-2.557e-05,-4.893e-11,-1.203e-07,-1.308e-11,-0.1507,-9.791e-06,-9.355e-08,-3.285e-13,-1.823e-06,-3.118e-11,-9.938e-08,-4.449e-11,-3.581e-06,-2.134e-12
0.99617,-0.001025,-2.258e-13,-0.0006071,-6.693e-13,-6.239e-05,-1.137e-12,-5.531e-05,-4.343e-13,-8.425e-05,-1.123e-14,-0.003461,-1.509e-12,-0.00958,-3.102e-13,-6.336e-07,-5.475e-13,-9.948e-07,-1.455e-12,-5.395e-06,-4.36e-13,-2.632e-08,-1.316e-13,-0.03559,-1.097e-07,-3.013e-08,-3.09e-15,-3.908e-07,-3.702e-13,-2.814e-08,-5.341e-13,-8.263e-07,-2.135e-14
1.10617,-9.416e-05,-1.324e-15,-5.648e-05,-4.09e-15,-6.766e-06,-7.015e-15,-5.724e-06,-2.61e-15,-1.191e-05,-2.26e-16,-0.0003136,-9.465e-15,-0.0008675,-1.917e-15,-4.673e-07,-3.427e-15,-2.178e-07,-1.138e-14,-5.562e-07,-2.209e-15,-3.845e-08,-1.035e-15,-0.05947,-6.628e-10,-3.109e-07,-2.158e-17,-2.289e-07,-2.426e-15,-2.101e-07,-3.471e-15,-2.107e-06,-1.986e-14
1.21717,-3.269e-05,-4.286e-15,-4.231e-05,-2.244e-16,-3.534e-05,-1.925e-14,-1.141e-05,-2.133e-15,-0.0001242,-4.091e-14,-2.176e-05,-2.666e-14,-4.301e-05,-2.524e-14,-1.241e-05,-3.028e-14,-1.765e-06,-6.031e-13,-1.013e-06,-2.642e-14,-8.192e-07,-7.866e-14,-0.4239,-5.46e-10,-4.617e-06,-1.318e-15,-2.908e-06,-1.998e-14,-3.074e-06,-1.453e-14,-2.965e-05,-5.159e-12
1.32817,-0.000455,-5.987e-13,-0.000663,-2.894e-14,-0.0006346,-2.675e-12,-0.0001616,-2.964e-13,-0.002203,-5.716e-12,-0.0001394,-3.708e-12,-6.196e-05,-3.552e-12,-0.0002248,-4.218e-12,-1.164e-05,-8.444e-11,-7.871e-06,-3.705e-12,-1.166e-05,-1.102e-11,-1.434,-7.585e-08,-3.211e-05,-1.849e-13,-2.038e-05,-2.792e-12,-2.125e-05,-2.033e-12,-0.0002024,-7.215e-10
1.43817,-0.00458,-4.448e-11,-0.006092,-2.109e-12,-0.005989,-1.977e-10,-0.001591,-2.199e-11,-0.02021,-4.244e-10,-0.001284,-2.744e-10,-0.0006083,-2.658e-10,-0.002077,-3.123e-10,-2.783e-05,-6.284e-09,-3.772e-05,-2.764e-10,-9.383e-05,-8.207e-10,-0.5376,-5.621e-06,-7.541e-05,-1.38e-11,-4.937e-05,-2.074e-10,-4.968e-05,-1.513e-10,-0.0004703,-5.363e-08
1.54917,-0.025,-1.736e-09,-0.02587,-8.077e-11,-0.02507,-7.67e-09,-0.008234,-8.577e-10,-0.0767,-1.654e-08,-0.005044,-1.066e-08,-0.003921,-1.047e-08,-0.007911,-1.214e-08,3.692e-05,-2.456e-07,-0.0001601,-1.085e-08,-0.0003301,-3.21e-08,11.13,-0.0002187,0.0001474,-5.415e-10,8.7e-05,-8.092e-09,9.571e-05,-5.916e-09,0.0008805,-2.093e-06
1.65917,-0.05438,-3.476e-08,-0.01962,-1.603e-09,-0.01492,-1.526e-07,-0.01513,-1.728e-08,0.005614,-3.31e-07,-0.0009258,-2.131e-07,-0.01193,-2.126e-07,0.0004757,-2.421e-07,0.0002771,-4.927e-06,-0.0005276,-2.197e-07,8.087e-05,-6.446e-07,37.56,-0.004368,0.0009511,-1.099e-08,0.0006083,-1.624e-07,0.0006099,-1.187e-07,0.005651,-4.194e-05
1.77017,0.09521,-3.394e-07,0.1942,-1.625e-08,0.1982,-1.48e-06,0.03845,-1.744e-07,0.7359,-3.226e-06,0.04487,-2.096e-06,0.006721,-2.147e-06,0.07557,-2.35e-06,0.000503,-4.819e-05,0.0002248,-2.22e-06,0.003337,-6.31e-06,58.47,-0.04256,0.001524,-1.119e-07,0.001025,-1.602e-06,0.0009783,-1.161e-06,0.009166,-0.0004094
1.88017,0.7601,-1.375e-06,0.6542,-8.642e-08,0.6131,-5.948e-06,0.2374,-8.452e-07,1.682,-1.301e-05,0.1145,-9.032e-06,0.1344,-1.001e-05,0.1733,-9.421e-06,0.0006531,-0.0001956,0.007031,-1.052e-05,0.007483,-2.564e-05,49.46,-0.1733,0.001104,-5.46e-07,0.0007488,-6.885e-06,0.0008604,-4.703e-06,0.008498,-0.001655
1.99117,1.516,-2.871e-07,0.8783,-2.981e-07,0.7594,-1.189e-06,0.443,-1.987e-06,1.394,-2.017e-06,0.1149,-9.233e-06,0.3031,-1.802e-05,0.144,-1.275e-06,0.001055,-3.876e-05,0.01707,-2.121e-05,0.006187,-5.133e-06,25.25,-0.05394,0.0005225,-1.232e-06,0.0002609,-6.475e-06,0.000775,-8.073e-07,0.009047,-0.0002792
2.10117,1.286,1.219e-05,0.5499,-8.93e-07,0.4265,5.203e-05,0.3742,-2.9e-06,0.3754,0.0001189,0.05121,3.778e-05,0.2631,-1.125e-06,0.03652,8.604e-05,0.002848,0.001747,0.01546,-1.331e-05,0.001687,0.0002298,16.59,1.424,0.0002289,-1.215e-06,0.0001832,3.275e-05,0.0005424,4.288e-05,0.0127,0.01504
2.21217,0.4353,3.022e-05,0.1302,-1.441e-06,0.06169,0.0001281,0.1489,5.556e-06,-0.045,0.0002898,0.009877,0.0001346,0.07892,0.0001088,-0.01049,0.0002049,0.007594,0.004214,0.005021,0.0001098,-0.0001975,0.0005633,23.14,3.667,5.138e-05,4.699e-06,0.0004865,0.0001205,9.146e-05,0.0001048,0.0217,0.03658
2.32317,0.02019,2.902e-05,0.09915,1.657e-06,0.05456,0.0001233,0.07496,7.488e-05,-0.02722,0.0002535,0.05372,0.0003202,0.002091,0.0007144,0.01666,0.0001622,0.01313,0.003364,0.0009381,0.0008599,0.0006484,0.0004916,29.43,4.259,8.045e-05,3.778e-05,0.0009115,0.000321,0.0001704,9.039e-05,0.03066,0.03124
2.43317,0.01832,1.574e-05,0.4224,2.231e-05,0.3699,7.719e-05,0.1811,0.0002167,0.009967,7.465e-05,0.212,0.0007903,0.03959,0.001968,0.1024,4.16e-05,0.01595,0.001108,0.004371,0.002321,0.003417,0.0001644,31.49,4.097,0.0003051,0.0001048,0.001654,0.0006626,0.001055,2.154e-05,0.0349,0.00937
2.54417,0.07691,1.144e-05,0.6187,0.0001089,0.5719,0.0001149,0.2635,0.0002757,0.01489,1.024e-05,0.3154,0.001924,0.07956,0.002583,0.1546,0.0001714,0.01601,0.005376,0.008105,0.00276,0.005811,0.0001872,29.85,4.458,0.0005127,0.0001973,0.002453,0.0007156,0.002028,-8.795e-06,0.0512,0.01276
2.65417,0.08547,1.226e-05,0.3988,0.0002417,0.3782,0.0002166,0.2013,0.0002356,0.009047,4.946e-05,0.214,0.003463,0.06393,0.002001,0.1051,0.0004854,0.02283,0.01493,0.008055,0.001651,0.005944,0.0005488,25.11,5.066,0.0007501,0.0003408,0.002917,0.0003639,0.002997,-1.132e-05,0.0701,0.03726
2.76517,0.06303,9.564e-06,0.1417,0.0002461,0.1377,0.0002446,0.1049,0.0003805,0.006111,7.475e-05,0.07667,0.003487,0.0278,0.001185,0.04509,0.0004929,0.03958,0.01773,0.006306,0.0006259,0.006126,0.001196,23.64,6.084,0.001138,0.0004526,0.002955,0.0001109,0.004061,2.85e-05,0.05704,0.04413
2.87517,0.03992,5.584e-06,0.05737,0.0001421,0.07814,0.000237,0.05247,0.0007235,0.00604,6.196e-05,0.02486,0.00213,0.009398,0.000743,0.02315,0.0003235,0.0464,0.01625,0.004896,0.0004251,0.008974,0.003649,30.16,7.627,0.001327,0.0004187,0.001916,0.000162,0.004435,0.0004882,0.02942,0.03554
2.98617,0.03327,8.295e-06,0.04326,8.567e-05,0.1002,0.000272,0.08572,0.0007222,0.006187,4.886e-05,0.0139,0.001297,0.005187,0.0007709,0.01402,0.0005332,0.03418,0.0163,0.004934,0.00132,0.01276,0.009144,47.08,9.538,0.001116,0.0003035,0.0009486,0.0006346,0.004104,0.001913,0.01802,0.03069
3.09617,0.05594,1.7e-05,0.05628,6.796e-05,0.1293,0.0002415,0.2108,0.0003662,0.006995,4.678e-05,0.0108,0.001168,0.004989,0.0008782,0.007619,0.0009061,0.01742,0.01208,0.006576,0.002716,0.01248,0.01354,70.7,11.2,0.001034,0.0002886,0.001224,0.001271,0.003174,0.003401,0.01819,0.02399
3.20717,0.1134,2.667e-05,0.08446,9.509e-05,0.1523,0.0001492,0.3653,0.0002199,0.00747,4.606e-05,0.01089,0.001693,0.005576,0.0007814,0.005147,0.0008348,0.008978,0.006774,0.007156,0.00256,0.008199,0.01072,88.6,11.89,0.001578,0.0003958,0.00193,0.001198,0.002846,0.002963,0.01854,0.0164
3.31817,0.1663,4.344e-05,0.09769,0.0001617,0.1552,0.0001599,0.4564,0.0003407,0.00784,5.291e-05,0.01116,0.002618,0.006037,0.0008049,0.006326,0.0004677,0.005925,0.005183,0.005945,0.001595,0.005338,0.004663,93.79,12.06,0.002244,0.0005258,0.002082,0.0007014,0.00413,0.001343,0.01528,0.01143
3.42817,0.1537,8.932e-05,0.0787,0.0002052,0.1181,0.0004367,0.3818,0.0005003,0.008021,6.177e-05,0.01043,0.002953,0.007302,0.001235,0.01033,0.000252,0.004603,0.004677,0.009775,0.002261,0.009754,0.002548,86.09,12.41,0.002191,0.0007746,0.001626,0.0007318,0.005037,0.0006602,0.01137,0.01187
3.53917,0.1059,0.0001539,0.05882,0.0002561,0.08724,0.0007798,0.2587,0.000594,0.007929,5.579e-05,0.01032,0.002727,0.01136,0.001589,0.01596,0.0002236,0.005896,0.004248,0.0229,0.003473,0.01986,0.003703,72.1,13.07,0.001981,0.001179,0.00107,0.0009583,0.00356,0.0008852,0.0107,0.01731
3.64917,0.1166,0.0001877,0.06142,0.0003564,0.1039,0.0007693,0.322,0.0007127,0.008212,3.513e-05,0.01224,0.00249,0.01344,0.001539,0.01634,0.0003899,0.008174,0.005561,0.03691,0.004193,0.02289,0.00556,64.96,13.98,0.002451,0.001463,0.0009019,0.0008341,0.001522,0.001124,0.01565,0.02786
3.76017,0.1901,0.0001839,0.06239,0.0005391,0.1234,0.0007245,0.505,0.0009416,0.008046,2.686e-05,0.01615,0.002587,0.00989,0.001896,0.0104,0.0007136,0.009363,0.007418,0.0434,0.006122,0.01856,0.008021,66.42,15.53,0.002695,0.001721,0.001173,0.0008665,0.0009878,0.001448,0.02923,0.05086
3.87017,0.2098,0.000184,0.04817,0.0008127,0.1094,0.0009968,0.5116,0.0009614,0.006119,8.849e-05,0.01809,0.003909,0.007096,0.002862,0.005291,0.001046,0.0108,0.008565,0.03774,0.009324,0.01762,0.01232,68.5,17.68,0.002534,0.00209,0.001587,0.001601,0.001667,0.002091,0.04681,0.08066
3.98117,0.1205,0.0002827,0.02665,0.001154,0.07051,0.001319,0.2849,0.0007556,0.003524,0.0003311,0.01513,0.007274,0.008486,0.003843,0.003502,0.001889,0.01236,0.0109,0.02178,0.01037,0.01655,0.01762,72.54,20.62,0.003042,0.0025,0.002127,0.0026,0.002384,0.002393,0.05576,0.1013
