energy_eV_rel_EF,Coact_21_dx2-y2_down,Coact_21_dx2-y2_up,Coact_21_dxy_down,Coact_21_dxy_up,Coact_21_dxz_down,Coact_21_dxz_up,Coact_21_dyz_down,Coact_21_dyz_up,Coact_21_dz2_down,Coact_21_dz2_up,Oads_347_px_down,Oads_347_px_up,Oads_347_py_down,Oads_347_py_up,Oads_347_pz_down,Oads_347_pz_up,Obridge_258_px_down,Obridge_258_px_up,Obridge_258_py_down,Obridge_258_py_up,Obridge_258_pz_down,Obridge_258_pz_up,TDOS_0_total_down,TDOS_0_total_up,neighbor_23_dx2-y2_down,neighbor_23_dx2-y2_up,neighbor_23_dxy_down,neighbor_23_dxy_up,neighbor_23_dxz_down,neighbor_23_dxz_up,neighbor_23_dyz_down,neighbor_23_dyz_up,neighbor_23_dz2_down,neighbor_23_dz2_up
-1.45122,0.00961,0.01414,0.01938,0.02481,0.001815,0.01798,0.001067,0.01818,0.008773,0.01325,0.007065,0.1941,0.01493,0.2943,0.06404,0.236,0.0462,0.07124,0.02927,0.1315,0.0118,0.05717,40.69,100.1,-0.007182,0.06897,0.002279,0.04477,0.009499,0.1404,0.01291,0.1665,0.0847,0.03774
-1.34522,-0.0003292,0.01107,0.00437,0.01847,0.001391,0.01498,0.001393,0.01727,0.00509,0.01343,0.001579,0.2151,0.0006287,0.3248,0.02617,0.1646,0.02133,0.07177,0.01126,0.1108,0.0201,0.06664,52.66,101.5,0.1213,0.06547,0.002699,0.0509,0.006677,0.1398,0.05239,0.166,0.5965,0.02473
-1.23922,-4.021e-05,0.007456,0.0008547,0.01107,0.004941,0.01393,0.002912,0.01787,0.00559,0.0124,0.001824,0.1835,4.775e-05,0.2665,0.02441,0.1348,0.02339,0.07033,0.01136,0.09763,0.03684,0.0694,91.64,90.87,0.5725,0.05619,0.004017,0.05733,0.006647,0.1563,0.1631,0.1338,1.415,0.01247
-1.13322,0.002885,0.006603,0.00261,0.007211,0.01077,0.01788,0.005456,0.0307,0.007019,0.009246,0.005918,0.1364,0.003727,0.1835,0.02718,0.1778,0.03407,0.05958,0.03246,0.0824,0.03484,0.06498,143.8,78.45,1.16,0.0532,0.00627,0.05287,0.008898,0.1695,0.2965,0.1191,1.765,0.006613
-1.02722,0.005533,0.009932,0.005327,0.006907,0.01316,0.0269,0.006235,0.05446,0.008242,0.005385,0.01012,0.1169,0.0083,0.13,0.02088,0.245,0.03724,0.04308,0.06769,0.0602,0.02005,0.05336,186.5,71.06,1.424,0.0585,0.008565,0.04322,0.009512,0.1578,0.3786,0.1177,1.453,0.00413
-0.92122,0.006063,0.01822,0.006295,0.00989,0.01058,0.04281,0.005038,0.07759,0.009176,0.003167,0.0115,0.1297,0.01076,0.1008,0.01577,0.2668,0.03501,0.03622,0.08317,0.04923,0.01125,0.04481,200.3,69.94,1.227,0.06517,0.008435,0.04689,0.007224,0.158,0.3747,0.1207,0.9693,0.003504
-0.81522,0.005086,0.02747,0.005533,0.01593,0.007286,0.05641,0.004979,0.08727,0.007826,0.002896,0.009529,0.1789,0.008408,0.1031,0.01502,0.2498,0.02449,0.04182,0.05537,0.06553,0.006833,0.04216,175.4,73.98,0.747,0.0656,0.005893,0.06397,0.003926,0.1834,0.2737,0.1208,0.5401,0.004191
-0.71022,0.004,0.02751,0.004334,0.02203,0.004284,0.05153,0.005327,0.06966,0.004464,0.003034,0.005433,0.2435,0.004577,0.1429,0.01189,0.2381,0.01079,0.0468,0.01751,0.09677,0.003422,0.03696,127,76,0.3078,0.0586,0.004453,0.07336,0.002324,0.1867,0.1424,0.1133,0.2812,0.004469
-0.60422,0.002653,0.01713,0.002625,0.02343,0.00144,0.03563,0.003341,0.03219,0.001501,0.002296,0.001364,0.2303,0.00253,0.1561,0.004965,0.1978,0.002955,0.04457,0.001208,0.1115,0.001525,0.02321,78.53,68.81,0.09769,0.05027,0.004266,0.06232,0.002101,0.1493,0.05848,0.1041,0.1952,0.003328
-0.49822,0.001255,0.008512,0.0009974,0.01813,-0.0005819,0.02318,0.00057,0.009766,1.382e-05,0.0011,-0.003436,0.1354,-0.0002085,0.1037,-0.00718,0.1065,0.0002174,0.03791,-0.0008423,0.09555,0.0004863,0.00948,40.48,58.88,0.02646,0.05086,0.002606,0.04352,0.001334,0.09936,0.01785,0.1049,0.1063,0.001716
-0.39222,0.000318,0.02423,8.793e-06,0.01418,-0.00319,0.02762,-0.001232,0.06098,-0.0005473,0.0004097,-0.01439,0.05446,-0.007771,0.03968,-0.03612,0.02852,-0.0004999,0.03065,-0.0005229,0.07459,-0.0002567,0.003415,17.55,57.62,-0.002399,0.06349,0.0004998,0.03389,0.0002826,0.06002,-0.0003263,0.1264,0.01546,0.0008157
-0.28622,-4.888e-05,0.07768,-0.0001697,0.02431,-0.001839,0.07411,-0.0007583,0.2157,-0.0002999,0.0003797,-0.008271,0.0188,-0.004981,0.01023,-0.02097,-0.001021,-0.0002969,0.02599,-0.0002395,0.0716,-0.0002427,0.0009599,7.615,70.63,-0.006541,0.07764,-0.0002019,0.03359,-9.981e-05,0.0374,-0.003162,0.1492,-0.01066,0.000611
-0.18022,0.0002307,0.1279,0.001819,0.05969,0.02359,0.1561,0.008619,0.3462,0.003074,0.0006885,0.1064,0.0402,0.06297,0.01661,0.2739,0.01621,0.001643,0.03329,0.0005604,0.07523,0.002375,0.00415,5.748,93.53,-0.001847,0.08746,4.547e-06,0.03419,2.566e-05,0.02672,-0.00112,0.1535,-0.004712,0.0005793
-0.07422,-4.649e-05,0.1371,0.00496,0.1491,0.06779,0.2733,0.02478,0.3307,0.008739,0.001211,0.3017,0.1804,0.1718,0.06622,0.7873,0.1141,0.00485,0.07875,0.001757,0.07641,0.006908,0.03025,9.03,103.1,0.001305,0.08069,0.0003316,0.03098,0.0002403,0.02465,6.114e-05,0.1308,0.0002191,0.000482
0.03178,-0.003219,0.1277,0.003766,0.2633,0.0713,0.4024,0.02589,0.2505,0.008721,0.001819,0.3026,0.3739,0.1461,0.1334,0.8292,0.2555,0.005116,0.1483,0.001828,0.07556,0.007283,0.07291,9.463,78.77,0.001807,0.04553,0.0003847,0.02258,0.0002643,0.02493,0.0002726,0.08081,0.001187,0.00034
0.13778,0.0005468,0.09509,0.002357,0.2497,0.02861,0.3637,0.01049,0.1606,0.00377,0.001678,0.1299,0.3659,0.07857,0.1298,0.332,0.2593,0.002054,0.1465,0.0007511,0.057,0.002916,0.07692,4.71,36,0.0007755,0.009526,0.000168,0.01138,0.0001096,0.01792,0.0001355,0.03239,0.0005599,0.000189
0.24378,0.03939,0.0363,0.01819,0.1025,0.0008722,0.1476,0.002523,0.0571,0.005938,0.0006967,0.1858,0.1513,0.4294,0.05365,-0.004737,0.1102,1.871e-05,0.06205,0.0003967,0.02149,-5.038e-05,0.03359,2.053,7.114,8.89e-05,-0.002826,2.592e-05,0.002561,3.769e-05,0.005735,0.0001118,0.005713,2.015e-05,4.864e-05
0.34978,0.09409,-0.0003138,0.04329,0.001294,-0.0001252,0.001238,0.005222,-0.001973,0.0139,1.986e-05,0.4342,0.002237,1.02,0.0007954,-0.03694,0.002741,-0.0001174,0.001622,0.0008903,0.0002223,-0.0003451,0.00114,3.335,6.259,0.0001104,-0.001777,3.457e-05,0.001669,7.98e-05,0.002203,0.0002389,0.001761,-5.745e-05,3.869e-05
0.45578,0.08632,-0.004562,0.03988,-0.01157,0.002085,-0.01715,0.005595,-0.007933,0.01304,-6.081e-05,0.4081,-0.0172,0.9415,-0.00613,-0.008338,-0.0119,4.996e-05,-0.005652,0.0008741,-0.0005209,-9.21e-05,-0.003414,3.284,22.1,0.0001562,8.847e-05,4.299e-05,0.007962,8.14e-05,0.01067,0.0002275,0.01172,-1.615e-05,0.000207
0.56178,0.02859,-0.001259,0.01322,-0.003165,0.000892,-0.004817,0.001927,-0.002012,0.004343,-7.973e-06,0.1361,-0.005073,0.3123,-0.001809,-0.0004231,-0.003407,3.1e-05,-5.84e-05,0.0002948,0.002608,-9.962e-06,-0.0008588,1.119,30.31,5.709e-05,0.0004887,1.539e-05,0.01161,2.773e-05,0.01683,7.627e-05,0.01703,-1.507e-06,0.0003244
0.66778,-0.002795,-8.751e-05,-0.001294,-0.0001896,-0.0001054,-0.0003533,-0.000195,1.147e-05,-0.000427,2.057e-06,-0.01338,-0.0005096,-0.03058,-0.0001711,-0.0001697,-0.0002711,-4.343e-06,0.001046,-2.929e-05,0.002028,-8.797e-07,-1.083e-05,-0.1153,20.24,-6.144e-06,0.0002282,-1.635e-06,0.006884,-2.783e-06,0.01047,-7.571e-06,0.009736,-3.165e-07,0.0002036
0.77378,-0.003935,1.679e-05,-0.001822,3.206e-05,-0.0001392,8.035e-05,-0.0002711,7.335e-05,-0.0006008,-4.77e-07,-0.0188,-9.189e-06,-0.04303,1.059e-05,-0.0001274,5.96e-05,-5.42e-06,0.0002104,-4.099e-05,0.0003397,-2.672e-07,1.97e-06,-0.1632,7.489,-8.337e-06,1.215e-05,-2.257e-06,0.001048,-3.886e-06,0.001726,-1.06e-05,0.001368,-1.975e-07,3.496e-05
0.87978,-0.0009433,5.272e-06,-0.0004544,1.438e-05,-5.062e-05,7.841e-05,-6.643e-05,-9.73e-06,-0.0001812,-3.343e-07,-0.004475,-1.376e-05,-0.01024,1.088e-05,-3.393e-05,5.78e-05,-1.32e-06,-9.106e-05,-9.924e-06,-0.0001713,-4.1e-07,-9.78e-06,-0.09653,3.073,-2.007e-06,-2.373e-05,-1.212e-06,-0.0005626,-1.085e-06,-0.0008292,-2.645e-06,-0.0008195,-4.804e-07,-1.544e-05
0.98478,-0.0002907,1.565e-06,-0.0004955,1.288e-05,-0.0003774,4.808e-05,-5.703e-05,-1.137e-05,-0.0008289,4.257e-08,-0.0005256,-7.148e-06,-0.001159,6.927e-06,-9.283e-05,3.063e-05,-7.523e-07,-4.274e-05,-4.751e-06,-8.242e-05,-7.49e-06,-2.448e-06,-0.3878,1.532,-5.513e-07,-8.671e-06,-8.506e-06,-0.0002642,-2.271e-06,-0.0004052,-1.998e-06,-0.0003759,-5.055e-06,-7.827e-06
1.09078,-0.002933,-4.312e-07,-0.005093,1.312e-06,-0.004242,5.489e-06,-0.0007246,-3.132e-06,-0.009051,4.664e-09,-0.0005433,-1.607e-06,-0.0008339,7.538e-07,-0.001004,2.512e-06,-6.834e-06,-7.715e-06,-5.534e-05,-1.396e-05,-8.359e-05,-5.112e-07,-1.173,0.1174,-2.525e-06,-1.386e-06,-5.576e-05,-4.473e-05,-1.74e-05,-6.933e-05,-1.39e-05,-6.413e-05,-2.924e-05,-1.387e-06
1.19678,-0.02363,-7.005e-07,-0.02815,-2.294e-06,-0.02352,-5.718e-06,-0.005501,-7.145e-07,-0.04813,-2.285e-08,-0.002941,-3.243e-07,-0.005449,-9.598e-07,-0.00541,-4.006e-06,-4.177e-05,-1.575e-06,-0.0004568,-1.201e-06,-0.0004485,-3.508e-07,-0.5138,-0.2297,-8.959e-06,-1.21e-07,-0.0001682,-4.017e-06,-8.104e-05,-6.094e-06,-6.063e-05,-5.585e-06,-6.697e-05,-1.327e-07
1.30278,-0.08412,-2.392e-07,-0.05198,-9.154e-07,-0.04387,-2.332e-06,-0.0183,-1.51e-07,-0.07815,-8.897e-09,-0.005935,-6.634e-08,-0.0166,-3.881e-07,-0.009201,-1.563e-06,-0.0001088,-3.816e-07,-0.001689,-6.739e-08,-0.0007519,-1.178e-07,7.48,-0.08956,-4.898e-06,-6.506e-09,3.102e-06,-2.752e-07,-0.0001657,-3.682e-07,-9.448e-05,-2.822e-07,7.198e-05,-9.929e-09
1.40878,-0.01365,-3.608e-08,0.13,-1.425e-07,0.1074,-3.635e-07,0.0005343,-2.036e-08,0.2559,-1.379e-09,0.01183,-8.929e-09,0.005246,-6.048e-08,0.0274,-2.415e-07,5.578e-05,-5.521e-08,-0.0004615,-3.754e-09,0.002304,-1.788e-08,26.95,-0.01386,6.098e-05,-2.615e-10,0.001444,-2.091e-08,0.0002648,-2.32e-08,0.0002869,-1.011e-08,0.0007056,-7.891e-10
1.51478,0.6998,-2.753e-09,0.7019,-1.096e-08,0.5877,-2.797e-08,0.1568,-1.512e-09,1.18,-1.06e-10,0.07241,-6.637e-10,0.1539,-4.654e-09,0.1326,-1.854e-08,0.0006792,-4.196e-09,0.01366,-2.096e-10,0.01096,-1.369e-09,49.12,-0.001065,0.0001566,-9.716e-12,0.00384,-1.347e-09,0.002185,-1.378e-09,0.001526,-3.395e-10,0.001562,-5.083e-11
1.62078,1.78,-1.12e-10,1.087,-4.471e-10,0.9173,-1.141e-09,0.3735,-6.11e-11,1.674,-4.322e-12,0.1132,-2.682e-11,0.3514,-1.898e-10,0.1912,-7.555e-10,2.444e-05,-1.707e-10,0.03548,-7.978e-12,0.01563,-5.573e-11,52.87,-4.339e-05,-1.423e-05,-3.029e-13,0.00388,-5.298e-11,0.004415,-5.322e-11,0.002526,-1.023e-11,0.001691,-1.991e-12
1.72678,1.733,-2.493e-12,0.7053,-9.955e-12,0.5996,-2.54e-11,0.3484,-1.357e-12,0.9667,-9.624e-14,0.07173,-5.958e-13,0.3219,-4.227e-12,0.112,-1.682e-11,-0.001436,-3.8e-12,0.03483,-1.752e-13,0.00897,-1.241e-12,34.19,-9.661e-07,-0.0004922,-6.229e-15,0.000922,-1.171e-12,0.003751,-1.172e-12,0.001696,-2.095e-13,0.0008775,-4.392e-14
1.83278,0.6385,-3.077e-14,0.2947,-1.229e-13,0.2557,-3.135e-13,0.2092,-1.674e-14,0.134,-1.216e-15,0.101,-7.398e-15,0.1246,-5.223e-14,0.05167,-2.076e-13,0.01359,-4.727e-14,0.01561,-2.279e-15,0.004117,-1.588e-14,19.79,-1.193e-08,0.0007603,-1.393e-16,0.002755,-1.444e-14,0.001641,-1.444e-14,0.001263,-2.551e-15,0.0003004,-5.436e-16
1.93878,-0.006913,-4.073e-16,0.5338,-1.104e-15,0.4726,-3.239e-15,0.3203,-6.823e-16,-0.08117,-5.656e-15,0.3269,-9.831e-15,0.04529,-9.155e-15,0.1253,-2.273e-15,0.05621,-7.566e-14,0.01008,-2.485e-14,0.01048,-1.149e-13,27.09,-4.589e-10,0.007341,-1.313e-14,0.01646,-4.015e-16,0.002504,-3.444e-16,0.005117,-3.887e-15,0.001016,-5.475e-16
2.04478,-0.04213,-2.24e-14,0.765,-2.907e-14,0.6822,-1.222e-13,0.4325,-6.564e-14,-0.03592,-6.48e-13,0.4522,-1.124e-12,0.05919,-1.031e-12,0.1807,-9.691e-14,0.07816,-8.738e-12,0.01336,-2.874e-12,0.01532,-1.326e-11,40.33,-4.338e-08,0.01571,-1.517e-12,0.02966,-3.484e-14,0.004868,-2.803e-14,0.01035,-4.481e-13,0.002243,-6.347e-14
2.15078,0.001728,-1.445e-12,0.4396,-1.851e-12,0.396,-7.764e-12,0.2484,-4.286e-12,-0.005723,-4.171e-11,0.2561,-7.279e-11,0.03826,-6.838e-11,0.1041,-6.294e-12,0.04452,-5.713e-10,0.008442,-1.872e-10,0.008946,-8.618e-10,38.66,-2.809e-06,0.01483,-9.859e-11,0.02353,-2.261e-12,0.004223,-1.798e-12,0.009403,-2.921e-11,0.002141,-4.186e-12
2.25678,0.001039,-5.201e-11,0.05629,-6.554e-11,0.05253,-2.735e-10,0.03254,-1.572e-10,-0.0004079,-1.496e-09,0.03335,-2.649e-09,0.005144,-2.552e-09,0.01384,-2.291e-10,0.005967,-2.094e-08,0.001452,-6.83e-09,0.00126,-3.133e-08,25,-0.0001016,0.005771,-3.583e-09,0.00727,-8.19e-11,0.001472,-6.409e-11,0.003527,-1.065e-09,0.00084,-1.553e-10
2.36278,-0.001867,-1.032e-09,-0.03866,-1.276e-09,-0.03433,-5.266e-09,-0.02156,-3.21e-09,-9.582e-06,-2.95e-08,-0.02213,-5.404e-08,-0.0036,-5.303e-08,-0.008931,-4.635e-09,-0.003766,-4.26e-07,-0.0006082,-1.38e-07,-0.0007415,-6.301e-07,11.47,-0.002029,-4.795e-05,-7.191e-08,-0.0007126,-1.635e-09,-4.703e-05,-1.25e-09,-5.41e-05,-2.146e-08,-3.47e-06,-3.208e-09
2.46878,-0.0008034,-1.098e-08,-0.01655,-1.335e-08,-0.01495,-5.381e-08,-0.009201,-3.581e-08,-8.787e-07,-3.109e-07,-0.009576,-6.127e-07,-0.001547,-5.98e-07,-0.00389,-5.116e-08,-0.001648,-4.694e-06,-0.0003194,-1.507e-06,-0.0003359,-6.834e-06,4.581,-0.0218,-0.00069,-7.755e-07,-0.001035,-1.746e-08,-0.0001816,-1.293e-08,-0.000425,-2.321e-07,-9.937e-05,-3.606e-08
2.57478,-0.0001863,-5.845e-08,-0.002725,-7.101e-08,-0.002567,-2.708e-07,-0.001664,-2.068e-07,-1.93e-06,-1.622e-06,-0.001573,-3.748e-06,-0.0002408,-3.417e-06,-0.0006259,-2.936e-07,-0.0002848,-2.623e-05,-1.645e-05,-8.322e-06,-6.674e-05,-3.73e-05,4.555,-0.1173,-0.0002047,-4.171e-06,-0.0002563,-9.238e-08,-3.33e-05,-6.529e-08,-0.0001404,-1.247e-06,-3.089e-05,-2.068e-07
2.67978,-0.001091,-1.139e-07,-0.0007092,-1.517e-07,-0.001468,-4.885e-07,-0.004341,-4.997e-07,-4.398e-05,-2.958e-06,-0.0001417,-1.085e-05,-2.341e-05,-7.65e-06,-4.142e-05,-7.443e-07,-7.983e-05,-5.679e-05,0.0001088,-1.779e-05,-4.976e-05,-7.665e-05,6.917,-0.2334,-3.416e-05,-8.095e-06,-0.000225,-1.757e-07,-0.0001104,-1.175e-07,-8.908e-05,-2.383e-06,-1.155e-05,-4.728e-07
2.78578,-0.007057,2.014e-07,-0.003196,1.479e-07,-0.007807,8.15e-07,-0.02725,3.063e-07,-0.0002847,6.533e-06,-5.901e-06,-2.669e-06,-5.154e-05,7.109e-06,3.794e-06,-9.023e-08,-7.229e-05,7.156e-05,0.0001139,2.066e-05,-7.152e-05,0.0001155,8.343,0.3957,-3.229e-05,1.511e-05,-0.00264,2.748e-07,-0.001724,1.327e-07,-0.000114,4.619e-06,-1.432e-05,4.483e-07
2.89178,-0.0171,1.307e-06,-0.007764,1.4e-06,-0.01864,4.773e-06,-0.0659,4.02e-06,-0.0006437,3.824e-05,6.146e-05,7.046e-05,-6.187e-05,5.988e-05,1.175e-05,2.935e-06,0.0002062,0.0005716,0.0001239,0.0001619,0.0001179,0.0008198,10.82,2.652,-6.336e-05,9.428e-05,-0.01523,1.502e-06,-0.009648,5.274e-07,0.0002599,2.731e-05,8.492e-06,4.213e-06
2.99778,0.02277,2.347e-06,0.0102,3e-06,0.02585,9.124e-06,0.08857,8.272e-06,0.001035,6.812e-05,0.0001857,0.0002076,0.0003393,0.0001144,5.43e-05,5.755e-06,0.0008682,0.001121,0.0002177,0.0003175,0.0006372,0.001533,15.19,4.931,-3.769e-08,0.0001695,-0.03405,1.96e-06,-0.02025,4.746e-07,0.001286,4.718e-05,2.364e-05,8.696e-06
3.10378,0.1905,2.397e-06,0.08659,4.139e-06,0.2113,1.78e-05,0.738,1.277e-05,0.008176,6.542e-05,0.0004007,0.0003743,0.001639,0.0002497,0.0001778,1.607e-05,0.002092,0.001488,0.0004192,0.0005497,0.001603,0.001794,16.6,5.564,0.0005596,0.0001954,0.03822,2.748e-06,0.03076,4.366e-06,0.002353,5.875e-05,-9.484e-06,1.405e-05
3.20978,0.349,3.155e-06,0.1605,7.392e-06,0.3827,4.021e-05,1.343,3.219e-05,0.016,5.4e-05,0.001099,0.0006958,0.003307,0.0006356,0.0004776,6.985e-05,0.005359,0.002352,0.001507,0.001159,0.004214,0.002595,22.11,7.18,0.002124,0.0002557,0.3368,1.116e-05,0.2277,1.897e-05,0.004317,9.328e-05,0.0008532,2.594e-05
3.31578,0.2825,6.093e-06,0.133,1.633e-05,0.2985,6.097e-05,1.052,6.776e-05,0.01451,5.297e-05,0.002645,0.001102,0.004016,0.0009908,0.001181,0.0002282,0.01032,0.003414,0.004397,0.00172,0.009369,0.00473,47.35,10.56,0.004353,0.0003094,0.7424,3.658e-05,0.4667,4.164e-05,0.01022,0.0001221,0.004355,3.664e-05
3.42178,0.1173,1.127e-05,0.05986,2.917e-05,0.109,6.101e-05,0.3799,8.861e-05,0.006876,4.344e-05,0.004118,0.001247,0.003799,0.00104,0.002328,0.0005297,0.01356,0.003913,0.008779,0.001705,0.01583,0.008242,86.33,13.18,0.006441,0.0002877,1.074,8.794e-05,0.5913,7.272e-05,0.02056,0.0001149,0.008792,3.872e-05
3.52778,0.03337,2.319e-05,0.02191,4.175e-05,0.02285,6.174e-05,0.06331,9.521e-05,0.002027,3.479e-05,0.004563,0.001461,0.003706,0.001162,0.003004,0.0008747,0.01453,0.004759,0.01262,0.001677,0.01995,0.01255,110,16.43,0.008176,0.0003639,1.252,0.0001705,0.6074,0.000123,0.03354,0.0001543,0.009805,4.441e-05
3.63378,0.01362,4.238e-05,0.01083,5.586e-05,0.007602,9.486e-05,0.008462,0.0001133,0.0007634,4.268e-05,0.004278,0.001917,0.003505,0.001404,0.002386,0.001043,0.01371,0.005568,0.01279,0.001903,0.01762,0.01467,106.8,20.86,0.008676,0.000539,1.068,0.0002589,0.4879,0.0001766,0.04246,0.000272,0.007813,5.149e-05
3.73978,0.01024,5.344e-05,0.007,7.188e-05,0.005443,0.0001648,0.009171,0.0001167,0.0006005,5.052e-05,0.00342,0.001788,0.002516,0.001196,0.001276,0.000868,0.01014,0.00446,0.009049,0.001762,0.01064,0.01178,94.29,20.14,0.006707,0.000516,0.6487,0.0002644,0.2765,0.0001785,0.03578,0.000317,0.005552,4.144e-05
3.84578,0.006192,5.396e-05,0.003993,8.838e-05,0.004208,0.0002268,0.009558,9.756e-05,0.0006158,5.441e-05,0.002663,0.001306,0.002152,0.0007827,0.000756,0.0005583,0.006257,0.002687,0.005029,0.001331,0.004897,0.007137,78.89,13.71,0.005632,0.0003026,0.3141,0.000182,0.1161,0.0001362,0.03002,0.0002205,0.00384,2.239e-05
3.95178,0.003138,6.97e-05,0.002156,0.0001161,0.003866,0.0002523,0.00732,0.0001093,0.0009181,5.865e-05,0.003082,0.001317,0.003552,0.0009662,0.001057,0.0005189,0.006106,0.002406,0.004431,0.001319,0.002898,0.005112,55.98,10.66,0.02189,0.0001704,0.1253,0.0001623,0.05833,0.0001462,0.1067,0.000136,0.00587,1.488e-05
