energy_eV_rel_EF,Coact_21_dx2-y2_down,Coact_21_dx2-y2_up,Coact_21_dxy_down,Coact_21_dxy_up,Coact_21_dxz_down,Coact_21_dxz_up,Coact_21_dyz_down,Coact_21_dyz_up,Coact_21_dz2_down,Coact_21_dz2_up,Oads_348_px_down,Oads_348_px_up,Oads_348_py_down,Oads_348_py_up,Oads_348_pz_down,Oads_348_pz_up,Obridge_259_px_down,Obridge_259_px_up,Obridge_259_py_down,Obridge_259_py_up,Obridge_259_pz_down,Obridge_259_pz_up,TDOS_0_total_down,TDOS_0_total_up,neighbor_23_dx2-y2_down,neighbor_23_dx2-y2_up,neighbor_23_dxy_down,neighbor_23_dxy_up,neighbor_23_dxz_down,neighbor_23_dxz_up,neighbor_23_dyz_down,neighbor_23_dyz_up,neighbor_23_dz2_down,neighbor_23_dz2_up
-1.36163,0.0009935,0.009892,0.009947,0.00857,0.003785,0.03007,0.003221,0.007317,0.01564,0.006089,0.009431,0.007388,0.01455,0.03251,0.007761,0.02064,0.004266,0.09275,0.02415,0.1586,-0.0006604,0.05931,56.13,105.8,0.03816,0.06297,0.002044,0.0393,0.004164,0.09791,0.03748,0.1437,0.1955,0.03044
-1.25663,-0.0005158,0.00778,0.0345,0.00675,0.008932,0.03139,0.009616,0.01133,0.01411,0.007984,0.03162,0.007585,0.05759,0.03986,-0.0001305,0.02087,0.01172,0.09883,0.008864,0.1045,0.005538,0.07764,88.12,93.9,0.2722,0.0437,0.00346,0.04513,0.002916,0.1242,0.1069,0.1133,0.7534,0.02013
-1.15063,0.003707,0.006477,0.07101,0.00583,0.01466,0.03232,0.01834,0.01494,0.0232,0.009423,0.06283,0.007819,0.156,0.03988,0.002665,0.02559,0.03472,0.08942,0.01729,0.06906,0.03158,0.08147,130.7,77.81,0.6705,0.04642,0.005826,0.04754,0.006382,0.1466,0.1839,0.1025,1.349,0.01265
-1.04563,0.008172,0.005945,0.1048,0.00686,0.01713,0.02527,0.02413,0.01887,0.0373,0.008864,0.09389,0.009796,0.2924,0.04458,0.006298,0.02219,0.07657,0.06684,0.04503,0.05236,0.07355,0.07092,175.1,66.42,0.9882,0.0585,0.009852,0.04176,0.0128,0.14,0.2265,0.1138,1.513,0.006647
-0.94063,0.01061,0.007214,0.1097,0.01183,0.01603,0.02206,0.02261,0.02997,0.04454,0.006831,0.1082,0.015,0.359,0.09172,0.009836,0.02023,0.1177,0.05171,0.08643,0.04739,0.09474,0.06195,200.5,64.68,1.177,0.06373,0.01351,0.04033,0.01508,0.1377,0.2969,0.126,1.35,0.004037
-0.83463,0.01008,0.0115,0.07287,0.02118,0.01111,0.02771,0.0137,0.04692,0.03275,0.005743,0.08524,0.02387,0.2678,0.2057,0.011,0.03397,0.119,0.05582,0.1048,0.06444,0.06961,0.06231,185.5,71.8,1.212,0.06446,0.0137,0.05548,0.01083,0.1689,0.3762,0.1291,1.032,0.004973
-0.72963,0.007627,0.01434,0.02964,0.02687,0.004883,0.0278,0.005168,0.04913,0.01304,0.005551,0.0418,0.03291,0.1211,0.2943,0.007781,0.04936,0.07636,0.06749,0.07421,0.09501,0.0288,0.06172,136.2,76.2,0.8846,0.06192,0.01064,0.07455,0.005558,0.2006,0.3227,0.1226,0.6396,0.005764
-0.62363,0.004131,0.01189,0.007512,0.02122,0.001041,0.01792,0.001154,0.03179,0.001883,0.004329,0.008428,0.03894,0.03046,0.2353,0.002539,0.04465,0.02795,0.07348,0.02615,0.1091,0.006062,0.0469,79.39,68.3,0.4052,0.05229,0.006285,0.07549,0.00222,0.1913,0.1717,0.1081,0.3823,0.004393
-0.51863,0.001289,0.008377,0.0007764,0.01042,-0.0001093,0.008645,-5.548e-05,0.01725,-0.0006832,0.002338,-0.01758,0.03487,-0.00645,0.1087,-0.004547,0.03029,0.002637,0.06944,0.0006157,0.09863,-0.0001944,0.02567,37.27,57.74,0.1313,0.04479,0.002166,0.06194,0.0005036,0.1553,0.06473,0.09388,0.24,0.002383
-0.41263,0.0001118,0.008089,-0.0004995,0.01323,-0.0002544,0.0169,-0.0002025,0.01524,-0.000489,0.00121,-0.05148,0.005314,-0.02412,0.1091,-0.01506,0.06121,-0.002531,0.05862,-0.003482,0.09397,-0.000922,0.01948,14.13,56.75,0.02684,0.05133,-6.604e-06,0.04932,-8.021e-05,0.1115,0.01504,0.1014,0.08905,0.00136
-0.30763,-9.785e-05,0.01512,-0.0003861,0.05311,6.08e-05,0.06675,-7.374e-05,0.02896,-0.0001362,0.001285,0.03075,0.02212,0.01084,0.3261,0.009212,0.195,-0.001268,0.06639,-0.0007031,0.1303,-0.0002926,0.0411,4.287,67.62,-0.009217,0.06801,-0.0002931,0.04461,-8.893e-05,0.07077,-0.003368,0.1351,-0.003191,0.001357
-0.20163,-4.801e-05,0.04818,-1.238e-05,0.1213,0.001539,0.1468,0.0001141,0.1029,9.887e-05,0.001978,0.4849,0.3648,0.1963,0.5504,0.1446,0.3272,6.15e-05,0.1083,0.006196,0.1801,0.001462,0.07382,4.138,87.1,-0.008002,0.09505,-3.651e-05,0.04787,0.0001376,0.04911,-0.003044,0.186,-0.01214,0.001494
-0.09663,9.268e-06,0.1218,0.0002617,0.1713,0.003173,0.2346,0.0002712,0.298,0.0002565,0.002618,0.9908,1.069,0.4019,0.4626,0.2954,0.2738,0.0007094,0.1456,0.01307,0.1704,0.003206,0.07795,10.67,98.93,-0.0006707,0.1152,0.0001349,0.04676,0.0003537,0.04179,0.0005463,0.2112,-0.001213,0.001134
0.00937,2.04e-05,0.1766,0.0002381,0.1705,0.002576,0.309,0.0002246,0.491,0.0002112,0.00266,0.8032,1.333,0.3258,0.1847,0.2395,0.1105,0.0006093,0.1252,0.01062,0.09497,0.002614,0.04939,13.78,80.75,0.001198,0.08535,0.0001374,0.0297,0.0002933,0.03048,0.001206,0.1479,0.001968,0.0006096
0.11437,7.279e-06,0.1334,6.762e-05,0.1106,0.0007133,0.2608,6.458e-05,0.4159,5.863e-05,0.00175,0.2222,0.745,0.09013,0.01926,0.06624,0.01346,0.0001725,0.05765,0.002936,0.02372,0.0007243,0.01766,8.367,38.09,0.0004578,0.02721,5.283e-05,0.008611,8.215e-05,0.01289,0.0003848,0.04576,0.0007825,0.0002641
0.22037,-6.538e-07,0.04212,-1.176e-05,0.03305,-0.0001281,0.09969,-9.93e-06,0.1493,-1.053e-05,0.0005194,-0.03997,0.1175,-0.01622,-0.01327,-0.01192,-0.006994,-2.889e-05,0.006589,-0.000529,-0.003485,-0.00013,0.00108,1.708,5.084,-4.539e-05,-0.002297,8.057e-07,-0.001173,-1.42e-05,0.0005976,-5.668e-05,-0.004192,-6.589e-05,4.831e-05
0.32537,-1.04e-06,-0.003596,-1.065e-05,-0.003559,-0.0001128,-0.00166,-9.819e-06,-0.005611,-9.287e-06,-5.566e-05,-0.03516,-0.05657,-0.01426,-0.007191,-0.01048,-0.004243,-2.68e-05,-0.005012,-0.0004649,-0.003794,-0.0001146,-0.001896,-0.5533,4.92,-6.59e-05,-0.00378,-5.874e-06,9.005e-05,-1.287e-05,0.0003357,-5.897e-05,-0.003865,-0.0001106,8.497e-06
0.43037,-2.811e-07,-0.005775,-2.326e-06,-0.004861,-2.423e-05,-0.012,-2.235e-06,-0.01845,-1.996e-06,-6.992e-05,-0.007545,-0.0291,-0.003061,-0.001516,-0.00225,-0.0008553,-5.915e-06,-0.0008784,-9.971e-05,0.001481,-2.461e-05,-0.000466,-0.3601,30.14,-1.727e-05,-0.0004998,-2.032e-06,0.007469,-2.806e-06,0.01047,-1.377e-05,0.01101,-3.01e-05,0.0001867
0.53637,-3.748e-08,-0.001116,-2.393e-07,-0.0008058,-2.431e-06,-0.002683,-2.442e-07,-0.003844,-2.004e-07,-6.995e-06,-0.0007561,-0.004869,-0.0003067,0.0001945,-0.0002254,0.0002723,-6.187e-07,0.002113,-9.983e-06,0.004917,-2.47e-06,0.0003862,-0.07444,45.5,-2.229e-06,0.0005925,-3.261e-07,0.0129,-2.881e-07,0.01917,-1.556e-06,0.01957,-4.031e-06,0.0003675
0.64137,-6.203e-09,0.0001544,-1.493e-08,0.0001974,-1.279e-07,0.0001665,-1.505e-08,0.0004371,-1.254e-08,4.523e-06,-3.96e-05,-2.191e-05,-1.606e-05,0.000235,-1.181e-05,0.0002433,-3.486e-08,0.001704,-5.222e-07,0.003918,-1.298e-07,0.0002966,-0.007497,29.05,-1.635e-07,0.0003892,-2.878e-08,0.009099,-1.579e-08,0.01406,-9.821e-08,0.01326,-3.065e-07,0.0002834
0.74737,-2.658e-07,6.823e-05,-1.447e-07,5.269e-05,-3.256e-08,8.345e-05,-2.902e-08,0.000202,-1.674e-07,4.777e-07,-1.132e-06,7.388e-05,-4.738e-07,3.489e-05,-3.503e-07,3.896e-05,-2.62e-09,0.0003725,-1.839e-08,0.001022,-7.978e-09,4.269e-05,-0.0005791,5.817,-7.675e-09,5.518e-05,-1.16e-08,0.002102,-2.887e-09,0.003417,-5.934e-09,0.002897,-2.099e-08,7.406e-05
0.85237,-1.221e-05,-2.2e-05,-6.838e-06,-2.894e-05,-1.439e-06,-4.94e-05,-1.316e-06,-7.395e-05,-7.807e-06,-6.911e-07,-6.024e-08,-4.029e-05,-6.999e-07,-2.158e-05,-6.213e-07,-2.08e-05,-7.24e-08,-0.0001147,-1.708e-07,-0.0002122,-1.984e-07,-2.655e-05,-0.004713,-1.973,-1.916e-08,-3.315e-05,-2.817e-07,-0.0005548,-6.54e-08,-0.0008159,-6.227e-08,-0.0008461,-1.923e-07,-1.509e-05
0.95837,-0.0003186,-1.502e-05,-0.0001865,-1.482e-05,-4.168e-05,-2.659e-05,-3.452e-05,-4.79e-05,-0.0002011,-2.762e-07,-8.075e-07,-2.261e-05,-1.757e-05,-1.029e-05,-1.57e-05,-1.044e-05,-1.958e-06,-7.251e-05,-4.634e-06,-0.0001697,-5.102e-06,-1.206e-05,-0.06734,-1.202,-3.708e-07,-1.57e-05,-4.452e-06,-0.000384,-1.041e-06,-0.0005988,-9.925e-07,-0.0005564,-2.79e-06,-1.229e-05
1.06337,-0.004573,-3.09e-06,-0.002831,-2.664e-06,-0.0006767,-5.039e-06,-0.0004988,-9.712e-06,-0.002779,-4.573e-08,-9.895e-06,-4.299e-06,-0.0002407,-1.851e-06,-0.0002151,-1.915e-06,-2.897e-05,-1.419e-05,-6.88e-05,-3.562e-05,-7.042e-05,-2.031e-06,-0.5024,-0.2368,-4.207e-06,-2.793e-06,-3.988e-05,-7.784e-05,-1.005e-05,-0.0001232,-9.408e-06,-0.0001118,-2.17e-05,-2.607e-06
1.16937,-0.03398,-3.068e-07,-0.02259,-2.369e-07,-0.00582,-4.747e-07,-0.003737,-9.572e-07,-0.0193,-3.952e-09,-7.385e-05,-4.014e-07,-0.001664,-1.692e-07,-0.001482,-1.768e-07,-0.0002218,-1.344e-06,-0.0005291,-3.527e-06,-0.0004884,-1.714e-07,-1.702,-0.02287,-2.579e-05,-2.52e-07,-0.0001907,-7.578e-06,-5.949e-05,-1.21e-05,-5.26e-05,-1.087e-05,-8.115e-05,-2.611e-07
1.27437,-0.1086,-1.619e-08,-0.08077,-1.13e-08,-0.02297,-2.407e-08,-0.01212,-5.026e-08,-0.05368,-1.892e-10,-0.0002806,-2.004e-08,-0.00462,-8.422e-09,-0.004067,-8.84e-09,-0.0007403,-6.769e-08,-0.001777,-1.833e-07,-0.001354,-7.815e-09,-0.6602,-0.001182,-6.673e-05,-1.237e-08,-0.0003485,-3.907e-07,-0.0001864,-6.267e-07,-0.0001469,-5.616e-07,-6.412e-05,-1.373e-08
1.38037,0.01693,-4.701e-10,-0.02126,-2.987e-10,-0.01393,-6.767e-10,0.001165,-1.454e-09,0.04085,-5.122e-12,-0.0002235,-5.528e-10,0.003492,-2.342e-10,0.003309,-2.458e-10,-1.515e-05,-1.876e-09,-5.366e-05,-5.203e-09,0.001047,-1.985e-10,11.92,-3.374e-05,5.468e-05,-3.396e-10,0.0007535,-1.106e-08,-4.018e-05,-1.779e-08,2.878e-05,-1.596e-08,0.0005275,-3.947e-10
1.48537,0.9559,-7.631e-12,0.646,-4.44e-12,0.1658,-1.07e-11,0.1043,-2.355e-11,0.5325,-7.907e-14,0.001348,-8.551e-12,0.04552,-3.676e-12,0.04058,-3.847e-12,0.006097,-2.909e-11,0.01495,-8.217e-11,0.01345,-2.849e-12,36.54,-5.401e-07,0.0006703,-5.268e-12,0.004815,-1.748e-10,0.001618,-2.817e-10,0.001399,-2.536e-10,0.001894,-6.312e-12
1.59137,2.254,-6.985e-14,1.719,-3.741e-14,0.4765,-9.57e-14,0.2453,-2.152e-13,1.06,-6.976e-16,0.001174,-7.479e-14,0.08899,-3.276e-14,0.07857,-3.409e-14,0.01419,-2.547e-13,0.03691,-7.294e-13,0.02659,-2.329e-14,52.13,-4.887e-09,0.001289,-4.645e-14,0.00871,-1.557e-12,0.004611,-2.512e-12,0.003595,-2.272e-12,0.002695,-5.675e-14
1.69637,2.128,-3.622e-16,1.767,-1.795e-16,0.4817,-4.865e-16,0.2217,-1.115e-15,0.8432,-3.544e-18,-0.007574,-3.717e-16,0.066,-1.663e-16,0.05847,-1.72e-16,0.0114,-1.265e-15,0.03564,-3.661e-15,0.02083,-1.096e-16,42.92,-2.51e-11,0.000721,-2.335e-16,0.006396,-7.859e-15,0.005067,-1.268e-14,0.003641,-1.153e-14,0.001722,-2.885e-16
1.80137,0.7753,-2.509e-18,0.7346,-3.202e-18,0.284,-2.62e-18,0.1023,-3.953e-18,0.2363,-8.646e-18,0.01277,-1.001e-16,0.02505,-5.436e-17,0.01965,-1.353e-16,0.007855,-1.881e-16,0.01466,-1.098e-16,0.006058,-2.685e-16,23.86,-1.712e-12,0.0001589,-4.332e-17,0.002087,-2.413e-17,0.002305,-3.83e-17,0.001572,-4.667e-17,0.0003413,-2.128e-18
1.90737,-0.03261,-2.881e-16,0.142,-5.531e-16,0.6884,-2.331e-16,0.186,-1.345e-16,0.009004,-1.738e-15,0.1448,-2.003e-14,0.0694,-1.097e-14,0.04193,-2.726e-14,0.03539,-3.732e-14,0.008887,-2.009e-14,0.003451,-5.422e-14,26.82,-3.306e-10,0.004037,-8.615e-15,0.00746,-2.308e-16,0.00145,-2.354e-16,0.002235,-2.503e-15,0.0003081,-2.578e-16
2.01237,-0.09347,-3.295e-14,0.2138,-6.37e-14,1.402,-2.652e-14,0.381,-1.575e-14,0.06871,-1.979e-13,0.3013,-2.299e-12,0.1494,-1.272e-12,0.09214,-3.129e-12,0.07448,-4.283e-12,0.01765,-2.313e-12,0.008717,-6.216e-12,52.99,-3.784e-08,0.01275,-9.868e-13,0.02045,-2.652e-14,0.003654,-2.675e-14,0.006589,-2.878e-13,0.001415,-2.986e-14
2.11837,-0.02181,-2.129e-12,0.2281,-4.156e-12,1.206,-1.703e-12,0.3288,-1.054e-12,0.08146,-1.271e-11,0.2559,-1.495e-10,0.1292,-8.367e-11,0.08037,-2.031e-10,0.06425,-2.782e-10,0.01635,-1.509e-10,0.00818,-4.028e-10,59.41,-2.447e-06,0.0162,-6.386e-11,0.02249,-1.724e-12,0.004396,-1.711e-12,0.008407,-1.873e-11,0.001998,-1.965e-12
2.22337,-0.001531,-7.727e-11,0.07541,-1.528e-10,0.3781,-6.138e-11,0.1034,-4.03e-11,0.02696,-4.564e-10,0.07991,-5.49e-09,0.04064,-3.112e-09,0.02544,-7.421e-09,0.02035,-1.018e-08,0.00559,-5.547e-09,0.00272,-1.468e-08,33.24,-8.887e-05,0.009044,-2.322e-09,0.01036,-6.302e-11,0.002221,-6.107e-11,0.004655,-6.855e-10,0.001182,-7.321e-11
2.32937,-0.0003847,-1.559e-09,-0.00908,-3.135e-09,-0.04225,-1.231e-09,-0.01182,-8.78e-10,-0.003228,-9.05e-09,-0.008808,-1.132e-07,-0.00442,-6.482e-08,-0.002704,-1.511e-07,-0.002122,-2.083e-07,-0.0003756,-1.137e-07,-0.0002302,-2.976e-07,7.553,-0.001793,0.001268,-4.688e-08,0.0006703,-1.281e-09,0.0002488,-1.199e-09,0.0006369,-1.396e-08,0.0001849,-1.533e-09
2.43437,-0.00106,-1.709e-08,-0.01152,-3.504e-08,-0.05559,-1.351e-08,-0.02213,-1.077e-08,-0.004081,-9.629e-08,-0.01141,-1.289e-06,-0.005793,-7.392e-07,-0.003612,-1.676e-06,-0.00287,-2.334e-06,-0.0007476,-1.269e-06,-0.0003715,-3.279e-06,-1.327,-0.01962,-0.0007737,-5.125e-07,-0.001064,-1.413e-08,-0.0001981,-1.257e-08,-0.0004027,-1.543e-07,-9.707e-05,-1.772e-08
2.54037,-0.004984,-9.565e-08,-0.004416,-2.002e-07,-0.02187,-7.783e-08,-0.04768,-7.143e-08,-0.001455,-5.093e-07,-0.002864,-7.771e-06,-0.001449,-4.344e-06,-0.0009059,-9.531e-06,-0.0007417,-1.357e-05,-0.000214,-7.23e-06,-0.0001015,-1.842e-05,-1.665,-0.109,-0.0003626,-2.837e-06,-0.0003923,-7.912e-08,-0.0001156,-6.527e-08,-0.0001979,-8.641e-07,-4.951e-05,-1.072e-07
2.64537,-0.01049,-2.13e-07,-0.003875,-4.497e-07,-0.01987,-2.049e-07,-0.09392,-2.231e-07,-0.001141,-9.535e-07,-0.0004804,-2.079e-05,-0.0002252,-1.052e-05,-0.000142,-2.178e-05,-0.0001699,-3.305e-05,-5.718e-05,-1.636e-05,-3.421e-05,-4.078e-05,-1.308,-0.235,-7.667e-05,-6.007e-06,-9.316e-05,-1.759e-07,-0.0001097,-1.282e-07,-8.452e-05,-1.861e-06,-1.635e-05,-2.803e-07
2.75137,0.01954,2.286e-07,0.006603,5.598e-07,0.03437,-7.428e-08,0.1758,-9.876e-08,0.001931,2.017e-06,0.0002327,4.867e-06,7.758e-05,6.526e-06,2.044e-05,2.157e-05,3.345e-05,2.252e-05,2.417e-06,1.659e-05,-3.152e-05,4.689e-05,0.1167,0.3079,6.432e-06,8.481e-06,-0.0003568,1.426e-07,-0.0002204,8.927e-08,-4.753e-05,2.445e-06,-2.692e-06,8.78e-08
2.85637,0.1266,2.051e-06,0.0429,4.825e-06,0.2221,7.505e-07,1.132,1.139e-06,0.01247,1.218e-05,0.001788,0.0001637,0.0006585,8e-05,0.0003523,0.0002061,0.0007272,0.0002949,0.0002285,0.0001498,8.045e-05,0.0004024,7.475,2.472,0.0001255,6.425e-05,-0.003028,1.244e-06,-0.001579,4.779e-07,0.0002745,1.877e-05,5.022e-05,2.062e-06
2.96237,0.2087,3.987e-06,0.07074,9.596e-06,0.3653,2.53e-06,1.861,2.952e-06,0.02046,2.164e-05,0.00308,0.0004027,0.001146,0.0001634,0.000732,0.0004049,0.001623,0.0006502,0.0005339,0.0002977,0.0003097,0.0007717,18.32,4.824,0.0002148,0.000123,-0.01418,2.035e-06,-0.008375,5.803e-07,0.0009671,3.517e-05,0.0001029,4.74e-06
3.06737,0.1406,4.459e-06,0.04773,9.797e-06,0.2456,9.732e-06,1.25,5.952e-06,0.01371,1.887e-05,0.002325,0.0005866,0.000901,0.0002992,0.0006844,0.0004558,0.001825,0.0008699,0.0006646,0.0004422,0.0003818,0.0008454,21.32,5.412,0.0002244,0.0001405,-0.02262,3.558e-06,-0.01212,5.173e-06,0.00154,4.445e-05,3.748e-05,8.212e-06
3.17337,0.02924,7.136e-06,0.01015,8.179e-06,0.05029,2.748e-05,0.2552,1.827e-05,0.003169,1.025e-05,0.001117,0.0009625,0.0006663,0.0007057,0.0005253,0.0007337,0.002221,0.001336,0.001095,0.0008258,0.000883,0.00129,19.48,6.816,0.0007128,0.0001792,0.05513,1.089e-05,0.04672,2.06e-05,0.002076,7.303e-05,0.0001505,1.741e-05
3.27837,-0.003842,1.622e-05,-0.0007638,8.249e-06,-0.01262,4.092e-05,-0.06811,4.031e-05,0.0006115,5.522e-06,0.001436,0.001549,0.001282,0.0012,0.001453,0.001703,0.004919,0.002044,0.002573,0.001225,0.003961,0.002898,34.14,10.48,0.002414,0.0002384,0.2906,2.756e-05,0.2141,3.946e-05,0.004372,0.0001091,0.001533,2.837e-05
3.38337,0.009433,3.144e-05,0.004681,9.223e-06,0.001342,3.656e-05,-0.01177,5.409e-05,0.001894,7.959e-06,0.002718,0.001786,0.002497,0.001533,0.004108,0.003245,0.009199,0.002288,0.004966,0.001225,0.01091,0.005549,71.73,13.52,0.005204,0.0002535,0.5712,6.833e-05,0.3876,6.175e-05,0.01152,0.0001263,0.004862,3.182e-05
3.48937,0.0182,5.725e-05,0.009898,1.4e-05,0.0138,4.353e-05,0.03373,6.352e-05,0.002145,3.131e-05,0.004016,0.002085,0.003824,0.002207,0.006876,0.005187,0.01245,0.002744,0.008357,0.001218,0.01856,0.009205,106.5,16.86,0.008421,0.000347,0.8449,0.0001639,0.4857,0.0001168,0.02355,0.0001878,0.008136,3.77e-05
3.59437,0.0149,8.905e-05,0.01054,2.307e-05,0.01258,8.523e-05,0.02718,9.201e-05,0.001542,6.939e-05,0.004686,0.002955,0.004328,0.003209,0.006956,0.00697,0.01383,0.004086,0.01198,0.001563,0.02008,0.01263,112.7,21.54,0.0107,0.000555,1.163,0.000285,0.5614,0.0001948,0.03128,0.0003121,0.008741,5.284e-05
3.70037,0.009801,9.671e-05,0.00841,2.885e-05,0.007714,0.000128,0.01435,0.0001112,0.001043,8.371e-05,0.003977,0.003142,0.003619,0.00316,0.004844,0.006645,0.01304,0.004552,0.01224,0.00166,0.01403,0.01162,99.48,20.33,0.01005,0.0005719,1.254,0.0002967,0.5548,0.0002032,0.02744,0.0003395,0.007786,5.292e-05
3.80537,0.006391,9.201e-05,0.005739,3.23e-05,0.005694,0.0001431,0.01007,9.569e-05,0.001126,9.844e-05,0.0026,0.002416,0.003248,0.002284,0.004249,0.004979,0.01029,0.003567,0.008493,0.001259,0.007146,0.007074,85.91,13.03,0.007333,0.0003283,0.9184,0.0001969,0.3899,0.0001464,0.02187,0.0002146,0.006571,3.177e-05
3.91137,0.003719,0.0001281,0.003258,4.28e-05,0.005268,0.0001531,0.007926,8.925e-05,0.001826,0.0001764,0.0021,0.002277,0.003927,0.00235,0.006068,0.005577,0.007978,0.003213,0.005075,0.001143,0.003753,0.004482,66.87,10.92,0.008887,0.0001508,0.428,0.0001934,0.1809,0.0001719,0.04235,0.0001131,0.005231,1.806e-05
