"energy_eV_rel_EF","TDOS_up","TDOS_down"
"-2.05514","88.83661","99.01396"
"-2.00501","77.69649","98.2974"
"-1.95489","74.24304","98.08451"
"-1.90476","71.20126","101.20912"
"-1.85464","69.67616","82.48855"
"-1.80451","79.73479","60.54017"
"-1.75439","101.21924","56.02833"
"-1.70426","96.91554","50.19165"
"-1.65414","89.02314","45.44294"
"-1.60401","76.3314","51.70202"
"-1.55388","80.81287","61.80129"
"-1.50376","97.46277","56.81512"
"-1.45363","114.04514","24.92573"
"-1.40351","115.07387","19.87207"
"-1.35338","100.32251","64.14153"
"-1.30326","88.86278","90.06783"
"-1.25313","91.00333","86.66654"
"-1.20301","90.14438","121.93348"
"-1.15288","76.55975","147.67317"
"-1.10276","67.87624","143.44635"
"-1.05263","67.18679","169.83277"
"-1.00251","65.5125","201.01336"
"-0.95238","69.38607","215.45472"
"-0.90226","72.72798","209.26544"
"-0.85213","69.97688","193.99513"
"-0.80201","75.03623","170.40557"
"-0.75188","89.34454","158.71219"
"-0.70175","84.91744","118.88023"
"-0.65163","68.13317","76.22739"
"-0.6015","63.32359","59.06062"
"-0.55138","60.39036","51.93183"
"-0.50125","56.60591","17.6697"
"-0.45113","55.50005","11.87973"
"-0.401","61.86724","30.76931"
"-0.35088","70.93226","16.36999"
"-0.30075","77.73373","1.53862"
"-0.25063","78.94787","0.02349"
"-0.2005","80.64985","6e-05"
"-0.15038","105.18345","0.00443"
"-0.10025","117.59422","0.45294"
"-0.05013","95.90684","7.35015"
"0.0","83.84286","20.61623"
"0.05013","64.5597","10.5197"
"0.10025","32.12395","0.94288"
"0.15038","11.18006","0.01365"
"0.2005","1.60832","3e-05"
"0.25063","0.04702","0.0"
"0.30075","0.00102","0.0"
"0.35088","0.13648","0.0"
"0.401","4.17569","0.0"
"0.45113","27.09058","0.0"
"0.50125","52.33345","0.0"
"0.55138","52.42524","0.0"
"0.6015","21.40279","0.0"
"0.65163","2.00115","0.0"
"0.70175","0.03374","0.00012"
"0.75188","9e-05","0.03105"
"0.80201","0.0","1.20766"
"0.85213","0.0","7.78628"
"0.90226","0.0","9.01695"
"0.95238","0.0","3.04506"
"1.00251","0.0","7.7705"
"1.05263","0.0","9.05345"
"1.10276","0.0","1.91998"
"1.15288","0.0","0.06857"
"1.20301","0.0","0.00267"
"1.25313","0.0","0.28772"
"1.30326","0.0","5.75047"
"1.35338","0.0","19.92002"
"1.40351","0.0","16.14169"
"1.45363","0.0","35.95424"
"1.50376","0.0","68.34915"
"1.55388","0.0","52.43613"
"1.60401","0.0","51.87284"
"1.65414","0.0","67.29824"
"1.70426","0.0","43.73946"
"1.75439","0.0","15.57072"
"1.80451","0.0","1.69601"
"1.85464","0.0","0.39798"
"1.90476","0.0","8.12029"
"1.95489","0.0","37.69003"
"2.00501","0.0","61.8979"
"2.05514","0.0","66.41831"
"2.10526","0.0","64.72629"
"2.15539","0.0","42.34499"
"2.20551","0.0","15.78777"
"2.25564","0.0","1.85572"
"2.30576","0.0","0.04159"
"2.35589","0.0","0.00015"
"2.40602","0.0","0.0"
"2.45614","0.0","0.0"
"2.50627","0.0","0.00131"
"2.55639","0.0","0.17789"
"2.60652","0.0","4.06292"
"2.65664","0.0","17.67067"
"2.70677","0.0","18.65981"
"2.75689","0.00062","12.91289"
"2.80702","0.07695","5.79544"
"2.85714","1.51592","0.94458"
"2.90727","5.62268","7.87402"
"2.95739","7.4262","31.1238"
"3.00752","8.50575","30.91307"
"3.05764","5.62696","27.94688"
"3.10777","1.25961","24.32949"
"3.15789","2.56602","6.74287"
"3.20802","10.41994","2.94765"
"3.25815","14.41754","16.08544"
"3.30827","10.15623","42.58048"
"3.3584","9.98642","67.75528"
"3.40852","15.3148","92.47811"
"3.45865","16.21871","112.85217"
"3.50877","9.95852","122.90345"
"3.5589","12.31318","121.25882"
"3.60902","25.85375","107.11504"
"3.65915","29.69872","92.50118"
"3.70927","25.85312","82.30281"
"3.7594","17.47658","93.53813"
"3.80952","9.63988","99.58363"
"3.85965","7.3341","91.5678"
"3.90977","9.21767","58.80037"
"3.9599","10.87051","34.2786"
"4.01003","14.92665","32.45916"
"4.06015","18.37576","35.36146"
"4.11028","20.08268","50.69351"
"4.1604","23.30377","61.49434"
"4.21053","21.42197","69.61207"
"4.26065","15.92549","76.72237"
"4.31078","19.99805","86.4496"
"4.3609","31.55263","113.14122"
"4.41103","24.59271","120.83192"
"4.46115","11.23835","120.9874"
"4.51128","14.59885","144.26692"
"4.5614","22.88366","175.46257"
"4.61153","27.49058","188.97265"
"4.66165","28.66866","192.70767"
"4.71178","20.37225","212.77935"
"4.7619","18.7176","207.42601"
"4.81203","26.9032","144.62959"
"4.86216","45.13801","85.30956"
"4.91228","50.82582","68.25477"
"4.96241","34.2856","43.70919"
"5.01253","29.33725","34.61246"
