"energy_eV_rel_EF","TDOS_up","TDOS_down"
"-6.52963345","60.33","84.21"
"-6.42463345","42.79","88.02"
"-6.31863345","51.49","86.33"
"-6.21363345","66.95","79.0"
"-6.10763345","74.6","74.0"
"-6.002633449999999","65.43","78.03"
"-5.8966334499999995","53.44","84.88"
"-5.791633449999999","47.17","78.66"
"-5.685633449999999","51.03","62.77"
"-5.5806334500000006","84.43","59.51"
"-5.474633449999999","127.0","61.78"
"-5.36963345","134.6","43.63"
"-5.26363345","117.4","17.8"
"-5.15863345","112.4","13.7"
"-5.0536334499999995","116.1","21.92"
"-4.94763345","106.1","16.16"
"-4.842633449999999","81.79","2.055"
"-4.736633449999999","67.18","-2.035"
"-4.631633450000001","80.73","11.96"
"-4.525633450000001","100.9","41.42"
"-4.42063345","104.6","65.01"
"-4.3146334500000005","104.1","65.56"
"-4.20963345","104.0","54.1"
"-4.10363345","99.3","51.23"
"-3.9986334500000003","95.82","59.29"
"-3.8926334500000004","90.44","66.47"
"-3.78763345","72.71","70.63"
"-3.6826334500000004","56.59","75.93"
"-3.5766334500000005","69.97","78.93"
"-3.47163345","103.5","79.52"
"-3.3656334500000002","118.1","80.8"
"-3.26063345","105.1","82.94"
"-3.15463345","100.3","92.96"
"-3.0496334500000004","128.3","116.3"
"-2.9436334500000005","166.2","142.7"
"-2.83863345","183.1","156.6"
"-2.7326334500000002","173.3","156.2"
"-2.62763345","147.4","144.4"
"-2.52163345","122.1","128.0"
"-2.4166334500000004","109.5","118.1"
"-2.31163345","104.3","112.0"
"-2.20563345","97.48","102.2"
"-2.1006334500000006","89.3","96.11"
"-1.9946334499999998","81.93","98.44"
"-1.8896334500000003","79.75","94.83"
"-1.7836334500000004","83.98","77.75"
"-1.67863345","86.4","58.99"
"-1.57263345","90.54","46.96"
"-1.4676334500000006","102.3","43.17"
"-1.3616334499999998","105.8","56.13"
"-1.2566334500000003","93.9","88.12"
"-1.1506334500000004","77.81","130.7"
"-1.04563345","66.42","175.1"
"-0.9406334500000004","64.68","200.5"
"-0.8346334500000006","71.8","185.5"
"-0.7296334500000001","76.2","136.2"
"-0.6236334500000003","68.3","79.39"
"-0.5186334500000003","57.74","37.27"
"-0.41263344999999996","56.75","14.13"
"-0.30763345","67.62","4.287"
"-0.2016334500000001","87.1","4.138"
"-0.09663345000000012","98.93","10.67"
"0.009366549999999751","80.75","13.78"
"0.11436654999999973","38.09","8.367"
"0.22036655000000005","5.084","1.708"
"0.32536655000000003","4.92","-0.5533"
